ensembl_id,gene_symbol
ENSG00000278677,HIST1H2AM
ENSG00000253668,AC103778.1
ENSG00000212411,RF00105
ENSG00000131473,ACLY
ENSG00000111358,GTF2H3
ENSG00000213104,NPM1P46
ENSG00000291042,
ENSG00000223908,AC068657.1
ENSG00000279026,AC005225.4
ENSG00000270574,AC010680.2
ENSG00000204682,CASC10
ENSG00000155975,VPS37A
ENSG00000159023,EPB41
ENSG00000253947,AC008705.1
ENSG00000237310,AC008267.5
ENSG00000289889,
ENSG00000245869,AP004609.1
ENSG00000154429,CCSAP
ENSG00000196778,OR52K1
ENSG00000268751,SCGB1B2P
ENSG00000230257,NFE4
ENSG00000111206,FOXM1
ENSG00000272275,AC092687.3
ENSG00000289337,
ENSG00000251372,LINC00499
ENSG00000232162,USP12-AS1
ENSG00000259404,EFL1P1
ENSG00000290995,
ENSG00000204120,GIGYF2
ENSG00000242412,DBIL5P2
ENSG00000231621,AC013264.1
ENSG00000286562,
ENSG00000288047,
ENSG00000100711,ZFYVE21
ENSG00000265195,MIR4312
ENSG00000213799,ZNF845
ENSG00000091732,ZC3HC1
ENSG00000177710,SLC35G5
ENSG00000234565,COX6B1P1
ENSG00000176695,OR4F17
ENSG00000241596,AC092468.1
ENSG00000243702,RN7SL638P
ENSG00000227948,AC003989.1
ENSG00000242516,LINC00960
ENSG00000196440,ARMCX4
ENSG00000188868,ZNF563
ENSG00000123119,NECAB1
ENSG00000111728,ST8SIA1
ENSG00000174827,PDZK1
ENSG00000168701,TMEM208
ENSG00000187010,RHD
ENSG00000276471,AC105265.4
ENSG00000213406,ANXA2P1
ENSG00000182512,GLRX5
ENSG00000252933,RNU6-1223P
ENSG00000238317,SNORD11
ENSG00000170836,PPM1D
ENSG00000130433,CACNG6
ENSG00000211698,TRGV4
ENSG00000273391,AC083880.1
ENSG00000007933,FMO3
ENSG00000156256,USP16
ENSG00000107020,PLGRKT
ENSG00000267507,AC010327.2
ENSG00000106009,BRAT1
ENSG00000239542,RN7SL399P
ENSG00000231559,Z95118.1
ENSG00000253327,RAD21-AS1
ENSG00000166147,FBN1
ENSG00000147364,FBXO25
ENSG00000258667,HIF1A-AS2
ENSG00000236942,AC096533.1
ENSG00000238280,AL133417.1
ENSG00000229962,AP000221.1
ENSG00000228852,AC092802.2
ENSG00000270842,AC073413.2
ENSG00000196715,VKORC1L1
ENSG00000165695,AK8
ENSG00000287261,
ENSG00000261102,ATP5MFP6
ENSG00000280721,LINC01943
ENSG00000280042,AC022336.3
ENSG00000173214,MFSD4B
ENSG00000268529,CYP2T3P
ENSG00000175938,ORAI3
ENSG00000223620,RBM48P1
ENSG00000127125,PPCS
ENSG00000174173,TRMT10C
ENSG00000196810,CTBP1-AS2
ENSG00000248394,FOSL1P1
ENSG00000218016,ZNF192P2
ENSG00000221355,MIR1288
ENSG00000264540,RN7SL405P
ENSG00000176946,THAP4
ENSG00000101363,MANBAL
ENSG00000273893,AL133520.1
ENSG00000101158,NELFCD
ENSG00000227437,RPS8P4
ENSG00000271936,AC012073.1
ENSG00000152779,SLC16A12
ENSG00000283602,AC116353.5
ENSG00000286084,
ENSG00000261123,AC009065.5
ENSG00000119547,ONECUT2
ENSG00000260077,AC104794.2
ENSG00000239636,AC004865.2
ENSG00000235429,AC083875.1
ENSG00000200312,RN7SKP255
ENSG00000269535,AC010320.4
ENSG00000108423,TUBD1
ENSG00000238168,AC137055.1
ENSG00000274654,AC022467.1
ENSG00000123352,SPATS2
ENSG00000140612,SEC11A
ENSG00000176853,FAM91A1
ENSG00000142208,AKT1
ENSG00000285597,
ENSG00000270343,UNGP3
ENSG00000250748,AC025419.1
ENSG00000279953,AC117503.3
ENSG00000236431,AC009237.8
ENSG00000276961,MIR7848
ENSG00000185974,GRK1
ENSG00000244187,TMEM141
ENSG00000213420,GPC2
ENSG00000138398,PPIG
ENSG00000224678,GAPDHP46
ENSG00000285955,
ENSG00000263551,AP005328.1
ENSG00000253269,AC008680.1
ENSG00000277610,RNVU1-4
ENSG00000231943,PGM5P4-AS1
ENSG00000206341,HLA-H
ENSG00000126243,LRFN3
ENSG00000260468,LINC01290
ENSG00000244558,KCNK15-AS1
ENSG00000167930,FAM234A
ENSG00000290101,
ENSG00000279199,AC068669.1
ENSG00000279463,AL159972.1
ENSG00000138035,PNPT1
ENSG00000165060,FXN
ENSG00000234880,LINC00163
ENSG00000262539,AC005829.2
ENSG00000250412,KLHL2P1
ENSG00000290116,
ENSG00000182107,TMEM30B
ENSG00000105122,RASAL3
ENSG00000243179,AC110769.1
ENSG00000276334,AL133243.2
ENSG00000154736,ADAMTS5
ENSG00000267376,ATP5MGP6
ENSG00000251203,AC011726.1
ENSG00000222898,RN7SKP97
ENSG00000154330,PGM5
ENSG00000223878,PPIAP53
ENSG00000186526,CYP4F8
ENSG00000125835,SNRPB
ENSG00000160360,GPSM1
ENSG00000247137,AP000873.2
ENSG00000233905,LONRF2P2
ENSG00000279227,AC009303.4
ENSG00000196705,ZNF431
ENSG00000226734,SNRPGP12
ENSG00000132612,VPS4A
ENSG00000130816,DNMT1
ENSG00000201458,RNU4-4P
ENSG00000164919,COX6C
ENSG00000101104,PABPC1L
ENSG00000270978,AC091982.2
ENSG00000285761,
ENSG00000265386,RN7SL219P
ENSG00000187323,DCC
ENSG00000277387,MIR8058
ENSG00000187140,FOXD3
ENSG00000170631,ZNF16
ENSG00000160838,LRRC71
ENSG00000250732,RPEP1
ENSG00000267610,AC007787.1
ENSG00000167483,FAM129C
ENSG00000178904,DPY19L3
ENSG00000109065,NAT9
ENSG00000288994,
ENSG00000291053,
ENSG00000162341,TPCN2
ENSG00000252311,RNU1-103P
ENSG00000163914,RHO
ENSG00000223387,LINC02068
ENSG00000105612,DNASE2
ENSG00000227879,PSPC1P1
ENSG00000207016,SNORA36C
ENSG00000233514,AL356653.1
ENSG00000143164,DCAF6
ENSG00000226016,RPL36AP55
ENSG00000205784,ARRDC5
ENSG00000236876,TMSB4XP1
ENSG00000230769,Z98048.1
ENSG00000221537,MIR548H1
ENSG00000135766,EGLN1
ENSG00000251459,AC013724.1
ENSG00000260488,AC007216.1
ENSG00000141570,CBX8
ENSG00000100104,SRRD
ENSG00000273293,AC093458.1
ENSG00000262039,AC091180.5
ENSG00000196834,POTEI
ENSG00000173163,COMMD1
ENSG00000232046,LINC01798
ENSG00000121350,PYROXD1
ENSG00000244274,DBNDD2
ENSG00000238961,SNORA47
ENSG00000273355,AP000894.4
ENSG00000123739,PLA2G12A
ENSG00000164663,USP49
ENSG00000091157,WDR7
ENSG00000272356,AL080317.3
ENSG00000127325,BEST3
ENSG00000088899,LZTS3
ENSG00000185013,NT5C1B
ENSG00000230989,HSBP1
ENSG00000138002,IFT172
ENSG00000229758,DYNLT3P2
ENSG00000259458,AC100839.1
ENSG00000130305,NSUN5
ENSG00000202058,RN7SKP80
ENSG00000255958,AC115676.1
ENSG00000169714,CNBP
ENSG00000276261,AC009509.4
ENSG00000119559,C19orf25
ENSG00000158321,AUTS2
ENSG00000223566,TNRC18P2
ENSG00000158092,NCK1
ENSG00000275569,AL355073.2
ENSG00000187123,LYPD6
ENSG00000243321,LINC01998
ENSG00000216819,TUBB2BP1
ENSG00000135547,HEY2
ENSG00000289553,
ENSG00000226161,EIF4A1P5
ENSG00000240823,RN7SL23P
ENSG00000108551,RASD1
ENSG00000144339,TMEFF2
ENSG00000189050,RNFT1
ENSG00000177000,MTHFR
ENSG00000254986,DPP3
ENSG00000270130,AC068790.7
ENSG00000289429,
ENSG00000091009,RBM27
ENSG00000271199,AL353804.2
ENSG00000275997,AC016292.2
ENSG00000132406,TMEM128
ENSG00000213722,DDAH2
ENSG00000289122,
ENSG00000286100,
ENSG00000257270,AL928654.2
ENSG00000213045,AC097065.1
ENSG00000252254,RF00019
ENSG00000231760,AL355312.2
ENSG00000212158,SNORD66
ENSG00000196262,PPIA
ENSG00000134371,CDC73
ENSG00000277170,AC012676.3
ENSG00000252139,RF00283
ENSG00000069849,ATP1B3
ENSG00000249602,AL589765.4
ENSG00000256972,AP000462.3
ENSG00000111729,CLEC4A
ENSG00000278592,RF02141
ENSG00000187959,CPSF4L
ENSG00000213244,HIST2H3DP1
ENSG00000248537,AC091906.1
ENSG00000239528,RPS14P8
ENSG00000242588,AC108010.1
ENSG00000234017,AC022018.1
ENSG00000116138,DNAJC16
ENSG00000250461,AC122718.1
ENSG00000249069,LINC01033
ENSG00000272361,AC005014.2
ENSG00000169398,PTK2
ENSG00000248327,NOL8P1
ENSG00000234371,RPSAP31
ENSG00000286401,
ENSG00000255150,EID3
ENSG00000121621,KIF18A
ENSG00000257272,AL162311.1
ENSG00000267454,ZNF582-AS1
ENSG00000260287,TBC1D3G
ENSG00000124275,MTRR
ENSG00000267011,AC011498.1
ENSG00000242428,C3orf67-AS1
ENSG00000233583,AL356273.1
ENSG00000273455,AC072039.2
ENSG00000185031,SLC2A3P2
ENSG00000163694,RBM47
ENSG00000271833,AL445222.1
ENSG00000236867,Z98885.1
ENSG00000224805,LINC00853
ENSG00000287355,
ENSG00000236801,RPL24P8
ENSG00000203546,AL139353.1
ENSG00000200419,RF00019
ENSG00000184611,KCNH7
ENSG00000289040,
ENSG00000272966,AC064836.2
ENSG00000196366,C9orf163
ENSG00000162244,RPL29
ENSG00000287236,
ENSG00000225843,NIPA2P1
ENSG00000250371,AC007370.2
ENSG00000200013,RNU6-623P
ENSG00000255966,AC006064.3
ENSG00000285253,AC090517.4
ENSG00000107625,DDX50
ENSG00000037965,HOXC8
ENSG00000267607,AC011511.5
ENSG00000177613,CSTF2T
ENSG00000260262,AC139887.3
ENSG00000288746,
ENSG00000239247,RN7SL589P
ENSG00000249236,AC008892.1
ENSG00000200294,RF00340
ENSG00000276931,AC009041.4
ENSG00000254120,LINC02155
ENSG00000165527,ARF6
ENSG00000252283,RF00006
ENSG00000265666,RARA-AS1
ENSG00000037637,FBXO42
ENSG00000240452,MTCO1P29
ENSG00000254431,AC084083.1
ENSG00000169903,TM4SF4
ENSG00000279182,CR559946.2
ENSG00000132294,EFR3A
ENSG00000146433,TMEM181
ENSG00000163050,COQ8A
ENSG00000288993,
ENSG00000274833,AC110285.5
ENSG00000181072,CHRM2
ENSG00000223581,AL590095.1
ENSG00000113790,EHHADH
ENSG00000135299,ANKRD6
ENSG00000188501,LCTL
ENSG00000139725,RHOF
ENSG00000267032,AP001357.1
ENSG00000137563,GGH
ENSG00000203811,HIST2H3C
ENSG00000279017,AC098476.1
ENSG00000207171,RF00432
ENSG00000117399,CDC20
ENSG00000244171,PBX2P1
ENSG00000283005,CDC27P3
ENSG00000287550,
ENSG00000273723,AL139089.1
ENSG00000171608,PIK3CD
ENSG00000232680,AC002511.1
ENSG00000273381,AL158071.4
ENSG00000232586,KIAA1614-AS1
ENSG00000266146,MIR5190
ENSG00000287114,
ENSG00000234159,RBPMSLP
ENSG00000136918,WDR38
ENSG00000287982,
ENSG00000242439,AC127024.1
ENSG00000225347,SLC25A5P8
ENSG00000244743,AC087588.1
ENSG00000227070,AC104170.1
ENSG00000009954,BAZ1B
ENSG00000263276,AC020978.7
ENSG00000200527,RNA5SP457
ENSG00000267511,ADAD1P2
ENSG00000125817,CENPB
ENSG00000214676,RPL9P16
ENSG00000004975,DVL2
ENSG00000225805,DEFB131B
ENSG00000267302,RNFT1-DT
ENSG00000248677,LINC02102
ENSG00000235319,AC012360.1
ENSG00000118492,ADGB
ENSG00000121067,SPOP
ENSG00000233735,AL359918.2
ENSG00000278709,NKILA
ENSG00000255314,AC024475.4
ENSG00000100462,PRMT5
ENSG00000267544,AC007229.1
ENSG00000214322,CBX1P2
ENSG00000235258,NDUFB4P6
ENSG00000272180,AC011306.1
ENSG00000235861,AC005237.2
ENSG00000231208,ZBTB46-AS1
ENSG00000222686,RNU4-72P
ENSG00000199551,RNU6-545P
ENSG00000196227,FAM217B
ENSG00000232998,VPS13A-AS1
ENSG00000203685,STUM
ENSG00000091164,TXNL1
ENSG00000237036,ZEB1-AS1
ENSG00000117281,CD160
ENSG00000162032,SPSB3
ENSG00000137947,GTF2B
ENSG00000257671,KRT7-AS
ENSG00000265494,AC005304.2
ENSG00000197114,ZGPAT
ENSG00000262312,AC004494.1
ENSG00000254129,AC108449.1
ENSG00000234396,AL590822.1
ENSG00000111911,HINT3
ENSG00000248697,TOX4P1
ENSG00000114302,PRKAR2A
ENSG00000284032,MIR29A
ENSG00000144362,PHOSPHO2
ENSG00000262089,AC040977.1
ENSG00000289522,
ENSG00000228142,AL354861.2
ENSG00000138617,PARP16
ENSG00000166451,CENPN
ENSG00000120075,HOXB5
ENSG00000171885,AQP4
ENSG00000013619,MAMLD1
ENSG00000259470,KRT8P9
ENSG00000167842,MIS12
ENSG00000227972,THAP12P3
ENSG00000267113,AF038458.1
ENSG00000188107,EYS
ENSG00000099917,MED15
ENSG00000213860,RPL21P75
ENSG00000205106,AC044839.1
ENSG00000125843,AP5S1
ENSG00000265359,AC004231.3
ENSG00000207112,SNORA25
ENSG00000273483,AL354760.1
ENSG00000116731,PRDM2
ENSG00000288728,
ENSG00000272906,AL353708.3
ENSG00000233131,AC096649.2
ENSG00000128652,HOXD3
ENSG00000255647,AC093510.1
ENSG00000251497,PITPNM2-AS1
ENSG00000262322,MTND4P34
ENSG00000204568,MRPS18B
ENSG00000289372,
ENSG00000091136,LAMB1
ENSG00000253383,AC100784.1
ENSG00000212607,SNORA3B
ENSG00000187066,TMEM262
ENSG00000253710,ALG11
ENSG00000106069,CHN2
ENSG00000232070,TMEM253
ENSG00000113594,LIFR
ENSG00000290738,
ENSG00000237651,C2orf74
ENSG00000231384,AC007919.2
ENSG00000225639,PGAM1P2
ENSG00000278861,AC117503.2
ENSG00000218475,ACTG1P18
ENSG00000286873,
ENSG00000290586,
ENSG00000259577,CERNA1
ENSG00000172809,RPL38
ENSG00000237190,CDKN2AIPNL
ENSG00000235008,AL023775.1
ENSG00000255663,AP002373.1
ENSG00000249417,AC117383.1
ENSG00000215861,AC245297.1
ENSG00000254254,AC012349.1
ENSG00000213139,CRYGS
ENSG00000278376,AP004609.3
ENSG00000131174,COX7B
ENSG00000132323,ILKAP
ENSG00000284490,AC011471.4
ENSG00000287587,
ENSG00000200563,RNU6-640P
ENSG00000127554,GFER
ENSG00000288761,
ENSG00000175220,ARHGAP1
ENSG00000250148,KRT8P31
ENSG00000175567,UCP2
ENSG00000197386,HTT
ENSG00000289704,
ENSG00000239605,STPG4
ENSG00000204446,C9orf170
ENSG00000212332,RNU6-780P
ENSG00000235106,BRD3OS
ENSG00000157379,DHRS1
ENSG00000284914,AL121935.2
ENSG00000155666,KDM8
ENSG00000279314,AC002525.1
ENSG00000207406,SNORA41
ENSG00000255692,AC002563.1
ENSG00000199512,RNU6-212P
ENSG00000105607,GCDH
ENSG00000186462,NAP1L2
ENSG00000260572,AC069224.1
ENSG00000289890,
ENSG00000196747,HIST1H2AI
ENSG00000223391,AC006210.1
ENSG00000240057,AC078785.1
ENSG00000255384,AP001267.2
ENSG00000066117,SMARCD1
ENSG00000288321,
ENSG00000207973,MIR589
ENSG00000131462,TUBG1
ENSG00000257256,AC008147.1
ENSG00000287809,
ENSG00000145220,LYAR
ENSG00000126522,ASL
ENSG00000140563,MCTP2
ENSG00000277150,F8A3
ENSG00000168795,ZBTB5
ENSG00000214612,RPS19P1
ENSG00000136383,ALPK3
ENSG00000200922,RF00019
ENSG00000286974,
ENSG00000176974,SHMT1
ENSG00000125386,FAM193A
ENSG00000065526,SPEN
ENSG00000214297,ALDOAP2
ENSG00000290560,
ENSG00000226128,RPL26P9
ENSG00000092096,SLC22A17
ENSG00000071794,HLTF
ENSG00000239726,RN7SL688P
ENSG00000204314,PRRT1
ENSG00000214300,SPDYE3
ENSG00000181781,ODF3L2
ENSG00000108561,C1QBP
ENSG00000177663,IL17RA
ENSG00000289873,
ENSG00000249855,EEF1A1P19
ENSG00000230495,AL132765.1
ENSG00000007923,DNAJC11
ENSG00000132155,RAF1
ENSG00000204661,C5orf60
ENSG00000203993,ARRDC1-AS1
ENSG00000039650,PNKP
ENSG00000284630,AP000553.5
ENSG00000113319,RASGRF2
ENSG00000260173,AC020779.2
ENSG00000129925,TMEM8A
ENSG00000089335,ZNF302
ENSG00000257748,LINC02281
ENSG00000142549,IGLON5
ENSG00000075651,PLD1
ENSG00000255410,AC091564.5
ENSG00000200218,RNU6-697P
ENSG00000241535,CBX5P1
ENSG00000189233,NUGGC
ENSG00000239570,SETP11
ENSG00000233008,LINC01725
ENSG00000286525,
ENSG00000232466,AL356133.1
ENSG00000166484,MAPK7
ENSG00000108771,DHX58
ENSG00000258745,AL358334.3
ENSG00000198353,HOXC4
ENSG00000184990,SIVA1
ENSG00000109689,STIM2
ENSG00000123815,COQ8B
ENSG00000128203,ASPHD2
ENSG00000167716,WDR81
ENSG00000233225,AC004987.2
ENSG00000142677,IL22RA1
ENSG00000232374,GPR79
ENSG00000241058,NSUN6
ENSG00000188176,SMTNL2
ENSG00000173917,HOXB2
ENSG00000264745,TTC39C-AS1
ENSG00000128626,MRPS12
ENSG00000120727,PAIP2
ENSG00000181029,TRAPPC5
ENSG00000232692,AP001596.1
ENSG00000260618,AC025917.1
ENSG00000021488,SLC7A9
ENSG00000268677,AC011495.3
ENSG00000270140,AC005520.3
ENSG00000289862,
ENSG00000102897,LYRM1
ENSG00000243870,RN7SL236P
ENSG00000269416,LINC01224
ENSG00000116918,TSNAX
ENSG00000290786,
ENSG00000198060,MARCH5
ENSG00000032742,IFT88
ENSG00000101400,SNTA1
ENSG00000252757,RN7SKP96
ENSG00000175749,EIF3KP1
ENSG00000168060,NAALADL1
ENSG00000225131,PSME2P2
ENSG00000033800,PIAS1
ENSG00000260630,SNAI3-AS1
ENSG00000197837,HIST4H4
ENSG00000163666,HESX1
ENSG00000259602,AC091073.1
ENSG00000273786,AC020658.4
ENSG00000215833,QRSL1P1
ENSG00000068976,PYGM
ENSG00000231782,LINC00575
ENSG00000054392,HHAT
ENSG00000291186,
ENSG00000198131,ZNF544
ENSG00000168743,NPNT
ENSG00000224802,TUBB4BP2
ENSG00000201428,RN7SKP71
ENSG00000169857,AVEN
ENSG00000146221,TCTE1
ENSG00000288732,
ENSG00000243024,RPS11P6
ENSG00000197054,ZNF763
ENSG00000286198,
ENSG00000183207,RUVBL2
ENSG00000233953,AC009970.1
ENSG00000232969,AP001062.2
ENSG00000286071,
ENSG00000202385,RF00019
ENSG00000253057,RN7SKP57
ENSG00000287795,
ENSG00000289005,
ENSG00000163950,SLBP
ENSG00000288781,
ENSG00000280303,ERICD
ENSG00000288556,
ENSG00000273149,AL138963.3
ENSG00000232872,CTAGE3P
ENSG00000269782,MIR1470
ENSG00000230844,ZNF674-AS1
ENSG00000238099,LINC01625
ENSG00000240095,AC055758.1
ENSG00000255444,CYCSP27
ENSG00000124227,ANKRD60
ENSG00000162430,SELENON
ENSG00000084090,STARD7
ENSG00000223523,AC092598.1
ENSG00000236015,AC011290.2
ENSG00000185627,PSMD13
ENSG00000255670,AC007619.1
ENSG00000289103,
ENSG00000243746,EEF1A1P10
ENSG00000147044,CASK
ENSG00000228986,AC234781.3
ENSG00000277942,MIR8075
ENSG00000283416,MIR1910
ENSG00000200201,RF00019
ENSG00000228661,AC090587.1
ENSG00000198034,RPS4X
ENSG00000275580,AC022306.2
ENSG00000067334,DNTTIP2
ENSG00000259767,AC022558.1
ENSG00000241641,RPS23P6
ENSG00000168066,SF1
ENSG00000186047,DLEU7
ENSG00000291174,
ENSG00000238133,MAP3K20-AS1
ENSG00000200701,RNU6-674P
ENSG00000138757,G3BP2
ENSG00000288856,
ENSG00000153130,SCOC
ENSG00000247903,AC024896.1
ENSG00000279724,AC005086.2
ENSG00000088766,CRLS1
ENSG00000106399,RPA3
ENSG00000260364,AC009055.1
ENSG00000286264,
ENSG00000115339,GALNT3
ENSG00000257883,AC125603.2
ENSG00000230718,AC114878.1
ENSG00000271930,AC016877.3
ENSG00000130821,SLC6A8
ENSG00000253490,LINC02099
ENSG00000152284,TCF7L1
ENSG00000255992,AC131009.1
ENSG00000206731,RF00340
ENSG00000232015,HSPE1P25
ENSG00000226803,AL136311.1
ENSG00000257475,AC068888.2
ENSG00000222915,RNU6-564P
ENSG00000253955,AC008663.2
ENSG00000237668,RPS15AP38
ENSG00000110375,UPK2
ENSG00000204193,TXNDC8
ENSG00000155438,NIFK
ENSG00000250749,AC122714.1
ENSG00000251957,RNU6-1095P
ENSG00000213025,COX20P1
ENSG00000242992,FTH1P4
ENSG00000175063,UBE2C
ENSG00000108592,FTSJ3
ENSG00000203650,LINC01285
ENSG00000105669,COPE
ENSG00000133243,BTBD2
ENSG00000249722,AC025752.1
ENSG00000271819,RNU6-94P
ENSG00000128191,DGCR8
ENSG00000267234,AC092067.1
ENSG00000114316,USP4
ENSG00000289253,
ENSG00000166492,FAM86GP
ENSG00000235934,AC007405.2
ENSG00000257384,AC009779.1
ENSG00000287737,
ENSG00000188801,ZNF322P1
ENSG00000286970,
ENSG00000234779,BNC2-AS1
ENSG00000091986,CCDC80
ENSG00000230479,AP000695.1
ENSG00000272916,AC022400.6
ENSG00000233409,FANK1-AS1
ENSG00000260417,AC092127.1
ENSG00000258583,LINC01500
ENSG00000121897,LIAS
ENSG00000168566,SNRNP48
ENSG00000278986,AC091060.1
ENSG00000273816,AC005695.3
ENSG00000272264,AC009686.2
ENSG00000213213,CCDC183
ENSG00000136450,SRSF1
ENSG00000254735,HMGB1P42
ENSG00000226726,TMEM256P2
ENSG00000251819,RNU6-322P
ENSG00000113456,RAD1
ENSG00000286614,
ENSG00000220517,ASS1P1
ENSG00000249713,AC026725.1
ENSG00000232472,EEF1B2P3
ENSG00000232818,RPS2P32
ENSG00000113615,SEC24A
ENSG00000179165,PXT1
ENSG00000285847,
ENSG00000286234,
ENSG00000186487,MYT1L
ENSG00000177459,ERICH5
ENSG00000130307,USHBP1
ENSG00000195401,RF00019
ENSG00000233562,AL356981.1
ENSG00000252436,RF00019
ENSG00000186051,TAL2
ENSG00000278083,AC013476.2
ENSG00000284946,AC068831.7
ENSG00000173960,UBXN2A
ENSG00000144283,PKP4
ENSG00000104728,ARHGEF10
ENSG00000178412,AC068473.1
ENSG00000270876,ZNF30-AS1
ENSG00000172845,SP3
ENSG00000274280,MIR6069
ENSG00000118482,PHF3
ENSG00000166387,PPFIBP2
ENSG00000249286,AMD1P3
ENSG00000130643,CALY
ENSG00000115306,SPTBN1
ENSG00000252971,RNU6-1057P
ENSG00000269889,AC078802.1
ENSG00000254605,AP003555.2
ENSG00000291154,
ENSG00000200506,RF00019
ENSG00000068323,TFE3
ENSG00000284391,AL139398.1
ENSG00000164292,RHOBTB3
ENSG00000107036,RIC1
ENSG00000226084,AC113935.1
ENSG00000284421,MIR7110
ENSG00000249779,AC106800.2
ENSG00000117400,MPL
ENSG00000231793,DOC2GP
ENSG00000142961,MOB3C
ENSG00000227292,AC009229.1
ENSG00000260035,AC051619.8
ENSG00000157423,HYDIN
ENSG00000288075,
ENSG00000099999,RNF215
ENSG00000227811,FAM212B-AS1
ENSG00000262188,LINC01978
ENSG00000062194,GPBP1
ENSG00000163293,NIPAL1
ENSG00000266904,LINC00663
ENSG00000117475,BLZF1
ENSG00000222607,RNU6-628P
ENSG00000287168,
ENSG00000251835,RNU6ATAC32P
ENSG00000118137,APOA1
ENSG00000236197,AC002429.2
ENSG00000124097,HMGB1P1
ENSG00000172531,PPP1CA
ENSG00000007001,UPP2
ENSG00000203791,EEF1AKMT2
ENSG00000236745,YRDCP2
ENSG00000167085,PHB
ENSG00000096746,HNRNPH3
ENSG00000009307,CSDE1
ENSG00000243160,AC093270.2
ENSG00000259286,AC087639.1
ENSG00000175175,PPM1E
ENSG00000221296,MIR548T
ENSG00000224007,AC019070.1
ENSG00000134049,IER3IP1
ENSG00000181035,SLC25A42
ENSG00000287126,
ENSG00000083635,NUFIP1
ENSG00000288991,
ENSG00000236519,LINC01424
ENSG00000287338,
ENSG00000238964,RNU7-125P
ENSG00000215251,FASTKD5
ENSG00000139239,RPL14P1
ENSG00000145996,CDKAL1
ENSG00000166143,PPP1R14D
ENSG00000285967,
ENSG00000232487,RASA3-IT1
ENSG00000188626,GOLGA8M
ENSG00000231616,AL354733.2
ENSG00000164675,IQUB
ENSG00000171132,PRKCE
ENSG00000124357,NAGK
ENSG00000286242,
ENSG00000107651,SEC23IP
ENSG00000166261,ZNF202
ENSG00000198515,CNGA1
ENSG00000197540,GZMM
ENSG00000237037,NDUFA6-AS1
ENSG00000241631,RN7SL316P
ENSG00000272506,AL357078.3
ENSG00000203724,C1orf53
ENSG00000112167,SAYSD1
ENSG00000182224,CYB5D1
ENSG00000182208,MOB2
ENSG00000236474,GCNT1P1
ENSG00000229756,RPL31P20
ENSG00000249679,AC106897.1
ENSG00000171813,PWWP2B
ENSG00000258982,AL133523.1
ENSG00000120068,HOXB8
ENSG00000248338,LINC02472
ENSG00000124126,PREX1
ENSG00000173272,MZT2A
ENSG00000272716,AL121658.1
ENSG00000271765,RN7SKP299
ENSG00000271980,AC012640.4
ENSG00000223646,AC002463.1
ENSG00000197813,AC011450.1
ENSG00000260615,RPL23AP97
ENSG00000260351,AC024270.2
ENSG00000290688,
ENSG00000267019,NTF6A
ENSG00000289481,
ENSG00000230756,RHOQP3
ENSG00000264520,AC005154.5
ENSG00000279081,AL356585.1
ENSG00000259790,ANP32BP1
ENSG00000213058,AL365357.1
ENSG00000121152,NCAPH
ENSG00000259793,AC013726.1
ENSG00000106588,PSMA2
ENSG00000287894,
ENSG00000255565,AC073651.1
ENSG00000178217,SH2D4B
ENSG00000104825,NFKBIB
ENSG00000156206,CFAP161
ENSG00000225649,AC064875.1
ENSG00000169567,HINT1
ENSG00000135972,MRPS9
ENSG00000169230,PRELID1
ENSG00000243446,RN7SL284P
ENSG00000254119,AC025524.2
ENSG00000227329,AL139396.1
ENSG00000153187,HNRNPU
ENSG00000138660,AP1AR
ENSG00000165055,METTL2B
ENSG00000267838,AC245884.8
ENSG00000239435,KCNMB3P1
ENSG00000236035,AL513343.1
ENSG00000079313,REXO1
ENSG00000049247,UTS2
ENSG00000236804,RPS3AP12
ENSG00000215256,DHRS4-AS1
ENSG00000169245,CXCL10
ENSG00000247498,GPRC5D-AS1
ENSG00000021645,NRXN3
ENSG00000176349,AC104129.1
ENSG00000224348,AL592076.1
ENSG00000231756,AL449983.1
ENSG00000128463,EMC4
ENSG00000272097,AL024498.1
ENSG00000259805,AC022558.2
ENSG00000264070,DND1P1
ENSG00000154059,IMPACT
ENSG00000104907,TRMT1
ENSG00000267319,SELENOKP1
ENSG00000278959,AC006378.2
ENSG00000159082,SYNJ1
ENSG00000229018,PMS2P7
ENSG00000286305,
ENSG00000234171,RNASEH1-AS1
ENSG00000236411,NDUFAF4P3
ENSG00000227942,FRMD8P1
ENSG00000136824,SMC2
ENSG00000197586,ENTPD6
ENSG00000129993,CBFA2T3
ENSG00000264292,MIR2467
ENSG00000250539,KRT8P33
ENSG00000250067,YJEFN3
ENSG00000244230,RN7SL151P
ENSG00000110799,VWF
ENSG00000177406,AC021054.1
ENSG00000179443,OR13C6P
ENSG00000187559,FOXD4L3
ENSG00000271314,AL161729.2
ENSG00000222561,RNU6-1025P
ENSG00000137494,ANKRD42
ENSG00000276407,AC024559.2
ENSG00000252019,RNU6ATAC9P
ENSG00000224706,RPS17P13
ENSG00000226471,Z93930.2
ENSG00000234303,CLYBL-AS1
ENSG00000253059,RF00322
ENSG00000232897,AL117329.2
ENSG00000170142,UBE2E1
ENSG00000262837,AC027801.5
ENSG00000257658,AC004217.2
ENSG00000250251,PKD1P6
ENSG00000239670,AL355864.2
ENSG00000243415,AC107021.1
ENSG00000182489,XKRX
