"seqnames","start","end","width","strand","name","score","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr19",18107435,18113434,6000,"*","consensus_peak_27997_overlaps2,consensus_peak_27998_overlaps3",2.5,"Promoter (<=1kb)",19,18110170,18129359,19190,1,"23031","ENST00000608648.1",0
"chr19",18149004,18158030,9027,"*","consensus_peak_28003_overlaps2",2,"Promoter (<=1kb)",19,18153158,18178117,24960,1,"5296","ENST00000593731.1",0
"chr19",18160029,18162102,2074,"*","consensus_peak_28006_overlaps2",2,"Promoter (<=1kb)",19,18160867,18161468,602,1,"5296","ENST00000474310.1",0
"chr19",18167245,18177560,10316,"*","consensus_peak_28009_overlaps2,consensus_peak_28010_overlaps3,consensus_peak_28011_overlaps2",2.333333333,"Promoter (<=1kb)",19,18173162,18175222,2061,1,"10437","ENST00000597802.2",0
"chr19",18192008,18196555,4548,"*","consensus_peak_28014_overlaps2,consensus_peak_28015_overlaps3,consensus_peak_28016_overlaps2",2.333333333,"Promoter (<=1kb)",19,18193218,18194160,943,1,"84769","ENST00000534421.1",0
"chr19",18201762,18205481,3720,"*","consensus_peak_28019_overlaps2,consensus_peak_28020_overlaps3,consensus_peak_28021_overlaps2",2.333333333,"Promoter (<=1kb)",19,18204730,18220480,15751,1,"102725254","ENST00000594805.3",0
"chr19",18210314,18212203,1890,"*","consensus_peak_28024_overlaps2",2,"3' UTR",19,18204741,18205563,823,1,"102725254","ENST00000596473.1",5573
"chr19",18223677,18228428,4752,"*","consensus_peak_28027_overlaps2",2,"Promoter (<=1kb)",19,18207965,18226438,18474,2,"5143","ENST00000262805.17",0
"chr19",18251799,18267749,15951,"*","consensus_peak_28032_overlaps2",2,"Promoter (<=1kb)",19,18207961,18255419,47459,2,"5143","ENST00000355502.7",0
"chr19",18301032,18302075,1044,"*","consensus_peak_28036_overlaps2",2,"Distal Intergenic",19,18309751,18316259,6509,2,"25804","ENST00000597776.1",14184
"chr19",18304697,18306822,2126,"*","consensus_peak_28039_overlaps2",2,"3' UTR",19,18309751,18316259,6509,2,"25804","ENST00000597776.1",9437
"chr19",18322496,18324044,1549,"*","consensus_peak_28042_overlaps2",2,"Promoter (<=1kb)",19,18306236,18323076,16841,2,"25804","ENST00000593829.6",0
"chr19",18372957,18374765,1809,"*","consensus_peak_28046_overlaps2",2,"Promoter (<=1kb)",19,18374731,18388935,14205,1,"9518","ENST00000597765.2",0
"chr19",18386011,18394139,8129,"*","consensus_peak_28050_overlaps2",2,"Promoter (<=1kb)",19,18386562,18386634,73,1,"100422943","ENST00000578735.1",0
"chr19",18401558,18402835,1278,"*","consensus_peak_28054_overlaps2",2,"Distal Intergenic",19,18391137,18397622,6486,2,"126364","ENST00000339007.4",-3936
"chr19",18410751,18442013,31263,"*","consensus_peak_28057_overlaps2,consensus_peak_28058_overlaps3,consensus_peak_28059_overlaps2,consensus_peak_28060_overlaps3,consensus_peak_28061_overlaps2",2.4,"Promoter (<=1kb)",19,18418864,18432214,13351,1,"170463","ENST00000597724.6",0
"chr19",18443603,18454109,10507,"*","consensus_peak_28064_overlaps2,consensus_peak_28065_overlaps3,consensus_peak_28066_overlaps2",2.333333333,"Promoter (<=1kb)",19,18444516,18445399,884,2,"8178","ENST00000610152.1",0
"chr19",18456134,18471063,14930,"*","consensus_peak_28069_overlaps2,consensus_peak_28070_overlaps3,consensus_peak_28071_overlaps2,consensus_peak_28072_overlaps3,consensus_peak_28073_overlaps2",2.4,"5' UTR",19,18444751,18475933,31183,2,"8178","ENST00000596124.3",4870
"chr19",18483454,18490807,7354,"*","consensus_peak_28077_overlaps2,consensus_peak_28078_overlaps3,consensus_peak_28079_overlaps2",2.333333333,"Intron (ENST00000262809.9/8178, intron 1 of 11)",19,18444751,18475933,31183,2,"8178","ENST00000596124.3",-7521
"chr19",18586260,18600241,13982,"*","consensus_peak_28083_overlaps2,consensus_peak_28084_overlaps3,consensus_peak_28085_overlaps2",2.333333333,"Promoter (<=1kb)",19,18588685,18592334,3650,1,"55049","ENST00000598375.5",0
"chr19",18601423,18624015,22593,"*","consensus_peak_28087_overlaps2,consensus_peak_28088_overlaps3,consensus_peak_28089_overlaps2,consensus_peak_28090_overlaps3,consensus_peak_28091_overlaps2",2.4,"Promoter (<=1kb)",19,18607430,18621039,13610,1,"25789","ENST00000600490.5",0
"chr19",18632804,18638797,5994,"*","consensus_peak_28093_overlaps2,consensus_peak_28094_overlaps3,consensus_peak_28095_overlaps2",2.333333333,"Promoter (<=1kb)",19,18637025,18667626,30602,1,"55295","ENST00000595182.5",0
"chr19",18655474,18664502,9029,"*","consensus_peak_28099_overlaps2",2,"3' UTR",19,18644638,18667992,23355,1,"55295","ENST00000596843.1",10836
"chr19",18676105,18678461,2357,"*","consensus_peak_28102_overlaps2",2,"Distal Intergenic",19,18683678,18782333,98656,1,"23373","ENST00000338797.10",-5217
"chr19",18697784,18701612,3829,"*","consensus_peak_28105_overlaps2,consensus_peak_28106_overlaps3,consensus_peak_28107_overlaps2",2.333333333,"Intron (ENST00000338797.10/23373, intron 1 of 14)",19,18683680,18782333,98654,1,"23373","ENST00000321949.13",14104
"chr19",18758404,18765758,7355,"*","consensus_peak_28111_overlaps2,consensus_peak_28112_overlaps3,consensus_peak_28113_overlaps2",2.333333333,"Exon (ENST00000338797.10/23373, exon 8 of 15)",19,18742910,18777938,35029,1,"23373","ENST00000601916.1",15494
"chr19",18767726,18799304,31579,"*","consensus_peak_28116_overlaps2,consensus_peak_28117_overlaps3,consensus_peak_28118_overlaps2,consensus_peak_28119_overlaps3,consensus_peak_28120_overlaps2",2.4,"Promoter (<=1kb)",19,18782773,18791305,8533,2,"1311","ENST00000222271.7",0
"chr19",18843236,18847558,4323,"*","consensus_peak_28125_overlaps2",2,"Promoter (<=1kb)",19,18848133,18850776,2644,1,"5976","ENST00000594504.5",-575
"chr19",18885615,18901427,15813,"*","consensus_peak_28129_overlaps2,consensus_peak_28130_overlaps3,consensus_peak_28131_overlaps2",2.333333333,"Promoter (<=1kb)",19,18877909,18896135,18227,2,"10715","ENST00000429504.6",0
"chr19",18948265,18950033,1769,"*","consensus_peak_28136_overlaps2",2,"Distal Intergenic",19,18931586,18941261,9676,2,"9454","ENST00000596482.5",-7004
"chr19",18982344,18991905,9562,"*","consensus_peak_28139_overlaps2,consensus_peak_28140_overlaps3,consensus_peak_28141_overlaps2",2.333333333,"Promoter (<=1kb)",19,18990893,18991618,726,2,"10147","ENST00000597095.5",0
"chr19",18995672,18997505,1834,"*","consensus_peak_28144_overlaps2",2,"Promoter (1-2kb)",19,18991268,18993713,2446,2,"10147","ENST00000598863.1",-1959
"chr19",18998624,19000637,2014,"*","consensus_peak_28147_overlaps2",2,"Promoter (1-2kb)",19,18990888,19001674,10787,2,"10147","ENST00000593795.5",1037
"chr19",19034418,19035595,1178,"*","consensus_peak_28150_overlaps2",2,"Promoter (<=1kb)",19,19034201,19051735,17535,1,"93436","ENST00000535758.1",217
"chr19",19053584,19065572,11989,"*","consensus_peak_28153_overlaps2,consensus_peak_28154_overlaps3,consensus_peak_28155_overlaps2",2.333333333,"Promoter (<=1kb)",19,19063994,19113030,49037,1,"284439","ENST00000318596.8",0
"chr19",19136867,19138690,1824,"*","consensus_peak_28158_overlaps2",2,"Promoter (<=1kb)",19,19119169,19138466,19298,2,"54929","ENST00000450333.6",0
"chr19",19185861,19187033,1173,"*","consensus_peak_28162_overlaps2",2,"Promoter (<=1kb)",19,19176932,19186098,9167,2,"729991","ENST00000588208.6",0
"chr19",19337459,19338682,1224,"*","consensus_peak_28166_overlaps2,consensus_peak_28167_overlaps3,consensus_peak_28168_overlaps2",2.333333333,"Promoter (<=1kb)",19,19337206,19344865,7660,1,"23383","ENST00000609060.1",253
"chr19",19360376,19362574,2199,"*","consensus_peak_28171_overlaps2,consensus_peak_28172_overlaps3,consensus_peak_28173_overlaps2",2.333333333,"Distal Intergenic",19,19355143,19356013,871,1,"23383","ENST00000589637.1",5233
"chr19",19385320,19386805,1486,"*","consensus_peak_28177_overlaps2,consensus_peak_28178_overlaps3,consensus_peak_28179_overlaps2",2.333333333,"Promoter (<=1kb)",19,19385826,19465577,79752,1,"54815","ENST00000494516.6",0
"chr19",19532160,19555870,23711,"*","consensus_peak_28184_overlaps2,consensus_peak_28185_overlaps3,consensus_peak_28186_overlaps2,consensus_peak_28187_overlaps3,consensus_peak_28188_overlaps2,consensus_peak_28189_overlaps3,consensus_peak_28190_overlaps2",2.428571429,"Promoter (<=1kb)",19,19538248,19546659,8412,1,"148113","ENST00000586018.5",0
"chr19",28206577,28209713,3137,"*","consensus_peak_28198_overlaps2",2,"Distal Intergenic",19,28294093,28313500,19408,2,"107985269","ENST00000587777.1",103787
"chr19",28871227,28871883,657,"*","consensus_peak_28203_overlaps2",2,"Intron (ENST00000662278.1/ENST00000662278.1, intron 1 of 2)",19,28883532,28969133,85602,1,"148145","ENST00000657984.1",-11649
"chr19",29183009,29184104,1096,"*","consensus_peak_28209_overlaps2",2,"Distal Intergenic",19,29205320,29213151,7832,2,"7386","ENST00000304863.6",29047
"chr19",29514782,29518383,3602,"*","consensus_peak_28214_overlaps2,consensus_peak_28215_overlaps3,consensus_peak_28216_overlaps2",2.333333333,"Intron (ENST00000582581.5/284395, intron 1 of 9)",19,29287020,29525744,238725,2,"284395","ENST00000690107.1",7361
"chr19",29586670,29588013,1344,"*","consensus_peak_28220_overlaps2",2,"Distal Intergenic",19,29606283,29609242,2960,1,"10775","ENST00000586173.1",-18270
"chr19",29645305,29647485,2181,"*","consensus_peak_28224_overlaps2",2,"Distal Intergenic",19,29665459,29674843,9385,1,"79156","ENST00000592810.1",-17974
"chr19",29662735,29669453,6719,"*","consensus_peak_28227_overlaps2",2,"Promoter (<=1kb)",19,29665459,29674843,9385,1,"79156","ENST00000592810.1",0
"chr19",29715670,29716954,1285,"*","consensus_peak_28234_overlaps2",2,"Promoter (<=1kb)",19,29702789,29715789,13001,2,"83636","ENST00000614091.5",0
"chr19",29752269,29754023,1755,"*","consensus_peak_28238_overlaps2",2,"Distal Intergenic",19,29702789,29715789,13001,2,"83636","ENST00000614091.5",-36480
"chr19",29759281,29762028,2748,"*","consensus_peak_28240_overlaps2",2,"Distal Intergenic",19,29702789,29715789,13001,2,"83636","ENST00000614091.5",-43492
"chr19",29830887,29833718,2832,"*","consensus_peak_28247_overlaps2",2,"Distal Intergenic",19,29821732,29824280,2549,1,"898","ENST00000574121.1",9155
"chr19",29837708,29845932,8225,"*","consensus_peak_28250_overlaps2,consensus_peak_28251_overlaps3,consensus_peak_28252_overlaps2,consensus_peak_28253_overlaps3,consensus_peak_28254_overlaps2",2.4,"Exon (ENST00000657512.1/ENST00000657512.1, exon 1 of 2)",19,29821732,29824280,2549,1,"898","ENST00000574121.1",15976
"chr19",29857963,29859050,1088,"*","consensus_peak_28257_overlaps2",2,"Distal Intergenic",19,29821732,29824280,2549,1,"898","ENST00000574121.1",36231
"chr19",29862331,29865074,2744,"*","consensus_peak_28260_overlaps2",2,"Distal Intergenic",19,29821732,29824280,2549,1,"898","ENST00000574121.1",40599
"chr19",29870872,29882851,11980,"*","consensus_peak_28263_overlaps2",2,"Distal Intergenic",19,29923644,30015695,92052,1,"8725","ENST00000360605.8",-40793
"chr19",29884503,29888111,3609,"*","consensus_peak_28266_overlaps2",2,"Distal Intergenic",19,29923644,30015695,92052,1,"8725","ENST00000360605.8",-35533
"chr19",30073279,30075144,1866,"*","consensus_peak_28270_overlaps2",2,"Promoter (2-3kb)",19,30078133,30085893,7761,1,"107985271","ENST00000660929.1",-2989
"chr19",30374870,30377434,2565,"*","consensus_peak_28278_overlaps2",2,"Promoter (2-3kb)",19,30372384,30558059,185676,1,"9745","ENST00000355537.4",2486
"chr19",30384985,30395657,10673,"*","consensus_peak_28281_overlaps2,consensus_peak_28282_overlaps3,consensus_peak_28283_overlaps2",2.333333333,"Intron (ENST00000585628.5/9745, intron 3 of 5)",19,30372384,30558059,185676,1,"9745","ENST00000355537.4",12601
"chr19",30681304,30683354,2051,"*","consensus_peak_28292_overlaps2",2,"Intron (ENST00000592773.2/9745, intron 1 of 1)",19,30549346,30713538,164193,1,"9745","ENST00000592773.2",131958
"chr19",30695154,30696956,1803,"*","consensus_peak_28295_overlaps2",2,"Intron (ENST00000592773.2/9745, intron 1 of 1)",19,30549346,30713538,164193,1,"9745","ENST00000592773.2",145808
"chr19",30799173,30802493,3321,"*","consensus_peak_28299_overlaps2",2,"Distal Intergenic",19,30907199,30909155,1957,1,"107985280","ENST00000567374.1",-104706
"chr19",30877664,30879322,1659,"*","consensus_peak_28303_overlaps2",2,"Distal Intergenic",19,30907199,30909155,1957,1,"107985280","ENST00000567374.1",-27877
"chr19",32102795,32105265,2471,"*","consensus_peak_28316_overlaps2,consensus_peak_28317_overlaps3,consensus_peak_28318_overlaps2",2.333333333,"Promoter (<=1kb)",19,32102088,32105916,3829,2,"101927411","ENST00000591212.1",651
"chr19",32321877,32323193,1317,"*","consensus_peak_28326_overlaps2",2,"Distal Intergenic",19,32345594,32387667,42074,1,"22847","ENST00000311921.8",-22401
"chr19",32570151,32571957,1807,"*","consensus_peak_28329_overlaps2",2,"Distal Intergenic",19,32581190,32587453,6264,1,"9141","ENST00000590247.7",-9233
"chr19",32672511,32678048,5538,"*","consensus_peak_28332_overlaps2,consensus_peak_28333_overlaps3,consensus_peak_28334_overlaps2",2.333333333,"Promoter (<=1kb)",19,32675848,32678300,2453,1,"388531","ENST00000334176.4",0
"chr19",32747735,32750901,3167,"*","consensus_peak_28337_overlaps2",2,"Exon (ENST00000444215.6/91646, exon 5 of 28)",19,32720073,32790808,70736,1,"91646","ENST00000421545.2",27662
"chr19",33143828,33148075,4248,"*","consensus_peak_28343_overlaps2,consensus_peak_28344_overlaps3,consensus_peak_28345_overlaps2",2.333333333,"3' UTR",19,33132114,33175799,43686,1,"126248","ENST00000355868.4",11714
"chr19",33175918,33178076,2159,"*","consensus_peak_28348_overlaps2",2,"Promoter (<=1kb)",19,33177603,33205291,27689,1,"4037","ENST00000592484.5",0
"chr19",33190446,33227651,37206,"*","consensus_peak_28352_overlaps2,consensus_peak_28353_overlaps3,consensus_peak_28354_overlaps2,consensus_peak_28355_overlaps3,consensus_peak_28356_overlaps2",2.4,"Promoter (<=1kb)",19,33194330,33208864,14535,1,"4037","ENST00000253193.9",0
"chr19",33229679,33256833,27155,"*","consensus_peak_28358_overlaps2,consensus_peak_28359_overlaps3,consensus_peak_28360_overlaps2,consensus_peak_28361_overlaps3,consensus_peak_28362_overlaps2,consensus_peak_28363_overlaps3,consensus_peak_28364_overlaps2",2.428571429,"Distal Intergenic",19,33208664,33225850,17187,2,"56301","ENST00000253188.8",-3829
"chr19",33259235,33285737,26503,"*","consensus_peak_28367_overlaps2,consensus_peak_28368_overlaps3,consensus_peak_28369_overlaps2,consensus_peak_28370_overlaps3,consensus_peak_28371_overlaps2",2.4,"Exon (ENST00000604605.1/ENST00000604605.1, exon 1 of 2)",19,33299934,33302534,2601,2,"1050","ENST00000498907.3",16797
"chr19",33289656,33308003,18348,"*","consensus_peak_28374_overlaps2",2,"Promoter (<=1kb)",19,33299934,33302534,2601,2,"1050","ENST00000498907.3",0
"chr19",33386078,33419890,33813,"*","consensus_peak_28378_overlaps2,consensus_peak_28379_overlaps3,consensus_peak_28380_overlaps2",2.333333333,"Promoter (<=1kb)",19,33386950,33389120,2171,2,"5184","ENST00000593085.1",0
"chr19",33430361,33432910,2550,"*","consensus_peak_28384_overlaps2",2,"Intron (ENST00000244137.12/5184, intron 9 of 14)",19,33391389,33415842,24454,2,"5184","ENST00000698434.1",-14519
"chr19",33434030,33436435,2406,"*","consensus_peak_28387_overlaps2",2,"Intron (ENST00000244137.12/5184, intron 9 of 14)",19,33386965,33453284,66320,2,"5184","ENST00000698429.1",16849
"chr19",33437498,33441619,4122,"*","consensus_peak_28389_overlaps2,consensus_peak_28390_overlaps3,consensus_peak_28391_overlaps2",2.333333333,"Intron (ENST00000244137.12/5184, intron 9 of 14)",19,33386965,33453284,66320,2,"5184","ENST00000698429.1",11665
"chr19",33472816,33474403,1588,"*","consensus_peak_28394_overlaps2",2,"Intron (ENST00000244137.12/5184, intron 7 of 14)",19,33387959,33487080,99122,2,"5184","ENST00000590731.6",12677
"chr19",33523861,33531569,7709,"*","consensus_peak_28397_overlaps2",2,"Promoter (2-3kb)",19,33400369,33521823,121455,2,"5184","ENST00000698365.1",-2038
"chr19",33532756,33535701,2946,"*","consensus_peak_28399_overlaps2",2,"Distal Intergenic",19,33400369,33521823,121455,2,"5184","ENST00000698365.1",-10933
"chr19",33553132,33561370,8239,"*","consensus_peak_28402_overlaps2",2,"Promoter (<=1kb)",19,33555568,33557470,1903,1,"100996681","ENST00000589967.1",0
"chr19",33580130,33584280,4151,"*","consensus_peak_28405_overlaps2",2,"Distal Intergenic",19,33555568,33557470,1903,1,"100996681","ENST00000589967.1",24562
"chr19",33615464,33632775,17312,"*","consensus_peak_28408_overlaps2,consensus_peak_28409_overlaps3,consensus_peak_28410_overlaps2",2.333333333,"Promoter (<=1kb)",19,33621953,33773506,151554,1,"64377","ENST00000650847.1",0
"chr19",33683701,33692842,9142,"*","consensus_peak_28413_overlaps2",2,"Promoter (<=1kb)",19,33684528,33773509,88982,1,"64377","ENST00000262622.4",0
"chr19",33718920,33721490,2571,"*","consensus_peak_28416_overlaps2,consensus_peak_28417_overlaps3,consensus_peak_28418_overlaps2",2.333333333,"Intron (ENST00000650847.1/64377, intron 3 of 4)",19,33684528,33773509,88982,1,"64377","ENST00000262622.4",34392
"chr19",33745731,33789331,43601,"*","consensus_peak_28421_overlaps2,consensus_peak_28422_overlaps3,consensus_peak_28423_overlaps2,consensus_peak_28424_overlaps3,consensus_peak_28425_overlaps2",2.4,"3' UTR",19,33795933,33806958,11026,1,"79047","ENST00000587658.5",-6602
"chr19",34359001,34360070,1070,"*","consensus_peak_28432_overlaps2",2,"Promoter (<=1kb)",19,34359480,34366802,7323,1,"2821","ENST00000587521.7",0
"chr19",34364811,34366766,1956,"*","consensus_peak_28435_overlaps2",2,"Promoter (<=1kb)",19,34364992,34377820,12829,1,"2821","ENST00000592144.5",0
"chr19",34479223,34481636,2414,"*","consensus_peak_28438_overlaps2,consensus_peak_28439_overlaps3,consensus_peak_28440_overlaps2",2.333333333,"Promoter (<=1kb)",19,34481758,34512304,30547,1,"126374","ENST00000590071.7",-122
"chr19",34482542,34484804,2263,"*","consensus_peak_28442_overlaps2",2,"Promoter (<=1kb)",19,34482528,34498629,16102,1,"126374","ENST00000585928.1",14
"chr19",34499568,34506283,6716,"*","consensus_peak_28445_overlaps2,consensus_peak_28446_overlaps3,consensus_peak_28447_overlaps2",2.333333333,"3' UTR",19,34482528,34498629,16102,1,"126374","ENST00000585928.1",17040
"chr19",35027060,35035595,8536,"*","consensus_peak_28457_overlaps2,consensus_peak_28458_overlaps3,consensus_peak_28459_overlaps2",2.333333333,"Promoter (<=1kb)",19,35030470,35037720,7251,1,"6324","ENST00000415950.5",0
"chr19",35037251,35049876,12626,"*","consensus_peak_28462_overlaps2,consensus_peak_28463_overlaps3,consensus_peak_28464_overlaps2,consensus_peak_28465_overlaps3,consensus_peak_28466_overlaps2",2.4,"Promoter (<=1kb)",19,35040506,35066571,26066,1,"3249","ENST00000262626.6",0
"chr19",35064050,35065700,1651,"*","consensus_peak_28470_overlaps2",2,"Exon (ENST00000262626.6/3249, exon 10 of 13)",19,35059143,35059980,838,1,"3249","ENST00000600675.1",4907
"chr19",35066936,35067553,618,"*","consensus_peak_28472_overlaps2",2,"Intron (ENST00000666194.1/100128675, intron 2 of 4)",19,35059143,35059980,838,1,"3249","ENST00000600675.1",7793
"chr19",35072227,35081501,9275,"*","consensus_peak_28475_overlaps2",2,"Intron (ENST00000666194.1/100128675, intron 2 of 4)",19,35059143,35059980,838,1,"3249","ENST00000600675.1",13084
"chr19",35113313,35145727,32415,"*","consensus_peak_28481_overlaps2,consensus_peak_28482_overlaps3,consensus_peak_28483_overlaps2,consensus_peak_28484_overlaps3,consensus_peak_28485_overlaps2,consensus_peak_28486_overlaps3,consensus_peak_28487_overlaps2,consensus_peak_28488_overlaps3,consensus_peak_28489_overlaps2",2.444444444,"Promoter (<=1kb)",19,35122700,35122764,65,1,"102466205","ENST00000622822.1",0
"chr19",35146595,35148611,2017,"*","consensus_peak_28491_overlaps2,consensus_peak_28492_overlaps3,consensus_peak_28493_overlaps2",2.333333333,"Intron (ENST00000592174.1/5348, intron 9 of 10)",19,35143279,35154143,10865,1,"53822","ENST00000588265.1",3316
"chr19",35150570,35157863,7294,"*","consensus_peak_28495_overlaps2",2,"Promoter (<=1kb)",19,35154730,35159999,5270,1,"53827","ENST00000392218.6",0
"chr19",35213753,35217795,4043,"*","consensus_peak_28498_overlaps2,consensus_peak_28499_overlaps3,consensus_peak_28500_overlaps2",2.333333333,"Distal Intergenic",19,35224800,35228739,3940,2,"148109","ENST00000324675.4",10944
"chr19",35256881,35262929,6049,"*","consensus_peak_28504_overlaps2,consensus_peak_28505_overlaps3,consensus_peak_28506_overlaps2",2.333333333,"Exon (ENST00000597933.5/51599, exon 3 of 5)",19,35266496,35267260,765,1,"51599","ENST00000597446.1",-3567
"chr19",35264195,35265631,1437,"*","consensus_peak_28508_overlaps2",2,"Promoter (<=1kb)",19,35266496,35267260,765,1,"51599","ENST00000597446.1",-865
"chr19",35287169,35297067,9899,"*","consensus_peak_28511_overlaps2",2,"Promoter (<=1kb)",19,35292125,35299607,7483,1,"4099","ENST00000600291.5",0
"chr19",35301771,35305779,4009,"*","consensus_peak_28513_overlaps2,consensus_peak_28514_overlaps3,consensus_peak_28515_overlaps2",2.333333333,"Exon (ENST00000361922.8/4099, exon 7 of 12)",19,35309806,35312009,2204,1,"4099","ENST00000593348.1",-4027
"chr19",35306668,35320922,14255,"*","consensus_peak_28517_overlaps2",2,"Promoter (<=1kb)",19,35309806,35312009,2204,1,"4099","ENST00000593348.1",0
"chr19",35326548,35354102,27555,"*","consensus_peak_28520_overlaps2",2,"Promoter (<=1kb)",19,35345513,35345627,115,1,"100847070","ENST00000578146.1",0
"chr19",35354955,35356430,1476,"*","consensus_peak_28522_overlaps2",2,"Promoter (2-3kb)",19,35358460,35360489,2030,1,"2865","ENST00000327809.5",-2030
"chr19",35467899,35469739,1841,"*","consensus_peak_28526_overlaps2",2,"Distal Intergenic",19,35448257,35451767,3511,1,"2867","ENST00000599180.3",19642
"chr19",35486095,35515137,29043,"*","consensus_peak_28528_overlaps2,consensus_peak_28529_overlaps3,consensus_peak_28530_overlaps2,consensus_peak_28531_overlaps3,consensus_peak_28532_overlaps2",2.4,"Promoter (<=1kb)",19,35487324,35490464,3141,2,"388533","ENST00000338897.4",0
"chr19",35641407,35645793,4387,"*","consensus_peak_28536_overlaps2,consensus_peak_28537_overlaps3,consensus_peak_28538_overlaps2",2.333333333,"Promoter (<=1kb)",19,35641745,35644871,3127,1,"2116","ENST00000379023.8",0
"chr19",35665225,35670481,5257,"*","consensus_peak_28542_overlaps2",2,"Promoter (<=1kb)",19,35666517,35678481,11965,1,"11045","ENST00000222275.3",0
"chr19",35673105,35680549,7445,"*","consensus_peak_28545_overlaps2",2,"Promoter (<=1kb)",19,35667948,35673304,5357,2,"100862728","ENST00000443196.2",0
"chr19",35702255,35705388,3134,"*","consensus_peak_28549_overlaps2,consensus_peak_28550_overlaps3,consensus_peak_28551_overlaps2",2.333333333,"Promoter (<=1kb)",19,35704558,35717038,12481,1,"27033","ENST00000392197.7",0
"chr19",35710314,35719750,9437,"*","consensus_peak_28554_overlaps2,consensus_peak_28555_overlaps3,consensus_peak_28556_overlaps2",2.333333333,"Promoter (<=1kb)",19,35712928,35717038,4111,1,"27033","ENST00000262630.7",0
"chr19",35736752,35746172,9421,"*","consensus_peak_28559_overlaps2,consensus_peak_28560_overlaps3,consensus_peak_28561_overlaps2,consensus_peak_28562_overlaps3,consensus_peak_28563_overlaps2",2.4,"Promoter (<=1kb)",19,35742464,35745418,2955,2,"199746","ENST00000591057.5",0
"chr19",35811667,35813386,1720,"*","consensus_peak_28569_overlaps2",2,"Promoter (<=1kb)",19,35799988,35812845,12858,2,"58510","ENST00000653904.2",0
"chr19",35848016,35853600,5585,"*","consensus_peak_28573_overlaps2,consensus_peak_28574_overlaps3,consensus_peak_28575_overlaps2",2.333333333,"Promoter (<=1kb)",19,35825372,35852504,27133,2,"4868","ENST00000378910.10",0
"chr19",35854795,35862997,8203,"*","consensus_peak_28577_overlaps2",2,"Promoter (<=1kb)",19,35855861,35859531,3671,1,"84063","ENST00000586102.7",0
"chr19",35863977,35872774,8798,"*","consensus_peak_28579_overlaps2,consensus_peak_28580_overlaps3,consensus_peak_28581_overlaps2",2.333333333,"Promoter (<=1kb)",19,35851651,35869287,17637,2,"107985317","ENST00000591817.1",0
"chr19",36009546,36011361,1816,"*","consensus_peak_28587_overlaps2",2,"Promoter (<=1kb)",19,36003307,36008813,5507,2,"163183","ENST00000324444.9",-733
"chr19",36012735,36014906,2172,"*","consensus_peak_28589_overlaps2,consensus_peak_28590_overlaps3,consensus_peak_28591_overlaps2",2.333333333,"Promoter (<=1kb)",19,36014493,36019528,5036,1,"101927572","ENST00000685157.1",0
"chr19",36053865,36055502,1638,"*","consensus_peak_28594_overlaps2",2,"Promoter (<=1kb)",19,36034984,36054285,19302,2,"199745","ENST00000292894.2",0
"chr19",36060052,36061803,1752,"*","consensus_peak_28597_overlaps2",2,"Exon (ENST00000608676.2/284403, exon 3 of 3)",19,36066047,36067565,1519,1,"284403","ENST00000681597.1",-4244
"chr19",36112585,36116553,3969,"*","consensus_peak_28602_overlaps2,consensus_peak_28603_overlaps3,consensus_peak_28604_overlaps2",2.333333333,"Promoter (<=1kb)",19,36115439,36118560,3122,1,"1155","ENST00000629269.2",0
"chr19",37906531,37908656,2126,"*","consensus_peak_28610_overlaps2",2,"Promoter (<=1kb)",19,37907208,38208369,301162,1,"23094","ENST00000222345.11",0
"chr19",37931863,37934188,2326,"*","consensus_peak_28613_overlaps2,consensus_peak_28614_overlaps3,consensus_peak_28615_overlaps2",2.333333333,"Promoter (<=1kb)",19,37932346,38081448,149103,1,"23094","ENST00000476317.2",0
"chr19",38080040,38081473,1434,"*","consensus_peak_28619_overlaps2",2,"5' UTR",19,38087756,38088851,1096,1,"23094","ENST00000595982.1",-6283
"chr19",38142357,38144308,1952,"*","consensus_peak_28622_overlaps2,consensus_peak_28623_overlaps3,consensus_peak_28624_overlaps2",2.333333333,"Exon (ENST00000222345.11/23094, exon 12 of 22)",19,38164771,38182966,18196,1,"23094","ENST00000595495.1",-20463
"chr19",38224190,38238668,14479,"*","consensus_peak_28628_overlaps2,consensus_peak_28629_overlaps3,consensus_peak_28630_overlaps2",2.333333333,"Promoter (<=1kb)",19,38211006,38224222,13217,2,"8193","ENST00000355526.10",0
"chr19",38296103,38301189,5087,"*","consensus_peak_28635_overlaps2,consensus_peak_28636_overlaps3,consensus_peak_28637_overlaps2",2.333333333,"Promoter (2-3kb)",19,38304164,38305006,843,1,"64073","ENST00000588605.5",-2975
"chr19",38315305,38316318,1014,"*","consensus_peak_28640_overlaps2",2,"Promoter (<=1kb)",19,38303558,38315947,12390,2,"90522","ENST00000339413.11",0
"chr19",38335618,38337495,1878,"*","consensus_peak_28644_overlaps2,consensus_peak_28645_overlaps3,consensus_peak_28646_overlaps2",2.333333333,"Promoter (<=1kb)",19,38335775,38370943,35169,1,"57828","ENST00000410018.5",0
"chr19",38358181,38363587,5407,"*","consensus_peak_28649_overlaps2",2,"Promoter (<=1kb)",19,38358512,38359857,1346,1,"57828","ENST00000585424.1",0
