"seqnames","start","end","width","strand","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",179565238,179565795,558,"*",26.9086911882419,2.65069504872286,0.826244094491022,3.2081258630426,0.00133603015318662,0.0178121743783917,"Intron (ENST00000367615.9/7827, intron 1 of 7)",1,179550539,179575948,25410,2,"7827","ENST00000367615.9",10153
"chr1",179599735,179600372,638,"*",84.1875568685185,1.40205474626466,0.437041787246814,3.20805649980756,0.0013363524253404,0.0178127982220027,"Intron (ENST00000367614.5/163589, intron 4 of 16)",1,179591890,179691272,99383,1,"163589","ENST00000294848.12",7845
"chr1",179650004,179651044,1041,"*",148.153134853836,-1.40400384869981,0.437722406906448,-3.20752108310479,0.00133884246744655,0.0178349593711499,"Exon (ENST00000367614.5/163589, exon 12 of 17)",1,179639951,179691272,51322,1,"163589","ENST00000417329.1",10053
"chr1",179694226,179695219,994,"*",87.8771194211311,-1.23317013055096,0.384477899581208,-3.20738885614542,0.00133945806909351,0.0178394846973543,"Distal Intergenic",1,179730191,179742697,12507,1,"128071543","ENST00000669730.1",-34972
"chr1",179747200,179747706,507,"*",67.658950207397,1.41511697564087,0.441239081264145,3.20714332825318,0.00134060185225676,0.0178487493618854,"Intron (ENST00000341785.5/148753, intron 1 of 4)",1,179743291,179816198,72908,1,"148753","ENST00000341785.5",3909
"chr1",179753575,179754595,1021,"*",69.5391220009224,-1.32867145030935,0.414287904154573,-3.20712103101521,0.00134070576778394,0.0178487493618854,"Intron (ENST00000341785.5/148753, intron 1 of 4)",1,179743291,179816198,72908,1,"148753","ENST00000341785.5",10284
"chr1",179786833,179787626,794,"*",45.7328106237741,1.59735406344914,0.498083798307474,3.20699863933955,0.0013412763024304,0.0178526692036748,"Intron (ENST00000341785.5/148753, intron 1 of 4)",1,179816184,179817424,1241,2,"105371634","ENST00000453051.5",29798
"chr1",179809756,179810636,881,"*",116.239716564445,1.08540460613018,0.338458321529296,3.2069077256717,0.00134170024581668,0.0178546366731329,"Intron (ENST00000341785.5/148753, intron 2 of 4)",1,179816184,179817424,1241,2,"105371634","ENST00000453051.5",6788
"chr1",179828666,179829379,714,"*",66.1758081467779,-1.28314274137925,0.400154025144767,-3.20662210236429,0.00134303295241108,0.0178686941843319,"Distal Intergenic",1,179816184,179818191,2008,2,"105371634","ENST00000415218.1",-10475
"chr1",179836198,179837835,1638,"*",105.76120686199,1.31909979805093,0.411422130618604,3.20619553466305,0.00134502557380075,0.0178731398741329,"Distal Intergenic",1,179816184,179818191,2008,2,"105371634","ENST00000415218.1",-18007
"chr1",179867692,179868194,503,"*",126.908515868926,-1.15563799822742,0.36043724273599,-3.20621140439112,0.00134495139288015,0.0178731398741329,"Exon (ENST00000474318.1/163590, exon 2 of 2)",1,179873706,179877772,4067,2,"163590","ENST00000483123.1",9578
"chr1",179882000,179883948,1949,"*",82.9195569668136,-1.73286834957077,0.540454179250771,-3.20631871507227,0.00134444988250094,0.0178731398741329,"Promoter (<=1kb)",1,179882042,179919708,37667,1,"26092","ENST00000528443.6",0
"chr1",179925963,179926826,864,"*",145.102850739516,-1.04549637789694,0.326083130757657,-3.20622650876703,0.00134488079300156,0.0178731398741329,"Exon (ENST00000567486.2/101928933, exon 2 of 3)",1,179926641,179941796,15156,2,"101928933","ENST00000567486.2",14970
"chr1",179953914,179955403,1490,"*",19.126529212309,-2.65493522845696,0.827994365484193,-3.20646533253207,0.00134376495300307,0.0178731398741329,"Promoter (<=1kb)",1,179954674,180114860,160187,1,"9857","ENST00000706241.1",0
"chr1",180015435,180016139,705,"*",28.8237163058202,3.09935495456455,0.966638343800213,3.20632320706402,0.00134442889319483,0.0178731398741329,"Promoter (<=1kb)",1,180015313,180023260,7948,1,"9857","ENST00000706240.1",122
"chr1",180063455,180064377,923,"*",33.9887309823011,1.82341610559345,0.568815957022874,3.20563458721698,0.00134765007353939,0.0179043356082043,"Intron (ENST00000706241.1/9857, intron 28 of 40)",1,180053256,180071135,17880,1,"9857","ENST00000706264.1",10199
"chr1",180075758,180076659,902,"*",83.8415696403332,1.50701249315335,0.470138100641984,3.20546769363191,0.00134843182844722,0.0179073630025109,"Intron (ENST00000706241.1/9857, intron 31 of 40)",1,180085580,180111192,25613,1,"9857","ENST00000484356.6",-8921
"chr1",180116627,180117980,1354,"*",86.5758664898091,1.77774252689339,0.55459020316188,3.2055065465599,0.0013482497980795,0.0179073630025109,"Exon (ENST00000566904.1/ENST00000566904.1, exon 3 of 3)",1,180095140,180113403,18264,1,"9857","ENST00000706236.1",21487
"chr1",180150510,180151644,1135,"*",131.844853994092,-1.12404343747073,0.350672016800244,-3.20539816015895,0.00134875765723927,0.0179080120892708,"Distal Intergenic",1,180154869,180204030,49162,1,"5768","ENST00000367602.8",-3225
"chr1",180173760,180174358,599,"*",46.8202979829495,1.72658959287878,0.538669492642599,3.20528564632182,0.00134928504274115,0.0179113365117401,"Intron (ENST00000367602.8/5768, intron 2 of 11)",1,180154897,180198034,43138,1,"5768","ENST00000367600.5",18863
"chr1",180201490,180202111,622,"*",24.264156956289,2.13328211627237,0.66569812861418,3.20457880918688,0.0013526025505024,0.0179480060574667,"3' UTR",1,180196682,180198016,1335,1,"5768","ENST00000443059.1",4808
"chr1",180326441,180327284,844,"*",168.643117267745,1.12831504238965,0.35209001237015,3.20462098539579,0.00135240438749368,0.0179480060574667,"3' UTR",1,180272602,180276224,3623,2,"100527964","ENST00000440959.2",-50217
"chr1",180401980,180403089,1110,"*",42.5210943414225,1.63013590791181,0.508789744834275,3.20394804428062,0.00135556936841003,0.0179799940370791,"Intron (ENST00000642319.1/84320, intron 5 of 13)",1,180286983,180413388,126406,2,"84320","ENST00000475338.2",10299
"chr1",180411639,180412741,1103,"*",75.870246208561,1.29666959953514,0.404724772384263,3.20383057329643,0.00135612255864086,0.017983642486521,"Promoter (<=1kb)",1,180286983,180413388,126406,2,"84320","ENST00000475338.2",647
"chr1",180502431,180503371,941,"*",91.3026260010506,1.21781687410156,0.380146913140633,3.20354271468472,0.00135747901278896,0.0179979393983898,"Promoter (<=1kb)",1,180269653,180502954,233302,2,"84320","ENST00000642319.1",0
"chr1",180540463,180541162,700,"*",85.952366479191,1.47511550870929,0.460507431020084,3.20323931677218,0.00135891004623058,0.018009527054584,"Intron (ENST00000673955.1/148756, intron 1 of 2)",1,180547436,180566517,19082,1,"148756","ENST00000662859.1",-6274
"chr1",180571873,180572881,1009,"*",82.3161886306649,1.5341481659265,0.478935713490398,3.20324444954397,0.00135888582497763,0.018009527054584,"Distal Intergenic",1,180561591,180566516,4926,1,"148756","ENST00000660699.1",10282
"chr1",180594418,180595132,715,"*",148.371784534468,1.16752570112766,0.364570119386362,3.20247227911278,0.00136253413231863,0.0180538564610358,"Distal Intergenic",1,180561591,180566516,4926,1,"148756","ENST00000660699.1",32827
"chr1",180602508,180604023,1516,"*",62.5982622280579,1.50036823047041,0.468540728881262,3.2022151714598,0.00136375090363151,0.0180662768243632,"Distal Intergenic",1,180632022,180890279,258258,1,"9213","ENST00000367590.9",-27999
"chr1",180610811,180611492,682,"*",125.167137012547,-1.09513214242062,0.342038117626929,-3.20178391232732,0.00136579410388588,0.0180859333506788,"Distal Intergenic",1,180632022,180890279,258258,1,"9213","ENST00000367590.9",-20530
"chr1",180631319,180632836,1518,"*",65.3117452034768,1.58575176896094,0.495264642591832,3.20182712955712,0.00136558922400023,0.0180859333506788,"Promoter (<=1kb)",1,180632022,180890279,258258,1,"9213","ENST00000367590.9",0
"chr1",180680429,180681446,1018,"*",20.9242008454662,2.46210747612173,0.769007346956061,3.2016696405664,0.00136633596852943,0.0180886285019384,"Intron (ENST00000367590.9/9213, intron 1 of 14)",1,180632032,180886126,254095,1,"9213","ENST00000367589.3",48397
"chr1",180745313,180746225,913,"*",39.4988058110883,1.69261979233849,0.528675545193485,3.20162301382605,0.0013665571245723,0.0180886285019384,"Intron (ENST00000367590.9/9213, intron 2 of 14)",1,180836652,180874055,37404,1,"9213","ENST00000498177.1",-90427
"chr1",180772842,180773435,594,"*",75.2435637022737,1.42015406090319,0.443601083311967,3.2014215346369,0.00136751314339529,0.0180975782572827,"Intron (ENST00000367590.9/9213, intron 2 of 14)",1,180836652,180874055,37404,1,"9213","ENST00000498177.1",-63217
"chr1",180778516,180779217,702,"*",65.4812895253413,1.43936832794492,0.449671578131196,3.20093240921927,0.00136983661087011,0.0181246173716947,"Intron (ENST00000367590.9/9213, intron 2 of 14)",1,180836652,180874055,37404,1,"9213","ENST00000498177.1",-57435
"chr1",180799799,180800540,742,"*",28.8806635789651,2.42725674878186,0.758357629128547,3.20067558570104,0.00137105804380611,0.0181333573676717,"Intron (ENST00000367590.9/9213, intron 3 of 14)",1,180836652,180874055,37404,1,"9213","ENST00000498177.1",-36112
"chr1",180854234,180855050,817,"*",184.325035440473,1.0008799165148,0.312708646554045,3.20067873896098,0.0013710430410549,0.0181333573676717,"Intron (ENST00000367590.9/9213, intron 11 of 14)",1,180863764,180878290,14527,1,"9213","ENST00000464817.1",-8714
"chr1",181024360,181025412,1053,"*",17.9357765412241,2.59494426582939,0.810780859918116,3.20054948767718,0.00137165812393778,0.0181336760532176,"Promoter (1-2kb)",1,180972712,181023121,50410,2,"10228","ENST00000542060.5",-1239
"chr1",181043022,181043642,621,"*",71.409930804072,-1.33207831853755,0.416209554025878,-3.20049913715995,0.0013718978015845,0.0181336760532176,"Promoter (1-2kb)",1,181044861,181052389,7529,1,"3140","ENST00000684375.1",-1219
"chr1",181117498,181118024,527,"*",25.5149510286279,2.27090070274879,0.709574301502153,3.20037055730647,0.00137251004042352,0.0181340154727882,"Distal Intergenic",1,181088700,181092900,4201,1,"51278","ENST00000367577.7",28798
"chr1",181158971,181159896,926,"*",58.6453119037482,-1.51796587274401,0.474305369538206,-3.20039782434243,0.00137238018613806,0.0181340154727882,"Distal Intergenic",1,181174484,181182208,7725,1,"101928973","ENST00000435023.1",-14588
"chr1",181166529,181167140,612,"*",65.7875719557777,1.75648522178671,0.548889192989707,3.20007251776889,0.00137393013843448,0.0181490698021067,"Distal Intergenic",1,181174484,181182208,7725,1,"101928973","ENST00000435023.1",-7344
"chr1",181250807,181252709,1903,"*",49.4007470282005,-1.63219985040242,0.510064927192614,-3.19998447920348,0.00137434988356523,0.0181509064177311,"Distal Intergenic",1,181236388,181238604,2217,1,"100287948","ENST00000319701.2",14419
"chr1",181296290,181297234,945,"*",85.5818760469869,1.36655106308386,0.427099765780808,3.19960621047306,0.00137615471725352,0.0181710312788095,"Distal Intergenic",1,181317690,181716129,398440,1,"777","ENST00000524607.6",-20456
"chr1",181324658,181325407,750,"*",27.0853730178258,2.20555592593354,0.689356195088421,3.19944310597026,0.00137693361208647,0.0181738935070674,"Intron (ENST00000524607.6/777, intron 1 of 11)",1,181317690,181716129,398440,1,"777","ENST00000524607.6",6968
"chr1",181356720,181358007,1288,"*",41.5071264655765,-1.70694122166375,0.533509738492966,-3.19945653941658,0.00137686944618542,0.0181738935070674,"Intron (ENST00000524607.6/777, intron 1 of 11)",1,181317690,181716129,398440,1,"777","ENST00000524607.6",39030
"chr1",181375674,181377102,1429,"*",72.098084568553,-1.40781988805959,0.440071229194472,-3.19907277427915,0.00137870361657583,0.0181898295350764,"Intron (ENST00000524607.6/777, intron 1 of 11)",1,181317690,181716129,398440,1,"777","ENST00000524607.6",57984
"chr1",181425164,181426375,1212,"*",66.7940469670166,-1.32073360265257,0.412846188936544,-3.19909360445997,0.00137860400282292,0.0181898295350764,"Intron (ENST00000524607.6/777, intron 2 of 11)",1,181482854,181801580,318727,1,"777","ENST00000367570.6",-56479
"chr1",181459210,181460127,918,"*",70.7785830264482,1.42896271676463,0.446721066116763,3.19878068251012,0.00138010115246086,0.0182008404281607,"Intron (ENST00000524607.6/777, intron 2 of 11)",1,181482854,181801580,318727,1,"777","ENST00000367570.6",-22727
"chr1",181618382,181620600,2219,"*",37.0426606221287,1.85201009162616,0.578964111206808,3.19883401367622,0.00137984588787665,0.0182008404281607,"Intron (ENST00000524607.6/777, intron 8 of 11)",1,181732466,181776928,44463,1,"777","ENST00000700188.1",-111866
"chr1",181646159,181647506,1348,"*",117.005563893245,1.53694055402983,0.480510874863919,3.19855519287694,0.00138118091869128,0.0182113661059332,"Intron (ENST00000524607.6/777, intron 8 of 11)",1,181732466,181776928,44463,1,"777","ENST00000700188.1",-84960
"chr1",181673244,181674741,1498,"*",125.205269552772,1.10303796600616,0.34488596493495,3.19826863993785,0.00138255421317148,0.0182257569781613,"Intron (ENST00000524607.6/777, intron 9 of 11)",1,181732466,181776928,44463,1,"777","ENST00000700188.1",-57725
"chr1",181714328,181714908,581,"*",33.5331292465454,1.80139835496019,0.563297198006709,3.19795369360018,0.00138406503450993,0.0182382370483894,"Intron (ENST00000524607.6/777, intron 10 of 11)",1,181732466,181776928,44463,1,"777","ENST00000700188.1",-17558
"chr1",181728428,181729399,972,"*",60.9510354568676,-1.38467461566332,0.432980426530201,-3.19800741747096,0.00138380720938767,0.0182382370483894,"Intron (ENST00000367570.6/777, intron 18 of 46)",1,181732466,181776928,44463,1,"777","ENST00000700188.1",-3067
"chr1",181743744,181744534,791,"*",111.347028071692,1.34527604608844,0.420752677409971,3.19730834363208,0.00138716558445589,0.0182679254290229,"Intron (ENST00000367570.6/777, intron 25 of 46)",1,181732566,181767884,35319,1,"777","ENST00000700189.1",11178
"chr1",181763058,181763856,799,"*",66.1783909053942,-1.79416121132088,0.561144170637717,-3.19732665008689,0.00138707754385708,0.0182679254290229,"Exon (ENST00000367570.6/777, exon 34 of 47)",1,181776101,181783784,7684,1,"777","ENST00000644521.1",-12245
"chr1",181779177,181780231,1055,"*",137.287878524375,-1.1268001541915,0.352411925792157,-3.19739507015452,0.00138674853921471,0.0182679254290229,"Exon (ENST00000644521.1/777, exon 2 of 3)",1,181776101,181783784,7684,1,"777","ENST00000644521.1",3076
"chr1",181791835,181792463,629,"*",50.6618452443855,1.52091084732327,0.475697122772529,3.19722523957865,0.00138756531870101,0.0182694687584048,"Promoter (1-2kb)",1,181793668,181813262,19595,1,"777","ENST00000700190.1",-1205
"chr1",181810990,181811991,1002,"*",34.3736369209172,2.349189447004,0.734789136980198,3.19709332756142,0.00138820003958847,0.0182741047963823,"Exon (ENST00000661326.1/ENST00000661326.1, exon 1 of 2)",1,181793668,181813262,19595,1,"777","ENST00000700190.1",17322
"chr1",181925007,181925996,990,"*",125.352822747376,-1.06858283444796,0.334288527090203,-3.19658841943928,0.00139063197993785,0.0182986498195486,"Distal Intergenic",1,181793668,181813262,19595,1,"777","ENST00000700190.1",131339
"chr1",181948562,181949224,663,"*",160.948134128103,-1.02647984431692,0.321145010786376,-3.19631259973001,0.00139196215182383,0.0183087194261759,"Distal Intergenic",1,182054570,182061712,7143,2,"127665","ENST00000339948.3",112488
"chr1",181974683,181975525,843,"*",112.919277979014,-1.05938959617503,0.33146999077484,-3.19603471101144,0.00139330348818304,0.0183226351127524,"Intron (ENST00000671017.1/ENST00000671017.1, intron 1 of 1)",1,182054570,182061712,7143,2,"127665","ENST00000339948.3",86187
"chr1",182003672,182004253,582,"*",58.288889608934,1.49282529949676,0.467098143492246,3.1959563965202,0.00139368171830475,0.0183238823886343,"Distal Intergenic",1,182054570,182061712,7143,2,"127665","ENST00000339948.3",57459
"chr1",182023990,182024880,891,"*",18.4580444948112,2.88736450660812,0.903465369068779,3.19587734678108,0.00139406359541923,0.0183251001496909,"Distal Intergenic",1,182054570,182061712,7143,2,"127665","ENST00000339948.3",36832
"chr1",182029450,182030328,879,"*",41.1105317302772,1.98613699446242,0.62147963683576,3.19581990582146,0.00139434114437573,0.0183251001496909,"Distal Intergenic",1,182054570,182061712,7143,2,"127665","ENST00000339948.3",31384
"chr1",182069144,182070818,1675,"*",54.466264029829,2.12036200230405,0.663541917212675,3.19552080629812,0.0013957871869143,0.0183403770154573,"Promoter (<=1kb)",1,182062677,182069253,6577,2,"127665","ENST00000411509.1",0
"chr1",182097563,182098402,840,"*",109.101272448918,1.07497251218804,0.336406711488921,3.195455011674,0.00139610546662019,0.0183408320961252,"Intron (ENST00000663078.1/400799, intron 4 of 4)",1,182062677,182069253,6577,2,"127665","ENST00000411509.1",-28310
"chr1",182113903,182114690,788,"*",80.0183378111447,1.22316225917778,0.382889813459187,3.19455419335192,0.00140046988681789,0.0183869610866054,"Intron (ENST00000663078.1/400799, intron 3 of 4)",1,182062677,182069253,6577,2,"127665","ENST00000411509.1",-44650
"chr1",182119809,182122306,2498,"*",18.6501223884498,-2.69764378516619,0.844430837115387,-3.19462964472195,0.00140010384649209,0.0183869610866054,"Exon (ENST00000653755.1/400799, exon 5 of 5)",1,182062677,182069253,6577,2,"127665","ENST00000411509.1",-50556
"chr1",182174276,182175605,1330,"*",51.514536056169,1.4492504321153,0.453658441030274,3.19458495872799,0.00140032062283394,0.0183869610866054,"Intron (ENST00000663078.1/400799, intron 2 of 4)",1,182129310,182244399,115090,2,"400799","ENST00000608183.1",68794
"chr1",182186581,182187463,883,"*",49.7957310283702,2.38627939461171,0.747020354205528,3.19439675395401,0.0014012339632063,0.0183932580785389,"Intron (ENST00000663078.1/400799, intron 2 of 4)",1,182129310,182244399,115090,2,"400799","ENST00000608183.1",56936
"chr1",182217177,182219366,2190,"*",50.629503456068,1.74002326940053,0.544762644342423,3.19409432249323,0.00140270278573521,0.0184088014671046,"Intron (ENST00000663078.1/400799, intron 1 of 4)",1,182129310,182244399,115090,2,"400799","ENST00000608183.1",25033
"chr1",182234969,182237293,2325,"*",28.2534741707763,2.27258567471947,0.711542113364827,3.19388779951841,0.00140370662396161,0.0184144303516254,"Intron (ENST00000663078.1/400799, intron 1 of 4)",1,182129310,182244399,115090,2,"400799","ENST00000608183.1",7106
"chr1",182259241,182260151,911,"*",160.136436371357,1.05932186329194,0.331682247126807,3.1937852341158,0.00140420540577463,0.0184144303516254,"Intron (ENST00000663078.1/400799, intron 1 of 4)",1,182129310,182244399,115090,2,"400799","ENST00000608183.1",-14842
"chr1",182279170,182280876,1707,"*",24.0041242105244,2.33210870314436,0.730205180958872,3.19377178354437,0.00140427082884374,0.0184144303516254,"Intron (ENST00000663078.1/400799, intron 1 of 4)",1,182119280,182293345,174066,2,"400799","ENST00000653755.1",12469
"chr1",182289702,182291466,1765,"*",69.0697902121677,1.48486254253849,0.464904862768995,3.19390624071898,0.00140361696060624,0.0184144303516254,"Promoter (1-2kb)",1,182119280,182293345,174066,2,"400799","ENST00000653755.1",1879
"chr1",182317008,182318462,1455,"*",129.085668801793,1.33457100821083,0.417929000233094,3.19329600833273,0.00140658679016779,0.0184410601052392,"Promoter (2-3kb)",1,182129065,182314061,184997,2,"400799","ENST00000449842.2",-2947
"chr1",182325388,182326033,646,"*",81.755303432458,1.40848263102344,0.441089532870958,3.19318987656753,0.00140710389471649,0.0184440999262646,"Intron (ENST00000702781.1/400799, intron 1 of 2)",1,182278254,182329213,50960,2,"400799","ENST00000702781.1",3180
"chr1",182348229,182349651,1423,"*",92.9765647705519,-1.25741298951638,0.393787299071246,-3.19312733671707,0.00140740868896235,0.0184443561485598,"Distal Intergenic",1,182278254,182329213,50960,2,"400799","ENST00000702781.1",-19016
"chr1",182366510,182367538,1029,"*",43.3303625197272,1.72162400030996,0.53934457450741,3.19206696736003,0.00141258578022821,0.0185024766772068,"Distal Intergenic",1,182384415,182385939,1525,2,"2752","ENST00000461447.1",18401
"chr1",182400018,182400891,874,"*",64.9588462517066,1.8221414641038,0.570826132813616,3.19211290331509,0.00141236114160446,0.0185024766772068,"Promoter (<=1kb)",1,182398117,182400667,2551,2,"127670","ENST00000367565.2",0
"chr1",182407929,182408887,959,"*",47.4497735314359,-1.48573281591062,0.465448844412732,-3.19204319388783,0.00141270205155147,0.0185024766772068,"Promoter (<=1kb)",1,182407771,182409332,1562,1,"388719","ENST00000612603.1",158
"chr1",182415671,182416424,754,"*",36.1984288720731,1.75725717076115,0.550565511117867,3.19173129314478,0.00141422831354239,0.0185079116575967,"Intron (ENST00000634758.1/353299, intron 1 of 1)",1,182409194,182473968,64775,1,"353299","ENST00000634679.1",6477
"chr1",182483894,182485244,1351,"*",45.6032426814157,-1.59972625669497,0.501185197741328,-3.19188648009637,0.0014134687283532,0.0185079116575967,"Intron (ENST00000367561.9/353299, intron 7 of 7)",1,182488285,182560593,72309,1,"353299","ENST00000648414.1",-3041
"chr1",182514122,182516307,2186,"*",34.4001664623338,1.78335137801162,0.558740090512948,3.19173692436215,0.00141420074414789,0.0185079116575967,"Intron (ENST00000443996.6/353299, intron 10 of 21)",1,182507201,182540421,33221,1,"353299","ENST00000456971.3",6921
"chr1",182527599,182529022,1424,"*",73.1576408429649,-1.37081636180699,0.429490826774704,-3.19172442424731,0.00141426194305973,0.0185079116575967,"3' UTR",1,182507201,182540421,33221,1,"353299","ENST00000456971.3",20398
"chr1",182547256,182548787,1532,"*",47.0729901360185,-1.58187735969295,0.495661558877563,-3.19144652507479,0.00141562313142336,0.018521976386274,"3' UTR",1,182553470,182560593,7124,1,"353299","ENST00000634801.1",-4683
"chr1",182569813,182570652,840,"*",16.7408771094657,-2.58871985620045,0.811186380493856,-3.19127628181383,0.00141645760284363,0.0185291452675444,"Distal Intergenic",1,182556136,182560597,4462,1,"353299","ENST00000634342.1",13677
"chr1",182580101,182580965,865,"*",81.913833528625,1.9528342535474,0.612015859829973,3.19082295365668,0.00141868186704857,0.0185544879055881,"Intron (ENST00000367559.7/6041, intron 5 of 6)",1,182573634,182589256,15623,2,"6041","ENST00000367559.7",8291
"chr1",182588777,182590076,1300,"*",74.2949896724428,1.58391744093427,0.496429950877402,3.19061619496329,0.00141969740182149,0.0185615756122548,"Promoter (<=1kb)",1,182573634,182589256,15623,2,"6041","ENST00000367559.7",0
"chr1",182633654,182634644,991,"*",54.9393901403911,1.42184652221742,0.445636689455738,3.19059573832205,0.00141979791494428,0.0185615756122548,"Distal Intergenic",1,182615254,182616629,1376,1,"284648","ENST00000566297.1",18400
"chr1",182739824,182740818,995,"*",99.8974257792175,1.15241854100327,0.361279225441269,3.18982786678559,0.00142357557826425,0.0185959233264939,"Distal Intergenic",1,182712862,182714544,1683,1,"105371644","ENST00000435492.1",26962
"chr1",182751990,182753789,1800,"*",63.8584249428055,1.44817349945868,0.453990348925398,3.18987728018124,0.00142333220270502,0.0185959233264939,"Distal Intergenic",1,182789293,182830384,41092,1,"80896","ENST00000488424.5",-35504
"chr1",182769142,182769690,549,"*",35.9926456401975,1.88869562299586,0.592117780197463,3.18972962164049,0.00142405957857429,0.018598488469035,"Distal Intergenic",1,182789293,182830384,41092,1,"80896","ENST00000488424.5",-19603
"chr1",182782063,182782892,830,"*",254.863183439579,-1.16910764101262,0.366530607785349,-3.18965897030157,0.00142440773300155,0.0185992787608266,"Distal Intergenic",1,182789293,182830384,41092,1,"80896","ENST00000488424.5",-6401
"chr1",182786925,182788104,1180,"*",103.008792394838,1.26555017350085,0.396781934561804,3.18953577082207,0.00142501502095425,0.0186034516999642,"Promoter (1-2kb)",1,182789293,182830384,41092,1,"80896","ENST00000488424.5",-1189
"chr1",182832247,182833358,1112,"*",30.836305864622,2.13272883257006,0.668689924830305,3.18941373778181,0.00142561679447172,0.0186075509784691,"Distal Intergenic",1,182839347,182887982,48636,1,"1660","ENST00000367549.4",-5989
"chr1",182838919,182840039,1121,"*",74.1693623296712,1.32301489764696,0.414841362496018,3.18920680832462,0.00142663774757245,0.018613362267107,"Promoter (<=1kb)",1,182839347,182887982,48636,1,"1660","ENST00000367549.4",0
"chr1",182909817,182910806,990,"*",189.500425248021,-1.08315751619672,0.339630780411266,-3.18922070280292,0.00142656917358619,0.018613362267107,"Intron (ENST00000483655.5/81626, intron 7 of 10)",1,182881285,182887747,6463,1,"1660","ENST00000473076.1",28532
"chr1",182947961,182948617,657,"*",70.342991338254,-1.54813937941759,0.485474321809869,-3.18892124643392,0.00142804776600746,0.0186275146215299,"Intron (ENST00000483655.5/81626, intron 3 of 10)",1,182939474,182952749,13276,2,"81626","ENST00000467208.5",4132
"chr1",182955459,182956630,1172,"*",103.291122130054,1.18668593879584,0.372133628667579,3.1888704685055,0.00142829862658396,0.0186275146215299,"Promoter (1-2kb)",1,182899865,182953525,53661,2,"81626","ENST00000488956.5",-1934
"chr1",182977466,182978357,892,"*",69.2275185037383,1.46723310699167,0.460142727017328,3.18864782782152,0.00142939902840304,0.0186343489063647,"Distal Intergenic",1,182899865,182953525,53661,2,"81626","ENST00000488956.5",-23941
"chr1",182984359,182985205,847,"*",110.316580990441,1.36683210833567,0.428671027347148,3.18853391327699,0.00142996235334278,0.0186379350392053,"Distal Intergenic",1,182899865,182953525,53661,2,"81626","ENST00000488956.5",-30834
"chr1",182990112,182991046,935,"*",22.1509114073101,3.07307579722979,0.963817374422604,3.18844200030195,0.00143041702631136,0.0186401038569768,"Distal Intergenic",1,183023420,183145592,122173,1,"3915","ENST00000258341.5",-32374
"chr1",183023978,183025062,1085,"*",83.1785355233948,-1.30845073466214,0.410391440467383,-3.18829928122279,0.00143112328986934,0.0186455496768571,"Promoter (<=1kb)",1,183023420,183145592,122173,1,"3915","ENST00000258341.5",558
"chr1",183029336,183030334,999,"*",16.7680174209159,2.66854524964813,0.837008904419178,3.18819218715469,0.00143165346961372,0.0186486996371258,"Intron (ENST00000258341.5/3915, intron 1 of 27)",1,183023420,183145592,122173,1,"3915","ENST00000258341.5",5916
"chr1",183059162,183060842,1681,"*",168.978290263105,-1.00970715560797,0.316733321830953,-3.18787789605185,0.00143321044425743,0.0186652206517885,"Intron (ENST00000258341.5/3915, intron 1 of 27)",1,183096544,183110631,14088,1,"3915","ENST00000484114.2",-35702
"chr1",183069704,183071839,2136,"*",74.9852850002094,1.27413897674066,0.399696858640904,3.18776329909906,0.00143377853721561,0.0186688590404548,"Intron (ENST00000258341.5/3915, intron 1 of 27)",1,183096544,183110631,14088,1,"3915","ENST00000484114.2",-24705
"chr1",183149351,183150211,861,"*",76.5863819186593,1.62470043973436,0.509697456347497,3.18757808088155,0.00143469716076668,0.0186732997408081,"Distal Intergenic",1,183138402,183141282,2881,2,"110841583","ENST00000457852.3",-8069
"chr1",183155885,183156471,587,"*",69.5229152521653,-1.48723214486783,0.466563478894641,-3.18763086298849,0.00143443532301538,0.0186732997408081,"Distal Intergenic",1,183138402,183141282,2881,2,"110841583","ENST00000457852.3",-14603
"chr1",183194822,183195507,686,"*",39.0250442864896,-2.22303681900154,0.697514098374649,-3.18708514162175,0.00143714462700561,0.0186991083905117,"Intron (ENST00000493293.5/3918, intron 1 of 21)",1,183186264,183245127,58864,1,"3918","ENST00000264144.5",8558
"chr1",183209239,183209974,736,"*",55.4753821716724,-1.91218806044368,0.599984537235694,-3.18706223539309,0.00143725845101133,0.0186991083905117,"Intron (ENST00000493293.5/3918, intron 2 of 21)",1,183186264,183245127,58864,1,"3918","ENST00000264144.5",22975
"chr1",183228217,183228921,705,"*",176.60131072533,-1.06963739432039,0.335634927891652,-3.18690727761708,0.00143802867447355,0.0187053655441831,"Exon (ENST00000493293.5/3918, exon 11 of 22)",1,183239501,183240379,879,1,"3918","ENST00000461729.1",-10580
"chr1",183234173,183234951,779,"*",157.582175624294,1.35395230002537,0.424859635595269,3.18682262702683,0.00143844959409742,0.0187070774746447,"Exon (ENST00000493293.5/3918, exon 15 of 22)",1,183239501,183240379,879,1,"3918","ENST00000461729.1",-4550
"chr1",183248628,183250263,1636,"*",42.3159544875734,1.98907900864318,0.624219235464327,3.18650707257299,0.00144001966929588,0.0187104338914365,"Promoter (1-2kb)",1,183252263,183258968,6706,1,"3918","ENST00000661878.1",-2000
