"","seqnames","start","end","width","strand","GFP_1","GFP_3","YAF_2","YAF_3"
"6468","18",10121790,10125621,3832,"*",132,123,356,314
"6469","18",10373922,10376359,2438,"*",112,119,238,172
"6470","18",10410039,10411708,1670,"*",84,98,235,174
"6471","18",10431863,10435400,3538,"*",130,141,271,226
"6472","18",10475831,10478564,2734,"*",119,101,191,149
"6473","18",11322863,11326365,3503,"*",87,95,244,190
"6474","18",11551155,11553761,2607,"*",85,86,138,112
"6475","18",11688320,11690515,2196,"*",140,128,153,94
"6476","18",11703733,11705235,1503,"*",74,73,130,86
"6477","18",11732922,11734824,1903,"*",128,130,168,123
"6478","18",11741503,11744998,3496,"*",165,137,250,167
"6479","18",11748943,11753692,4750,"*",246,206,273,156
"6480","18",11767119,11768409,1291,"*",72,62,128,101
"6481","18",11979248,11984486,5239,"*",203,214,394,239
"6482","18",12037316,12039415,2100,"*",85,75,122,83
"6483","18",12059288,12062225,2938,"*",191,192,262,168
"6484","18",12063402,12065763,2362,"*",147,163,205,108
"6485","18",12085259,12093926,8668,"*",650,582,667,407
"6486","18",12234216,12237729,3514,"*",177,205,288,154
"6487","18",12333821,12338511,4691,"*",205,199,419,285
"6488","18",12376084,12378263,2180,"*",72,78,174,126
"6489","18",12407587,12408894,1308,"*",60,62,87,57
"6490","18",12893153,12894236,1084,"*",36,32,76,52
"6491","18",12946969,12948600,1632,"*",72,62,119,58
"6492","18",13112408,13113714,1307,"*",15,20,91,53
"6493","18",13221869,13224403,2535,"*",136,149,290,261
"6494","18",13263425,13270821,7397,"*",232,211,438,335
"6495","18",13374308,13377977,3670,"*",93,109,170,150
"6496","18",13451697,13457809,6113,"*",233,194,374,236
"6497","18",13470453,13472988,2536,"*",153,161,271,218
"6498","18",13500305,13501736,1432,"*",34,59,122,86
"6499","18",13530636,13532446,1811,"*",68,74,104,65
"6500","18",13809881,13813741,3861,"*",123,152,224,207
"6501","18",13888556,13891202,2647,"*",106,93,189,149
"6502","18",22222941,22224637,1697,"*",72,77,207,154
"6503","18",22466083,22468439,2357,"*",59,49,237,188
"6504","18",22563197,22564640,1444,"*",30,24,127,103
"6505","18",23206201,23207814,1614,"*",87,56,117,95
"6506","18",23257597,23261132,3536,"*",95,83,226,143
"6507","18",23981627,23983042,1416,"*",39,45,112,62
"6508","18",26480800,26483036,2237,"*",49,53,216,173
"6509","18",36307485,36310521,3037,"*",69,62,205,186
"6510","18",36321573,36323749,2177,"*",65,56,153,135
"6511","18",44714984,44717049,2066,"*",48,51,133,112
"6512","18",44732801,44734602,1802,"*",68,57,79,73
"6513","18",45773822,45776722,2901,"*",117,132,108,90
"6514","18",45824452,45843350,18899,"*",993,961,1077,698
"6515","18",46151984,46153700,1717,"*",59,71,202,144
"6516","18",47746674,47751327,4654,"*",218,219,216,125
"6517","18",48017596,48025051,7456,"*",267,281,323,220
"6518","18",48029422,48031775,2354,"*",110,135,142,79
"6519","18",48229860,48232069,2210,"*",83,97,123,72
"6520","18",48440364,48458125,17762,"*",1004,907,1015,653
"6521","18",48538881,48541671,2791,"*",118,109,178,110
"6522","18",48605531,48610999,5469,"*",239,239,350,204
"6523","18",48673983,48677477,3495,"*",151,171,236,177
"6524","18",48827072,48845648,18577,"*",832,736,1011,671
"6525","18",48847448,48850468,3021,"*",170,145,236,143
"6526","18",48896173,48897854,1682,"*",63,56,199,133
"6527","18",49016176,49017616,1441,"*",72,81,170,80
"6528","18",49697781,49701310,3530,"*",120,118,136,117
"6529","18",49722938,49725023,2086,"*",33,28,122,89
"6530","18",49848102,49850227,2126,"*",73,83,131,107
"6531","18",57433194,57438188,4995,"*",179,184,238,162
"6532","18",58611453,58613272,1820,"*",86,91,193,130
"6533","18",58767066,58771179,4114,"*",196,175,197,127
"6534","18",62450045,62452467,2423,"*",70,85,211,161
"6535","18",62954052,62955660,1609,"*",58,50,49,34
"6536","18",62975054,62976614,1561,"*",57,71,96,72
"6537","18",75407307,75409901,2595,"*",74,67,177,109
"6538","19",287470,297167,9698,"*",639,659,629,431
"6539","19",340561,346584,6024,"*",296,298,465,318
"6540","19",364447,376528,12082,"*",1049,1081,930,619
"6541","19",377659,380746,3088,"*",202,204,164,116
"6542","19",400981,404151,3171,"*",308,303,216,154
"6543","19",405051,420616,15566,"*",1348,1227,929,564
"6544","19",421636,431134,9499,"*",630,574,324,244
"6545","19",453009,457979,4971,"*",306,276,202,132
"6546","19",458886,465736,6851,"*",484,494,358,213
"6547","19",467340,472813,5474,"*",294,326,273,170
"6548","19",474055,475731,1677,"*",135,145,71,67
"6549","19",482246,487651,5406,"*",409,385,413,230
"6550","19",493036,496448,3413,"*",210,181,138,60
"6551","19",497449,500499,3051,"*",172,168,137,75
"6552","19",506611,515163,8553,"*",483,449,392,256
"6553","19",524052,526662,2611,"*",196,195,132,96
"6554","19",546656,553715,7060,"*",387,419,311,188
"6555","19",554789,558054,3266,"*",206,165,207,118
"6556","19",571009,620736,49728,"*",3639,3436,2919,1687
"6557","19",621819,625911,4093,"*",332,321,346,215
"6558","19",627570,649824,22255,"*",1158,1197,984,578
"6559","19",655382,667970,12589,"*",616,608,466,301
"6560","19",670015,683807,13793,"*",1117,1104,911,526
"6561","19",685207,692203,6997,"*",466,416,320,217
"6562","19",697968,721350,23383,"*",1335,1292,936,619
"6563","19",722320,734910,12591,"*",859,918,624,426
"6564","19",735877,743891,8015,"*",704,671,526,315
"6565","19",746172,757457,11286,"*",647,663,616,368
"6566","19",795080,806393,11314,"*",457,414,531,293
"6567","19",827199,828502,1304,"*",101,110,96,57
"6568","19",833679,841502,7824,"*",392,394,333,200
"6569","19",843036,854338,11303,"*",744,710,652,441
"6570","19",854496,857389,2894,"*",121,111,88,48
"6571","19",858331,877647,19317,"*",1071,1116,897,539
"6572","19",912894,965105,52212,"*",3298,3242,2627,1581
"6573","19",984303,1022803,38501,"*",2845,2914,2360,1338
"6574","19",1026122,1029006,2885,"*",147,171,206,110
"6575","19",1035280,1059030,23751,"*",1652,1680,1468,992
"6576","19",1060090,1078867,18778,"*",1390,1370,1128,731
"6577","19",1079723,1092289,12567,"*",758,736,594,344
"6578","19",1093291,1099794,6504,"*",297,306,331,193
"6579","19",1101284,1120115,18832,"*",1218,1237,1108,713
"6580","19",1166516,1175879,9364,"*",654,625,651,346
"6581","19",1176557,1186720,10164,"*",462,411,508,345
"6582","19",1205184,1210513,5330,"*",348,373,358,230
"6583","19",1213436,1227805,14370,"*",1108,1130,1085,609
"6584","19",1229407,1249854,20448,"*",1931,1798,1497,814
"6585","19",1250912,1300954,50043,"*",4181,4066,3676,2235
"6586","19",1301911,1306488,4578,"*",278,252,233,169
"6587","19",1307391,1332224,24834,"*",1814,1680,1287,808
"6588","19",1354289,1356588,2300,"*",131,91,164,94
"6589","19",1357496,1364437,6942,"*",385,314,547,359
"6590","19",1392289,1404161,11873,"*",816,824,724,404
"6591","19",1405962,1413502,7541,"*",359,383,417,240
"6592","19",1415132,1419504,4373,"*",151,146,201,94
"6593","19",1435569,1462206,26638,"*",1932,1809,1649,981
"6594","19",1486763,1498294,11532,"*",1017,993,718,444
"6595","19",1499890,1516770,16881,"*",1282,1233,954,629
"6596","19",1517901,1541757,23857,"*",1448,1354,948,636
"6597","19",1562655,1580959,18305,"*",901,867,1015,618
"6598","19",1590775,1594568,3794,"*",148,140,208,152
"6599","19",1644168,1659983,15816,"*",780,763,963,579
"6600","19",1663970,1669547,5578,"*",413,373,380,244
"6601","19",1670475,1689513,19039,"*",1262,1235,1021,682
"6602","19",1690535,1694794,4260,"*",315,298,238,182
"6603","19",1695687,1702972,7286,"*",388,405,346,218
"6604","19",1715405,1727043,11639,"*",615,626,537,383
"6605","19",1727796,1770182,42387,"*",3334,3168,2986,1735
"6606","19",1772974,1803421,30448,"*",2019,1834,1763,1194
"6607","19",1805421,1820227,14807,"*",1118,1076,1074,634
"6608","19",1825815,1829135,3321,"*",253,246,209,134
"6609","19",1850016,1862703,12688,"*",781,817,671,382
"6610","19",1863647,1869173,5527,"*",247,209,273,179
"6611","19",1871049,1877611,6563,"*",295,283,319,199
"6612","19",1940065,1949929,9865,"*",431,430,547,333
"6613","19",2004855,2006498,1644,"*",72,73,109,102
"6614","19",2018019,2020224,2206,"*",87,89,121,81
"6615","19",2025819,2029277,3459,"*",216,222,297,210
"6616","19",2031474,2037432,5959,"*",316,340,372,258
"6617","19",2037716,2063109,25394,"*",2030,1934,1776,1051
"6618","19",2068795,2073997,5203,"*",238,223,280,208
"6619","19",2095543,2103997,8455,"*",474,452,435,245
"6620","19",2150169,2152115,1947,"*",79,98,145,92
"6621","19",2166810,2174387,7578,"*",390,382,555,400
"6622","19",2264806,2267998,3193,"*",163,153,134,99
"6623","19",2270771,2277356,6586,"*",361,351,507,322
"6624","19",2284796,2313449,28654,"*",1910,1715,1227,864
"6625","19",2314867,2322178,7312,"*",377,413,312,283
"6626","19",2466960,2470792,3833,"*",143,102,192,137
"6627","19",2472720,2497573,24854,"*",1396,1398,1707,1055
"6628","19",2503425,2504912,1488,"*",91,107,191,140
"6629","19",2519735,2525799,6065,"*",411,393,567,366
"6630","19",2549578,2551315,1738,"*",83,79,141,95
"6631","19",2573462,2581978,8517,"*",355,348,573,362
"6632","19",2607825,2622210,14386,"*",837,759,940,633
"6633","19",2622993,2629992,7000,"*",402,385,503,297
"6634","19",2632569,2638820,6252,"*",498,532,465,296
"6635","19",2640113,2651362,11250,"*",527,526,519,391
"6636","19",2691526,2697545,6020,"*",323,285,400,261
"6637","19",2710429,2713181,2753,"*",130,147,152,120
"6638","19",2715964,2724454,8491,"*",733,708,609,321
"6639","19",2725823,2736791,10969,"*",619,637,561,375
"6640","19",2774237,2777224,2988,"*",139,151,197,156
"6641","19",2782475,2783799,1325,"*",41,47,82,59
"6642","19",2819677,2820985,1309,"*",79,81,104,57
"6643","19",2841188,2842495,1308,"*",70,65,93,58
"6644","19",2971163,2979223,8061,"*",329,335,301,228
"6645","19",2980939,2989969,9031,"*",603,541,468,328
"6646","19",2991508,2998872,7365,"*",491,427,337,192
"6647","19",3000450,3011347,10898,"*",534,597,506,337
"6648","19",3022616,3043448,20833,"*",1545,1487,1286,813
"6649","19",3071809,3077047,5239,"*",307,299,269,184
"6650","19",3159820,3165974,6155,"*",205,208,335,233
"6651","19",3171003,3172823,1821,"*",168,188,214,127
"6652","19",3175951,3182273,6323,"*",393,370,404,242
"6653","19",3249129,3251561,2433,"*",149,151,180,119
"6654","19",3258699,3260256,1558,"*",120,122,75,64
"6655","19",3261688,3286628,24941,"*",1750,1585,1488,953
"6656","19",3301561,3327309,25749,"*",1386,1306,1544,997
"6657","19",3334525,3348436,13912,"*",775,804,925,553
"6658","19",3356096,3376191,20096,"*",1279,1189,1729,1080
"6659","19",3396533,3405441,8909,"*",375,328,586,363
"6660","19",3477810,3489464,11655,"*",660,677,608,405
"6661","19",3504943,3517057,12115,"*",576,589,769,522
"6662","19",3542608,3553146,10539,"*",583,564,516,342
"6663","19",3554571,3559917,5347,"*",271,212,277,168
"6664","19",3563860,3567131,3272,"*",130,122,136,89
"6665","19",3572181,3574373,2193,"*",101,142,200,102
"6666","19",3626148,3627406,1259,"*",60,59,81,34
"6667","19",3655498,3662276,6779,"*",414,406,362,231
"6668","19",3663497,3676337,12841,"*",901,925,799,498
"6669","19",3704184,3710980,6797,"*",362,320,370,265
"6670","19",3717206,3726975,9770,"*",534,503,537,325
"6671","19",3766490,3780150,13661,"*",891,908,658,427
"6672","19",3781355,3787473,6119,"*",336,336,240,120
"6673","19",3797660,3842064,44405,"*",2751,2664,2251,1527
"6674","19",3843124,3861715,18592,"*",1035,960,1023,782
"6675","19",3862814,3865613,2800,"*",194,159,170,112
"6676","19",3875933,3878896,2964,"*",167,141,170,116
"6677","19",3968647,3971659,3013,"*",114,111,255,165
"6678","19",4050829,4055207,4379,"*",193,210,299,189
"6679","19",4057450,4069465,12016,"*",652,679,779,469
"6680","19",4080097,4085105,5009,"*",239,233,220,124
"6681","19",4139657,4141356,1700,"*",49,45,112,61
"6682","19",4142523,4155510,12988,"*",653,654,719,503
"6683","19",4156245,4160530,4286,"*",251,231,243,167
"6684","19",4164242,4176866,12625,"*",763,730,728,508
"6685","19",4180334,4191113,10780,"*",383,336,598,342
"6686","19",4206740,4211433,4694,"*",262,275,323,187
"6687","19",4212102,4216738,4637,"*",297,248,264,151
"6688","19",4220966,4223102,2137,"*",115,114,104,96
"6689","19",4227904,4231582,3679,"*",189,212,252,167
"6690","19",4276979,4283611,6633,"*",431,385,302,222
"6691","19",4284470,4286846,2377,"*",131,114,138,84
"6692","19",4342200,4346286,4087,"*",259,259,294,213
"6693","19",4356298,4383013,26716,"*",1770,1713,2089,1221
"6694","19",4401807,4403869,2063,"*",46,64,122,65
"6695","19",4471360,4475062,3703,"*",301,252,335,271
"6696","19",4515491,4527218,11728,"*",775,797,754,561
"6697","19",4527643,4541904,14262,"*",883,765,833,602
"6698","19",4564886,4572204,7319,"*",444,412,361,239
"6699","19",4573644,4594697,21054,"*",1542,1500,1429,979
"6700","19",4596209,4601901,5693,"*",387,359,426,265
"6701","19",4632590,4643429,10840,"*",697,691,838,576
"6702","19",4659740,4661948,2209,"*",95,87,122,82
"6703","19",4693092,4695643,2552,"*",130,147,211,153
"6704","19",4711269,4714822,3554,"*",188,184,227,132
"6705","19",4729448,4731206,1759,"*",102,112,114,56
"6706","19",4744766,4754178,9413,"*",472,419,484,338
"6707","19",4809703,4813519,3817,"*",181,180,250,156
"6708","19",4866268,4870724,4457,"*",190,182,391,285
"6709","19",4872527,4874226,1700,"*",113,101,123,111
"6710","19",4905717,4916849,11133,"*",535,548,934,676
"6711","19",4967587,4973354,5768,"*",355,385,682,418
"6712","19",4975016,4981929,6914,"*",269,282,493,287
"6713","19",4987826,4990205,2380,"*",103,104,153,95
"6714","19",5024256,5043012,18757,"*",1141,1134,1398,856
"6715","19",5044486,5060226,15741,"*",871,908,847,531
"6716","19",5101849,5115890,14042,"*",918,919,753,503
"6717","19",5172844,5174963,2120,"*",69,65,127,131
"6718","19",5285082,5299348,14267,"*",916,965,1103,664
"6719","19",5308243,5310194,1952,"*",142,127,194,141
"6720","19",5333541,5347019,13479,"*",708,643,701,473
"6721","19",5351380,5362640,11261,"*",555,551,801,538
"6722","19",5390766,5407690,16925,"*",846,803,1014,663
"6723","19",5433375,5437868,4494,"*",280,213,390,287
"6724","19",5450589,5459295,8707,"*",552,566,485,328
"6725","19",5535892,5543026,7135,"*",366,344,341,228
"6726","19",5553797,5568444,14648,"*",807,816,842,508
"6727","19",5577657,5580155,2499,"*",161,159,192,130
"6728","19",5703140,5706020,2881,"*",154,132,131,79
"6729","19",5797210,5810062,12853,"*",859,842,694,421
"6730","19",5812338,5819401,7064,"*",368,358,348,235
"6731","19",5820900,5833289,12390,"*",681,692,665,405
"6732","19",5873797,5885589,11793,"*",553,555,555,460
"6733","19",5888531,5898618,10088,"*",586,651,604,352
"6734","19",5903143,5905325,2183,"*",195,191,294,245
"6735","19",5913065,5920152,7088,"*",346,375,565,357
"6736","19",5968058,5969855,1798,"*",63,73,162,106
"6737","19",6047415,6050392,2978,"*",76,74,178,135
"6738","19",6086208,6089984,3777,"*",121,83,269,198
"6739","19",6091820,6093098,1279,"*",78,64,172,80
"6740","19",6164127,6168265,4139,"*",176,184,297,193
"6741","19",6198248,6200041,1794,"*",64,78,97,53
"6742","19",6212163,6231050,18888,"*",1012,1076,1140,626
"6743","19",6231845,6244639,12795,"*",662,636,1007,579
"6744","19",6270734,6280837,10104,"*",480,463,623,364
"6745","19",6372349,6377105,4757,"*",311,298,325,220
"6746","19",6423444,6427604,4161,"*",204,253,311,226
"6747","19",6454857,6460937,6081,"*",304,299,270,203
"6748","19",6462119,6484468,22350,"*",1250,1130,1143,804
"6749","19",6513590,6518434,4845,"*",218,233,425,301
"6750","19",6526764,6535117,8354,"*",396,343,360,244
"6751","19",6550974,6552261,1288,"*",93,79,103,72
"6752","19",6555255,6557885,2631,"*",93,72,195,187
"6753","19",6576636,6578308,1673,"*",69,58,181,159
"6754","19",6585269,6591633,6365,"*",309,286,592,385
"6755","19",6631841,6633666,1826,"*",110,99,158,126
"6756","19",6672859,6675776,2918,"*",113,111,237,129
"6757","19",6701082,6723560,22479,"*",957,963,1451,980
"6758","19",6735412,6741783,6372,"*",369,357,493,343
"6759","19",6742525,6746570,4046,"*",290,262,341,245
"6760","19",6800831,6804260,3430,"*",99,126,245,191
"6761","19",6820843,6822489,1647,"*",81,101,130,77
"6762","19",6860582,6864811,4230,"*",129,122,269,174
"6763","19",7197148,7200445,3298,"*",122,186,229,156
"6764","19",7292761,7295881,3121,"*",149,163,186,123
"6765","19",7340866,7342220,1355,"*",55,36,60,64
"6766","19",7382045,7385412,3368,"*",182,134,188,131
"6767","19",7497071,7510658,13588,"*",588,582,743,536
"6768","19",7531998,7536148,4151,"*",180,198,253,124
"6769","19",7827858,7834110,6253,"*",410,405,471,295
"6770","19",7870251,7877763,7513,"*",433,457,442,279
"6771","19",7907177,7929779,22603,"*",1383,1300,1213,669
"6772","19",7943131,7945471,2341,"*",121,98,165,141
"6773","19",7970879,7972613,1735,"*",127,114,154,95
"6774","19",7983323,7991325,8003,"*",398,390,563,389
"6775","19",8000876,8002919,2044,"*",116,109,283,152
"6776","19",8082693,8088438,5746,"*",303,350,358,197
"6777","19",8089332,8091857,2526,"*",143,161,235,132
"6778","19",8115084,8129834,14751,"*",924,878,877,531
"6779","19",8130806,8133695,2890,"*",195,213,198,142
"6780","19",8137745,8156349,18605,"*",1263,1197,1163,683
"6781","19",8200977,8217345,16369,"*",762,772,817,508
"6782","19",8327591,8338562,10972,"*",618,567,427,277
"6783","19",8340286,8343845,3560,"*",258,248,206,149
"6784","19",8347845,8358086,10242,"*",513,460,644,463
"6785","19",8361799,8374348,12550,"*",1137,1112,1105,740
"6786","19",8389895,8400663,10769,"*",627,618,773,490
"6787","19",8511460,8516527,5068,"*",212,172,335,194
"6788","19",8525240,8530529,5290,"*",390,357,470,338
"6789","19",8567400,8574163,6764,"*",349,334,431,298
"6790","19",8575337,8581203,5867,"*",380,372,422,323
"6791","19",8584767,8593074,8308,"*",500,506,489,306
"6792","19",8605072,8610742,5671,"*",360,326,450,249
"6793","19",8653916,8660468,6553,"*",420,367,409,250
"6794","19",8692042,8698819,6778,"*",290,299,372,240
"6795","19",8831838,8833214,1377,"*",78,82,163,99
"6796","19",9005918,9012966,7049,"*",368,396,540,391
"6797","19",9074818,9077787,2970,"*",85,86,228,185
"6798","19",9834461,9836883,2423,"*",86,88,142,100
"6799","19",9843355,9852373,9019,"*",393,365,422,281
"6800","19",9908920,9920566,11647,"*",554,555,586,428
"6801","19",9927502,9942099,14598,"*",667,645,1344,1024
"6802","19",9944681,9947739,3059,"*",188,170,270,194
"6803","19",10025735,10037765,12031,"*",599,543,679,508
"6804","19",10193162,10195344,2183,"*",44,52,114,70
"6805","19",10204456,10207966,3511,"*",210,206,422,324
"6806","19",10250021,10252774,2754,"*",94,75,157,112
"6807","19",10267499,10275998,8500,"*",527,535,509,374
"6808","19",10281964,10296618,14655,"*",1164,1024,1079,679
"6809","19",10332594,10336412,3819,"*",258,269,306,186
"6810","19",10380063,10382236,2174,"*",94,121,144,98
"6811","19",10388827,10392025,3199,"*",205,185,328,220
"6812","19",10401432,10409559,8128,"*",456,419,503,325
"6813","19",10415697,10436798,21102,"*",1740,1554,1546,953
"6814","19",10460941,10464948,4008,"*",163,141,170,116
"6815","19",10509895,10525550,15656,"*",919,886,709,510
"6816","19",10564819,10569929,5111,"*",213,203,285,192
"6817","19",10572240,10575316,3077,"*",139,155,188,110
"6818","19",10579645,10584849,5205,"*",269,265,300,208
"6819","19",10621912,10626545,4634,"*",260,249,244,172
"6820","19",10641421,10647232,5812,"*",310,306,334,193
"6821","19",10717331,10720064,2734,"*",147,144,239,167
"6822","19",10808863,10813481,4619,"*",188,216,333,207
"6823","19",10834976,10837182,2207,"*",105,95,152,99
"6824","19",10862903,10865069,2167,"*",104,117,151,114
"6825","19",11032193,11037076,4884,"*",258,243,343,242
"6826","19",11089366,11090691,1326,"*",36,45,43,39
"6827","19",11129643,11132212,2570,"*",89,80,136,105
"6828","19",11136703,11139762,3060,"*",234,212,377,261
"6829","19",11141160,11145226,4067,"*",203,220,346,194
"6830","19",11154474,11156750,2277,"*",99,89,220,157
"6831","19",11168476,11170404,1929,"*",82,76,154,113
"6832","19",11241301,11245914,4614,"*",265,247,292,191
"6833","19",11260031,11269481,9451,"*",440,425,467,323
"6834","19",11293688,11296666,2979,"*",182,162,220,139
"6835","19",11321272,11327392,6121,"*",331,264,368,259
"6836","19",11342016,11362781,20766,"*",1103,961,1132,706
"6837","19",11372565,11375833,3269,"*",183,175,277,221
"6838","19",11377256,11379068,1813,"*",88,77,173,158
"6839","19",11380454,11385267,4814,"*",277,280,299,203
"6840","19",11434747,11436868,2122,"*",120,139,191,162
"6841","19",11474904,11487904,13001,"*",785,770,706,510
"6842","19",11623903,11625031,1129,"*",35,47,65,66
"6843","19",11639449,11640591,1143,"*",54,53,90,61
"6844","19",11693864,11695620,1757,"*",93,100,143,102
"6845","19",11736794,11739491,2698,"*",106,120,255,171
"6846","19",11766643,11769176,2534,"*",122,99,210,154
"6847","19",11797523,11799016,1494,"*",114,105,231,153
"6848","19",11813536,11815030,1495,"*",106,97,207,137
"6849","19",11987470,11989153,1684,"*",76,58,157,101
"6850","19",12052081,12053653,1573,"*",96,85,173,133
"6851","19",12138931,12141972,3042,"*",132,110,258,236
"6852","19",12293250,12295322,2073,"*",74,100,148,122
"6853","19",12363442,12366248,2807,"*",105,114,197,116
"6854","19",12550994,12552991,1998,"*",71,58,136,120
"6855","19",12638930,12641594,2665,"*",70,96,105,79
"6856","19",12672147,12673470,1324,"*",55,83,121,54
"6857","19",12736680,12738681,2002,"*",159,136,218,147
"6858","19",12757653,12762940,5288,"*",202,169,204,144
"6859","19",12769683,12775954,6272,"*",326,301,334,191
"6860","19",12777520,12780421,2902,"*",142,136,226,148
"6861","19",12781533,12787285,5753,"*",407,400,554,326
"6862","19",12788347,12791974,3628,"*",226,205,305,194
"6863","19",12795359,12797509,2151,"*",153,125,152,110
"6864","19",12799659,12804380,4722,"*",282,263,335,202
"6865","19",12805474,12807471,1998,"*",93,75,105,48
"6866","19",12824698,12844721,20024,"*",1221,1112,1434,881
"6867","19",12879773,12882548,2776,"*",141,169,174,136
"6868","19",12883952,12892364,8413,"*",625,523,502,325
"6869","19",12912389,12914419,2031,"*",78,92,169,105
"6870","19",12936380,12940932,4553,"*",207,193,299,203
"6871","19",12977614,12991823,14210,"*",815,797,974,641
"6872","19",12992659,13041107,48449,"*",2224,2243,3976,2561
"6873","19",13049952,13074584,24633,"*",1428,1448,2464,1729
"6874","19",13089030,13096727,7698,"*",472,436,716,428
"6875","19",13161807,13165727,3921,"*",194,217,382,267
"6876","19",13169091,13171397,2307,"*",116,87,205,147
"6877","19",13206740,13216418,9679,"*",700,685,611,326
"6878","19",13219843,13233159,13317,"*",781,690,737,495
"6879","19",13237178,13248630,11453,"*",648,561,742,486
"6880","19",13620680,13622983,2304,"*",84,85,197,161
"6881","19",13730692,13732152,1461,"*",36,41,110,82
"6882","19",13747607,13748978,1372,"*",54,52,92,72
"6883","19",13774184,13775779,1596,"*",55,54,103,73
"6884","19",13780705,13783701,2997,"*",60,71,164,148
"6885","19",13787879,13789277,1399,"*",60,56,97,78
"6886","19",13793803,13798374,4572,"*",134,164,313,193
"6887","19",13833085,13834770,1686,"*",103,95,139,78
"6888","19",13858857,13867964,9108,"*",413,419,619,380
"6889","19",13879136,13890942,11807,"*",821,787,726,498
"6890","19",13926348,13936563,10216,"*",635,567,537,334
"6891","19",13937470,13939697,2228,"*",223,214,129,101
"6892","19",13951916,13956852,4937,"*",245,239,233,145
"6893","19",14027366,14032658,5293,"*",368,333,339,247
"6894","19",14049969,14063178,13210,"*",835,831,777,497
"6895","19",14067998,14075823,7826,"*",543,483,431,289
"6896","19",14087969,14093777,5809,"*",271,233,300,173
"6897","19",14135463,14139029,3567,"*",173,173,289,215
"6898","19",14144980,14153228,8249,"*",586,489,639,427
"6899","19",14352671,14354840,2170,"*",54,71,109,99
"6900","19",14361495,14365772,4278,"*",162,185,236,168
"6901","19",14400993,14402850,1858,"*",95,58,132,92
"6902","19",14430763,14437236,6474,"*",300,311,359,213
"6903","19",14494714,14498929,4216,"*",212,224,346,231
"6904","19",14505508,14508174,2667,"*",68,67,162,134
"6905","19",14515609,14518934,3326,"*",93,76,193,138
"6906","19",14552737,14557090,4354,"*",196,209,303,190
"6907","19",15099862,15101955,2094,"*",132,101,155,126
"6908","19",15122216,15126110,3895,"*",220,213,263,151
"6909","19",15147486,15150875,3390,"*",169,177,243,204
"6910","19",15173872,15182444,8573,"*",557,543,488,310
"6911","19",15193961,15203486,9526,"*",686,646,686,452
"6912","19",15243515,15256012,12498,"*",759,657,1109,737
"6913","19",15260656,15268992,8337,"*",314,348,670,402
"6914","19",15279637,15281758,2122,"*",88,83,177,122
"6915","19",15287665,15290264,2600,"*",93,97,209,145
"6916","19",15323367,15325445,2079,"*",47,45,154,106
"6917","19",15417438,15420765,3328,"*",138,124,243,169
"6918","19",15478826,15480618,1793,"*",119,97,129,79
"6919","19",15550406,15557573,7168,"*",320,326,445,293
"6920","19",15583233,15585937,2705,"*",125,131,145,86
"6921","19",15868922,15871902,2981,"*",91,89,197,146
"6922","19",16013617,16027703,14087,"*",919,928,725,455
"6923","19",16029187,16040336,11150,"*",604,622,559,392
"6924","19",16061862,16063141,1280,"*",48,37,105,70
"6925","19",16110751,16113238,2488,"*",92,114,172,112
"6926","19",16157115,16162243,5129,"*",233,213,378,237
"6927","19",16247384,16250494,3111,"*",177,157,193,147
"6928","19",16275551,16279664,4114,"*",170,174,157,111
"6929","19",16285656,16288002,2347,"*",203,157,149,125
"6930","19",16299568,16304701,5134,"*",217,170,296,207
"6931","19",16330444,16334134,3691,"*",172,139,240,158
"6932","19",16337455,16341095,3641,"*",218,203,280,224
"6933","19",16435322,16438025,2704,"*",66,90,236,178
"6934","19",16440876,16443166,2291,"*",56,72,101,50
"6935","19",16444360,16448170,3811,"*",124,100,283,173
"6936","19",16455493,16466547,11055,"*",492,489,871,543
"6937","19",16470679,16472468,1790,"*",87,67,142,103
"6938","19",16604173,16606931,2759,"*",110,97,203,131
"6939","19",16628222,16629419,1198,"*",30,25,63,46
"6940","19",16659632,16662167,2536,"*",166,157,220,153
"6941","19",16719413,16721462,2050,"*",82,82,141,128
"6942","19",16871682,16904892,33211,"*",2005,1916,1609,1110
"6943","19",17073520,17080669,7150,"*",317,326,634,410
"6944","19",17106313,17108745,2433,"*",89,89,183,115
"6945","19",17234943,17237470,2528,"*",121,142,157,102
"6946","19",17240408,17250470,10063,"*",510,498,578,338
"6947","19",17279838,17284348,4511,"*",300,318,307,203
"6948","19",17300516,17306829,6314,"*",283,271,363,214
"6949","19",17309090,17314944,5855,"*",293,270,483,302
"6950","19",17332471,17335392,2922,"*",134,143,198,129
"6951","19",17336665,17342335,5671,"*",338,297,356,210
"6952","19",17344685,17350953,6269,"*",320,297,420,272
"6953","19",17389697,17395675,5979,"*",289,247,302,213
"6954","19",17419741,17421171,1431,"*",73,72,114,69
"6955","19",17445255,17450604,5350,"*",219,196,287,206
"6956","19",17451970,17456629,4660,"*",287,274,250,167
"6957","19",17467718,17473419,5702,"*",290,254,351,233
"6958","19",17495571,17501330,5760,"*",252,259,349,208
"6959","19",17555055,17556719,1665,"*",66,80,147,88
"6960","19",17579150,17586789,7640,"*",285,278,348,253
"6961","19",17718944,17723285,4342,"*",196,167,241,175
"6962","19",17746580,17758633,12054,"*",673,644,723,526
