"","CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"7402",11,50456794,50471036,769,713,811,562
"7403",11,50486968,50497500,549,556,643,415
"7404",11,50500043,50502355,241,253,206,119
"7405",11,50522965,50526570,137,148,175,116
"7406",11,50546406,50573962,1854,1802,1359,847
"7407",11,50676149,50684007,372,357,388,271
"7408",11,50695436,50708903,652,644,613,392
"7409",11,50710246,50728547,1133,1114,915,574
"7410",11,50906217,50913560,454,456,522,371
"7411",11,50919122,50922840,200,181,298,231
"7412",11,51106895,51110026,128,125,151,124
"7413",11,51115248,51131025,1017,920,853,611
"7414",11,51165784,51171170,286,298,335,246
"7415",11,51335279,51345217,475,425,461,325
"7416",11,51362697,51369279,361,384,596,321
"7417",11,51472871,51474827,70,85,124,97
"7418",11,51660188,51661375,44,49,48,42
"7419",11,51687546,51692150,247,258,456,285
"7420",11,51735314,51737395,79,77,142,135
"7421",11,51797182,51800293,139,138,250,200
"7422",11,52188680,52192115,72,97,232,168
"7423",11,52637111,52639002,86,88,178,128
"7424",11,52896657,52898013,72,60,139,112
"7425",11,52961843,52963652,58,64,187,155
"7426",11,53182400,53184667,60,74,177,147
"7427",11,53807399,53812739,262,276,225,154
"7428",11,53851788,53853351,67,61,170,141
"7429",11,53867342,53871589,141,152,204,132
"7430",11,53878902,53893643,795,778,777,531
"7431",11,53902152,53914112,781,764,597,438
"7432",11,53962188,53968162,316,258,279,165
"7433",11,53975614,53996507,1053,1035,1058,715
"7434",11,54019044,54022617,124,125,175,142
"7435",11,54094520,54097145,168,150,132,69
"7436",11,54135970,54141897,370,326,337,209
"7437",11,54158775,54161320,142,142,175,135
"7438",11,54165046,54175394,436,416,468,290
"7439",11,54186518,54192526,268,300,303,218
"7440",11,54206503,54212308,467,459,578,373
"7441",11,54244688,54260951,1012,988,787,537
"7442",11,54265265,54267343,87,71,127,79
"7443",11,54385142,54389349,273,239,234,205
"7444",11,54391108,54392540,100,90,137,103
"7445",11,54414629,54423259,615,571,647,369
"7446",11,54424203,54436579,822,828,757,505
"7447",11,54458014,54466207,392,366,438,240
"7448",11,54473055,54476047,154,153,159,103
"7449",11,54477083,54479092,117,107,169,132
"7450",11,55066042,55077743,603,571,640,435
"7451",11,55079072,55093223,891,890,998,562
"7452",11,55111640,55120087,440,462,507,313
"7453",11,55140863,55142258,97,88,113,78
"7454",11,55143145,55151949,566,551,557,388
"7455",11,55155911,55162267,464,469,450,274
"7456",11,55163520,55167941,250,223,275,169
"7457",11,55172660,55182787,602,641,604,393
"7458",11,55209038,55210649,138,120,181,131
"7459",11,55215925,55217366,58,77,130,84
"7460",11,55319654,55323284,296,288,197,141
"7461",11,55338459,55349063,805,770,695,419
"7462",11,55350193,55394469,3067,2917,2837,1883
"7463",11,55414570,55422526,375,320,378,270
"7464",11,55437464,55448141,756,755,711,452
"7465",11,55449152,55471419,1339,1258,1323,838
"7466",11,55472541,55504783,1851,1834,1777,1200
"7467",11,55543593,55547722,277,269,259,175
"7468",11,55585052,55587692,97,97,164,113
"7469",11,55597981,55601873,122,103,195,143
"7470",11,55631703,55632864,49,59,112,72
"7471",11,56293987,56296468,89,125,110,88
"7472",11,56403752,56405430,41,44,170,109
"7473",11,56507446,56509303,86,72,166,124
"7474",11,57301423,57303346,83,82,257,221
"7475",11,57319960,57321833,33,34,133,95
"7476",11,57434717,57436793,71,84,216,142
"7477",11,57632196,57635007,77,81,186,132
"7478",11,57812406,57815595,105,96,223,175
"7479",11,58304382,58306032,41,33,106,104
"7480",11,58393257,58402382,429,363,473,340
"7481",11,58406433,58410182,189,199,260,182
"7482",12,550889,553576,164,173,203,134
"7483",12,584787,589816,235,242,267,159
"7484",12,671993,677979,289,304,493,313
"7485",12,1306101,1310862,205,176,279,151
"7486",12,1538125,1554257,847,793,835,531
"7487",12,1556371,1558035,94,110,145,108
"7488",12,1582947,1592449,603,574,615,343
"7489",12,1611885,1615316,201,165,282,198
"7490",12,1672074,1678949,263,238,421,284
"7491",12,1715652,1717834,74,82,173,109
"7492",12,1718653,1722919,137,125,251,155
"7493",12,1728935,1732684,103,113,331,214
"7494",12,1736750,1753155,821,721,1178,692
"7495",12,1754103,1756724,178,157,256,185
"7496",12,1766247,1772645,413,400,353,240
"7497",12,1854712,1857453,111,113,223,156
"7498",12,1862673,1872325,691,677,816,557
"7499",12,1884760,1888282,124,120,245,191
"7500",12,1896441,1904118,301,286,495,308
"7501",12,1987502,1998942,561,525,668,473
"7502",12,2010223,2017207,194,196,492,294
"7503",12,2022004,2023683,63,71,122,77
"7504",12,2024907,2028463,156,124,330,194
"7505",12,2056516,2059589,94,81,222,144
"7506",12,2613370,2614999,63,69,121,65
"7507",12,2660808,2672872,708,706,906,512
"7508",12,3282200,3286609,207,190,279,163
"7509",12,3302485,3304395,81,75,151,117
"7510",12,3421923,3424300,55,60,161,108
"7511",12,3463592,3471065,371,366,594,367
"7512",12,3534573,3537135,110,98,180,127
"7513",12,3641310,3659914,1066,938,962,646
"7514",12,3777771,3781211,140,108,191,98
"7515",12,5979655,5982203,86,77,106,72
"7516",12,6504215,6508067,88,70,211,208
"7517",12,7003693,7013006,546,557,805,543
"7518",12,7013831,7015927,79,73,173,99
"7519",12,8469585,8471212,80,82,180,108
"7520",12,8622246,8629772,469,480,381,223
"7521",12,8803939,8806036,37,22,104,82
"7522",12,9070937,9072740,55,65,202,133
"7523",12,9135935,9141524,271,208,359,227
"7524",12,9178200,9181035,82,84,278,192
"7525",12,9189986,9192092,80,83,197,118
"7526",12,9229217,9237110,333,345,677,462
"7527",12,9248732,9252433,101,88,258,185
"7528",12,9286540,9289747,60,76,275,195
"7529",12,9377325,9379407,72,87,163,98
"7530",12,9629394,9633624,89,117,262,183
"7531",12,9636406,9641038,163,157,405,282
"7532",12,9653825,9656789,92,111,251,219
"7533",12,9665175,9667023,70,61,198,101
"7534",12,9702624,9705194,78,101,213,132
"7535",12,9791845,9804402,647,577,801,547
"7536",12,9806068,9816434,531,504,503,307
"7537",12,10025955,10049903,1141,1034,1122,759
"7538",12,10069930,10081104,590,510,516,324
"7539",12,10093696,10098435,207,217,266,195
"7540",12,10121822,10124826,90,81,150,92
"7541",12,10135383,10137842,86,87,205,154
"7542",12,10140491,10146730,311,317,363,201
"7543",12,10252767,10261179,532,523,647,373
"7544",12,10264153,10274524,561,510,648,358
"7545",12,10275758,10280482,280,275,371,261
"7546",12,10281629,10290955,690,662,1098,732
"7547",12,10326153,10331372,198,167,443,290
"7548",12,10370015,10373374,177,214,263,171
"7549",12,10399816,10410221,385,351,890,670
"7550",12,10430170,10437912,518,488,630,375
"7551",12,10451943,10457274,302,277,395,272
"7552",12,10493174,10507287,934,918,1059,658
"7553",12,10658028,10660541,101,79,233,208
"7554",12,10706952,10710266,129,125,166,106
"7555",12,10816873,10818167,59,42,88,67
"7556",12,10828139,10840527,835,728,815,464
"7557",12,10842799,10844674,96,95,197,148
"7558",12,10900184,10901891,74,38,157,89
"7559",12,10903651,10927419,1410,1281,1226,808
"7560",12,10930426,10937314,378,421,705,424
"7561",12,11118678,11127293,478,434,446,302
"7562",12,11374464,11377822,150,126,201,165
"7563",12,11480586,11484566,230,197,256,151
"7564",12,11537898,11545417,468,406,474,300
"7565",12,11550298,11554831,300,230,404,289
"7566",12,11571242,11601767,1610,1452,1737,1114
"7567",12,11674920,11688815,730,712,977,639
"7568",12,11695517,11704705,396,408,647,448
"7569",12,11710177,11711879,57,43,145,93
"7570",12,11738418,11751394,620,592,963,652
"7571",12,11753067,11755737,163,156,303,216
"7572",12,11828620,11830967,112,124,225,169
"7573",12,11861115,11866784,271,256,377,284
"7574",12,11899300,11901728,114,93,187,137
"7575",12,12046457,12047668,36,33,92,65
"7576",12,12054496,12062647,247,241,632,474
"7577",12,12105168,12106930,60,50,122,90
"7578",12,12155034,12157160,61,53,180,136
"7579",12,12176165,12178769,78,78,236,172
"7580",12,12316067,12320041,86,89,327,255
"7581",12,12321059,12322817,35,36,160,104
"7582",12,12506086,12509356,80,67,240,206
"7583",12,12587273,12588840,37,38,176,149
"7584",12,12619448,12620864,61,67,220,160
"7585",12,12714410,12724257,228,203,796,598
"7586",12,14631524,14635673,256,247,416,221
"7587",12,15041242,15044106,132,129,245,208
"7588",12,15576978,15579380,103,77,135,115
"7589",12,15719655,15739480,1054,930,1401,945
"7590",12,15912206,15915019,115,136,179,126
"7591",12,15919092,15923748,233,221,368,249
"7592",12,16648768,16651236,128,107,207,137
"7593",12,17625448,17629837,159,158,364,305
"7594",12,19118642,19122162,209,181,232,192
"7595",12,19472477,19475863,134,96,209,169
"7596",12,19648412,19651753,45,45,175,154
"7597",12,19794342,19803036,423,397,652,427
"7598",12,19911074,19912665,50,29,195,214
"7599",12,20061278,20066875,159,143,404,271
"7600",12,20070374,20072363,60,56,192,120
"7601",12,20138862,20142143,151,156,299,204
"7602",12,20164269,20172026,274,282,615,379
"7603",12,20229932,20233206,164,154,350,227
"7604",12,20235803,20237084,43,38,127,75
"7605",12,20378403,20379541,97,94,162,104
"7606",12,20395389,20396927,74,79,131,88
"7607",12,20410373,20411901,95,66,179,122
"7608",12,20419143,20435262,953,811,1118,779
"7609",12,20449732,20455134,121,139,359,292
"7610",12,20473019,20475696,134,136,219,174
"7611",12,20486806,20492708,299,272,464,348
"7612",12,20496176,20498085,96,86,245,177
"7613",12,20509051,20517484,344,258,635,404
"7614",12,20557847,20569986,642,628,978,669
"7615",12,20576340,20581296,203,183,475,346
"7616",12,20582234,20586193,201,195,449,310
"7617",12,20587466,20601094,519,490,1136,766
"7618",12,20608859,20610275,66,70,168,112
"7619",12,20659792,20672878,887,797,763,474
"7620",12,20673936,20678129,190,206,324,192
"7621",12,23288767,23301399,322,277,909,546
"7622",12,23350129,23352612,163,140,201,104
"7623",12,23380938,23388451,410,415,417,237
"7624",12,23432993,23437214,173,138,286,187
"7625",12,23491032,23511663,1091,980,1235,767
"7626",12,23518207,23521932,177,149,280,198
"7627",12,23560952,23572323,624,579,802,513
"7628",12,23595479,23596895,77,67,164,123
"7629",12,23598380,23605471,164,151,454,240
"7630",12,23649236,23651971,112,132,241,172
"7631",12,24015633,24018178,126,158,192,138
"7632",12,24046059,24048048,57,56,167,115
"7633",12,24083465,24085836,108,114,203,133
"7634",12,24489592,24492958,76,81,227,175
"7635",12,24825385,24828860,129,141,240,161
"7636",12,24916263,24927201,554,514,633,419
"7637",12,25041114,25046214,253,252,387,205
"7638",12,25077953,25079952,81,72,202,192
"7639",12,25104709,25106335,70,62,133,117
"7640",12,25194105,25196830,93,122,142,111
"7641",12,25341899,25344652,179,150,197,117
"7642",12,25371372,25382187,569,547,684,469
"7643",12,25697251,25700898,164,153,264,219
"7644",12,25877472,25879471,40,49,123,90
"7645",12,25971649,25973413,63,71,132,119
"7646",12,26011505,26013138,89,92,172,161
"7647",12,26017437,26018826,79,91,162,128
"7648",12,26033169,26034292,51,53,141,79
"7649",12,26169103,26180754,608,590,609,340
"7650",12,26329265,26330930,31,52,122,123
"7651",12,26453262,26467343,894,879,757,459
"7652",12,26500897,26525410,1588,1583,1482,993
"7653",12,26526640,26538603,791,752,792,534
"7654",12,26540373,26543882,147,158,209,139
"7655",12,26548473,26586983,3354,3187,2992,1919
"7656",12,26626753,26638707,738,613,855,589
"7657",12,26639765,26655953,714,661,1172,740
"7658",12,26677355,26718287,2079,2043,3006,1880
"7659",12,26719329,26728088,449,474,803,501
"7660",12,26757660,26759928,102,99,216,185
"7661",12,26784833,26787184,55,75,140,109
"7662",12,26839899,26842345,84,113,166,133
"7663",12,26843597,26853176,526,545,544,343
"7664",12,26911846,26917718,309,297,421,287
"7665",12,26921472,26923587,126,122,184,118
"7666",12,26931581,26936465,253,239,291,194
"7667",12,26941470,26952407,750,632,827,546
"7668",12,26955840,26962151,280,281,269,219
"7669",12,26981064,26983635,81,79,203,152
"7670",12,26988013,26992087,178,154,412,349
"7671",12,27075258,27089933,817,751,815,453
"7672",12,27169759,27171172,71,65,103,58
"7673",12,27253856,27269810,1167,1013,1087,723
"7674",12,27298140,27299465,84,81,99,61
"7675",12,27320974,27328488,150,142,380,250
"7676",12,27700770,27707233,153,165,580,445
"7677",12,27714377,27717546,119,126,285,153
"7678",12,27719750,27725779,184,204,740,493
"7679",12,27753694,27756007,47,51,138,124
"7680",12,27760411,27763916,42,55,250,191
"7681",12,27794971,27801404,126,129,611,460
"7682",12,27807257,27811555,62,74,308,248
"7683",12,27992770,27994162,21,18,113,96
"7684",12,28231099,28234098,66,63,230,173
"7685",12,28354981,28370874,917,872,1205,749
"7686",12,28386108,28393016,229,247,638,411
"7687",12,28396848,28410291,362,337,1130,801
"7688",12,28444523,28456360,459,497,854,579
"7689",12,28506364,28510487,88,76,289,208
"7690",12,28582868,28585309,105,107,198,170
"7691",12,28610392,28612531,115,105,266,202
"7692",12,28657210,28658923,23,31,126,83
"7693",12,28661407,28665820,141,149,520,384
"7694",12,28673619,28689004,393,381,1264,896
"7695",12,28691590,28694134,81,85,229,157
"7696",12,28716112,28718721,32,34,180,118
"7697",12,29221229,29230152,465,457,728,469
"7698",12,29746764,29751124,98,89,267,254
"7699",12,29877790,29881292,112,101,266,234
"7700",12,29918411,29923476,290,292,431,244
"7701",12,29963286,29966876,217,208,289,198
"7702",12,30024395,30028448,160,163,234,165
"7703",12,30071647,30075604,175,155,212,149
"7704",12,30107753,30117252,314,300,719,497
"7705",12,30133819,30137580,92,85,222,181
"7706",12,30206926,30210109,79,83,124,83
"7707",12,30226839,30240810,726,658,774,522
"7708",12,30662499,30666811,78,60,225,153
"7709",12,31232001,31236882,167,185,310,234
"7710",12,31315918,31320261,115,118,296,183
"7711",12,31400887,31402134,53,58,136,126
"7712",12,33133327,33135273,227,242,258,225
"7713",12,33597651,33600789,70,70,164,136
"7714",12,36376042,36378466,37,40,194,118
"7715",12,36379442,36384473,78,90,389,251
"7716",12,36452765,36461771,108,96,577,435
"7717",12,37376171,37378912,96,93,215,167
"7718",12,37588352,37590755,25,29,181,142
"7719",12,37623376,37626544,74,60,206,166
"7720",12,37710986,37712196,23,23,143,134
"7721",12,37775141,37781397,191,163,508,380
"7722",12,37831157,37833911,59,65,172,107
"7723",12,38091174,38093955,60,56,213,165
"7724",12,38394977,38398550,168,183,191,176
"7725",12,38440944,38444980,177,167,307,236
"7726",12,38720579,38723039,77,77,182,132
"7727",12,39434451,39438267,80,73,250,187
"7728",12,39837915,39839857,118,91,190,131
"7729",12,41838746,41841709,89,106,242,164
"7730",12,41936048,41939464,208,180,252,171
"7731",12,41963304,41968603,207,201,359,236
"7732",12,42116903,42118690,27,22,126,109
"7733",12,42132486,42134154,80,94,154,109
"7734",12,42341165,42344025,83,73,221,112
"7735",12,42765939,42771001,253,248,298,192
"7736",12,42827533,42831150,202,215,258,214
"7737",12,42924585,42939120,650,635,773,472
"7738",12,42967521,42981084,775,687,855,564
"7739",12,43038123,43047970,557,510,892,599
"7740",12,43048792,43052624,238,210,369,239
"7741",12,43053961,43060965,495,430,651,404
"7742",12,43067557,43072402,270,254,436,261
"7743",12,43073427,43079701,230,245,572,391
"7744",12,43080847,43089012,264,218,635,432
"7745",12,43104280,43109435,184,162,379,273
"7746",12,43123989,43138824,764,760,1153,749
"7747",12,43157434,43164219,339,329,565,387
"7748",12,43167747,43172341,238,231,454,286
"7749",12,43217928,43222475,119,114,322,205
"7750",12,43224196,43229918,270,253,466,308
"7751",12,43293468,43295500,91,77,199,153
"7752",12,43340058,43342991,82,68,207,152
"7753",12,43455021,43458251,71,65,188,161
"7754",12,43612382,43613961,70,68,118,107
"7755",12,43636900,43638539,85,70,146,102
"7756",12,43877730,43879784,124,107,180,146
"7757",12,44043190,44046821,126,125,184,123
"7758",12,44096907,44104931,412,380,488,376
"7759",12,44167832,44171376,71,86,195,164
"7760",12,44917002,44919496,93,101,233,168
"7761",12,44928442,44945006,980,949,928,551
"7762",12,44945968,44963040,953,917,1118,666
"7763",12,45698594,45702580,89,78,280,186
"7764",12,45850767,45853177,69,68,220,161
"7765",12,45859919,45861409,31,43,145,107
"7766",12,45938126,45939616,46,58,188,176
"7767",12,45941254,45947253,130,139,480,370
"7768",12,45960255,45965112,136,149,318,241
"7769",12,45991563,45994204,48,51,225,171
"7770",12,46067428,46069076,25,27,121,115
"7771",12,46072627,46076430,74,70,278,174
"7772",12,46150477,46152026,49,47,190,124
"7773",12,46161813,46172940,381,339,867,553
"7774",12,46229244,46233624,174,170,349,232
"7775",12,46313140,46316834,72,63,254,182
"7776",12,46324600,46340514,353,308,1112,762
"7777",12,46486565,46494118,268,237,546,375
"7778",12,46796403,46806817,291,242,878,598
"7779",12,46810798,46814120,105,91,292,211
"7780",12,46835680,46838211,83,99,224,174
"7781",12,46845097,46851413,228,214,684,437
"7782",12,46853759,46856903,76,77,297,211
"7783",12,46872124,46875520,135,100,339,253
"7784",12,46909035,46910920,90,92,319,257
"7785",12,46913631,46917262,91,124,313,243
"7786",12,46953603,46960937,204,194,428,273
"7787",12,47024727,47030894,365,345,492,314
"7788",12,47042306,47048292,288,242,433,274
"7789",12,47063120,47066584,95,77,253,152
"7790",12,47067998,47081300,668,591,1188,792
"7791",12,47088341,47089525,57,56,123,70
"7792",12,47189601,47196002,142,136,523,368
"7793",12,47309541,47312291,150,144,303,215
"7794",12,47323082,47325135,127,95,183,111
"7795",12,47360980,47362399,48,59,125,88
"7796",12,47532863,47538494,244,177,462,294
"7797",12,47629076,47633279,183,208,316,229
"7798",12,48110582,48112455,27,39,128,59
"7799",12,48313128,48316420,102,84,241,123
"7800",12,48530266,48531773,56,64,130,87
"7801",12,50490585,50493579,67,71,129,90
"7802",12,54329642,54331666,54,61,149,105
"7803",12,54455100,54459562,85,97,315,219
"7804",12,54482519,54484490,63,50,262,222
"7805",12,54585227,54586817,16,17,116,104
"7806",12,54632803,54637053,72,60,275,203
"7807",12,54656863,54659711,113,137,248,185
"7808",12,54663401,54668495,156,159,461,331
"7809",12,54679923,54681614,69,66,117,89
"7810",12,54903711,54904885,45,51,172,135
"7811",12,54944305,54946739,108,98,206,161
"7812",12,55050372,55052309,35,30,124,117
"7813",12,55887696,55889485,33,49,139,124
"7814",12,55921620,55924245,109,87,274,172
"7815",12,56181411,56188559,340,304,296,186
"7816",12,60549027,60556213,419,388,518,275
"7817",12,60756089,60757416,33,38,117,74
"7818",12,61620080,61621343,51,62,164,130
"7819",12,62291710,62295172,98,82,254,174
"7820",12,62654216,62655426,26,20,102,108
"7821",12,62704867,62708551,80,82,248,211
"7822",12,63698457,63699958,34,34,129,116
"7823",12,63840292,63843065,70,71,193,128
"7824",12,63875160,63876555,31,19,141,141
"7825",12,64272389,64275764,76,67,241,208
"7826",12,64337434,64340142,111,90,220,153
"7827",12,64640103,64645458,130,110,354,245
"7828",12,64652236,64656482,65,72,255,163
"7829",12,64748617,64753129,171,169,402,252
"7830",12,64769825,64771816,115,95,225,183
"7831",12,64828357,64840436,313,296,721,507
"7832",12,64936851,64945056,494,465,482,298
"7833",12,64974709,64977251,93,89,237,172
"7834",12,65039776,65041067,79,57,117,61
"7835",12,65053549,65058253,208,213,346,252
"7836",12,65064795,65066335,60,63,154,110
"7837",12,65129012,65131264,50,66,179,96
"7838",12,65319549,65321365,62,61,199,167
"7839",12,65374790,65391318,334,341,939,582
"7840",12,65662178,65664486,57,76,159,126
"7841",12,66334006,66335099,52,34,109,100
"7842",12,66364184,66365700,49,64,150,110
"7843",12,66494519,66496592,50,39,172,116
"7844",12,66574822,66579142,227,225,284,149
"7845",12,67311586,67312948,20,13,74,86
"7846",12,67839509,67840901,37,30,70,49
"7847",12,67997265,67999129,40,61,156,125
"7848",12,68356325,68358415,60,65,163,85
"7849",12,68466082,68467707,28,50,113,87
"7850",12,68653033,68657716,209,230,312,217
"7851",12,68714965,68717590,76,79,158,121
"7852",12,68804070,68810177,171,123,454,299
"7853",12,68907559,68912487,71,68,316,257
"7854",12,68934233,68938551,125,81,397,248
"7855",12,68943571,68945099,72,51,177,126
"7856",12,68971126,68974657,52,51,281,242
"7857",12,69045695,69046823,27,29,128,114
"7858",12,69138357,69139596,30,20,119,88
"7859",12,69185117,69187240,46,52,141,146
"7860",12,69296346,69300560,215,205,341,236
"7861",12,69304717,69309530,296,277,450,245
"7862",12,69436844,69438094,52,52,103,87
"7863",12,69741279,69744047,98,123,218,144
"7864",12,69829233,69830757,63,63,133,84
"7865",12,69914205,69916100,55,75,189,125
"7866",12,69954609,69956038,80,57,121,80
"7867",12,70140775,70143930,95,112,243,176
"7868",12,70257437,70259079,85,64,141,94
"7869",12,70339560,70343268,124,143,191,163
"7870",12,70523125,70526769,172,178,357,285
"7871",12,70596204,70597552,60,57,134,113
"7872",12,70606103,70611266,275,228,383,305
"7873",12,70639706,70644148,233,212,346,245
"7874",12,70644993,70648280,160,158,272,188
"7875",12,70684776,70688055,85,82,214,118
"7876",12,70860444,70863181,131,108,205,143
"7877",12,70870357,70874394,264,240,286,235
"7878",12,70890519,70902957,841,771,842,574
"7879",12,70945511,70948944,184,177,401,291
"7880",12,71225956,71227764,79,118,175,101
"7881",12,71274972,71278204,107,125,262,182
"7882",12,71451462,71453626,91,68,162,108
"7883",12,71491842,71493111,38,34,116,94
"7884",12,71510134,71514469,279,270,307,193
"7885",12,71543620,71570915,1704,1605,1901,1121
"7886",12,71572499,71617456,2799,2729,2752,1761
"7887",12,71710141,71722005,467,445,1133,797
"7888",12,71741478,71750883,699,634,1198,866
"7889",12,71776131,71805270,1564,1584,2323,1432
"7890",12,71873217,71887595,460,474,1098,751
"7891",12,71948476,71953489,122,120,500,371
"7892",12,72031098,72043074,424,405,1033,700
"7893",12,72112264,72116751,328,330,578,403
"7894",12,72130042,72161133,2461,2269,2671,1596
"7895",12,72263084,72265126,80,60,121,105
"7896",12,72862083,72864838,89,84,200,112
"7897",12,72886300,72890419,228,217,340,203
"7898",12,72890963,72898935,570,548,628,398
"7899",12,72909473,72944125,2097,1783,1977,1284
"7900",12,72972439,72975028,99,88,144,86
"7901",12,73109573,73113251,189,184,267,173
"7902",12,73156176,73158471,147,140,150,110
"7903",12,73172178,73178997,611,533,550,319
"7904",12,73212035,73215506,107,100,209,157
"7905",12,73218313,73221405,117,119,157,103
"7906",12,73232409,73235857,143,138,258,164
"7907",12,73243219,73245700,102,101,179,141
"7908",12,73295229,73298055,140,99,279,196
"7909",12,73858735,73860295,27,32,95,76
"7910",12,73890343,73903506,855,784,858,583
"7911",12,73907021,73910098,164,145,203,164
"7912",12,73921131,73922512,62,55,95,72
"7913",12,73979092,73980192,67,60,130,111
"7914",12,73993502,74008367,683,673,955,573
"7915",12,74198236,74200521,38,59,165,124
"7916",12,74379226,74381477,90,72,104,71
"7917",12,74438271,74442579,137,178,336,238
"7918",12,74457125,74462754,235,214,359,234
"7919",12,74480760,74483597,141,155,136,114
"7920",12,74528737,74531432,129,141,225,164
"7921",12,74558377,74562800,180,150,287,156
"7922",12,74653594,74656717,138,123,218,153
"7923",12,74714865,74716079,70,68,112,84
"7924",12,74739420,74741523,72,57,159,114
"7925",12,74841906,74847339,190,168,474,322
"7926",12,74893393,74895236,35,34,162,114
"7927",12,74914639,74919631,138,116,421,265
"7928",12,74924466,74927656,115,91,332,236
"7929",12,75053492,75056749,90,103,259,205
"7930",12,75196218,75202246,299,273,513,356
"7931",12,75310871,75312401,37,29,106,75
"7932",12,75499258,75503784,47,38,260,186
"7933",12,75522537,75524674,60,56,262,179
"7934",12,75602407,75610760,240,238,766,591
"7935",12,79393183,79394847,26,27,119,104
"7936",12,80053578,80054956,28,18,133,112
"7937",12,80071516,80074260,43,64,111,64
"7938",12,84515750,84517270,52,46,93,72
"7939",12,84740193,84741887,72,80,175,96
"7940",12,84806068,84808165,55,72,160,121
"7941",12,84845478,84847861,89,72,220,152
"7942",12,84849060,84853084,86,107,365,234
"7943",12,84897750,84898916,34,34,86,77
"7944",12,84904564,84908509,92,100,246,159
"7945",12,84945865,84947057,43,47,135,99
"7946",12,84957982,84961176,57,61,215,155
"7947",12,85063179,85069248,261,223,266,245
"7948",12,85160649,85165275,182,177,277,203
"7949",12,85208381,85217635,399,370,570,374
"7950",12,85242342,85245359,147,95,158,106
"7951",12,85247989,85250171,47,63,163,116
"7952",12,85251716,85261486,363,326,720,472
"7953",12,85276787,85286408,320,307,449,255
"7954",12,85429173,85441099,709,644,994,584
"7955",12,85455989,85458979,99,85,253,203
"7956",12,85501175,85506406,177,174,429,279
"7957",12,85584031,85586092,66,51,147,95
"7958",12,85660957,85669278,489,414,690,411
"7959",12,85677039,85683308,323,330,442,298
"7960",12,85727918,85731078,165,160,158,105
"7961",12,85736768,85781311,4208,3999,4413,2849
"7962",12,85782760,85793723,852,809,949,628
"7963",12,85794163,85804772,619,552,775,508
"7964",12,85807090,85816016,486,416,437,298
"7965",12,85827005,85829000,111,98,172,100
"7966",12,85883549,85891417,406,400,438,297
"7967",12,86329550,86341449,591,551,633,476
"7968",12,86393155,86395462,64,34,172,148
"7969",12,86440759,86443889,58,54,208,128
"7970",12,86805269,86810084,270,240,315,218
"7971",12,88184955,88191834,311,310,467,313
"7972",12,88329634,88331677,95,105,145,101
"7973",12,88468111,88470253,164,118,308,203
"7974",12,88691159,88693109,89,70,160,110
"7975",12,88831233,88833025,54,75,140,97
"7976",12,94869160,94881620,879,878,627,385
"7977",12,95012130,95027697,935,965,1126,724
"7978",12,95028595,95036731,550,521,843,521
"7979",12,95039783,95054854,676,623,1174,814
"7980",12,95055732,95064047,508,483,775,538
"7981",12,95071971,95080331,419,380,556,326
"7982",12,95264359,95283644,1433,1490,1554,1012
"7983",12,95292552,95334980,3360,3192,4238,2603
"7984",12,95336807,95355308,1231,1158,1097,592
"7985",12,95387562,95391673,255,252,278,167
"7986",12,95409872,95414367,201,177,242,199
"7987",12,95760327,95764800,274,260,244,167
"7988",12,96082184,96086387,300,344,269,135
"7989",12,96096910,96126022,2610,2489,2009,1258
"7990",12,96129527,96159833,2424,2357,1995,1153
"7991",12,96173958,96176680,196,164,211,174
"7992",12,96249857,96255402,192,173,334,220
"7993",12,96258048,96262489,154,115,276,156
"7994",12,96402704,96411192,371,332,649,475
"7995",12,96496821,96516076,1196,1127,1465,982
"7996",12,96521456,96541194,1241,1158,1501,903
"7997",12,96759715,96764670,280,261,421,277
"7998",12,96796960,96803385,353,318,441,256
"7999",12,96856596,96862240,347,333,373,272
"8000",12,96863254,96871552,431,389,462,253
"8001",12,96872757,96889244,1246,1168,1112,667
"8002",12,96890542,96901159,650,582,598,330
"8003",12,96923056,96935771,840,740,633,441
"8004",12,96944489,96954915,685,678,570,385
"8005",12,96959528,96963271,181,185,234,152
"8006",12,97662642,97664659,98,94,131,104
"8007",12,97699643,97702999,227,176,298,202
"8008",12,97704624,97721032,982,924,824,565
"8009",12,97723210,97729096,320,286,327,230
"8010",12,97867598,97871771,85,107,347,254
"8011",12,98344000,98351127,333,339,273,172
"8012",12,98355952,98357995,143,150,152,125
"8013",12,98374439,98383630,518,467,728,454
"8014",12,98476295,98481360,210,199,379,255
"8015",12,98559052,98561044,45,45,159,107
"8016",12,98647754,98649864,61,60,161,125
"8017",12,98766022,98769455,142,140,307,192
"8018",12,98796459,98802939,298,247,472,327
"8019",12,98803849,98810294,283,296,564,377
"8020",12,98907358,98917828,729,694,1283,841
"8021",12,99488599,99490863,62,52,165,138
"8022",12,99678951,99681466,49,53,103,103
"8023",12,99878854,99883004,73,84,336,271
"8024",12,99940098,99943452,45,64,176,142
"8025",12,99973904,99975866,16,14,136,90
"8026",12,100013500,100014764,38,23,143,86
"8027",12,100290645,100292492,87,79,196,131
"8028",12,100562376,100564832,85,76,169,113
"8029",12,100612539,100617321,222,190,247,172
"8030",12,100765665,100768860,99,116,288,234
