"CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"20",36349564,36354834,291,266,488,317
"20",36429843,36444736,818,788,804,549
"20",36460755,36470443,427,414,869,568
"20",36480115,36484643,143,155,366,263
"20",36490663,36494832,251,244,458,318
"20",36540609,36551416,733,651,595,381
"20",36571493,36576648,259,288,368,238
"20",36744796,36746403,63,68,124,81
"20",36835203,36837363,98,135,182,136
"20",36859533,36862560,195,174,207,155
"20",36863513,36867277,238,191,215,168
"20",36886049,36888234,130,126,205,130
"20",36950680,36952648,54,60,96,83
"20",37191967,37195965,98,115,283,195
"20",37293371,37296250,67,55,262,215
"20",37534343,37538609,177,154,302,230
"20",37625759,37627621,61,49,103,52
"20",37669302,37672983,179,160,276,199
"20",37880885,37909420,1609,1524,1719,1224
"20",37910415,37924119,840,846,976,611
"20",38107949,38111422,98,77,389,315
"20",38112313,38115541,78,69,252,158
"20",38124977,38145711,993,912,1726,1148
"20",38150026,38174881,935,874,1810,1240
"20",38179685,38182653,71,82,238,187
"20",38208311,38232407,1141,1069,1834,1269
"20",38286594,38288295,52,46,196,137
"20",38302770,38305520,148,159,247,181
"20",38334462,38339588,195,153,271,212
"20",38426114,38428518,116,106,208,148
"20",38580800,38593885,433,410,947,595
"20",38599077,38602574,121,115,340,201
"20",38603874,38605650,36,60,142,115
"20",38631661,38636186,171,178,269,182
"20",38654735,38660885,287,228,367,242
"20",38680233,38681656,44,39,91,76
"20",38710518,38716067,228,248,318,224
"20",38716944,38735571,1236,1156,1218,792
"20",38885492,38896548,553,541,670,406
"20",38917940,38923065,315,283,287,166
"20",38927990,38930188,55,87,150,96
"20",39045920,39056217,547,499,664,457
"20",39067093,39075486,370,331,491,340
"20",39264473,39272132,278,285,525,331
"20",39674588,39677517,111,134,165,158
"20",39773509,39776732,57,48,187,157
"20",39821485,39826354,94,91,383,232
"20",40493032,40495067,98,92,222,157
"20",40560410,40563936,123,121,309,241
"20",40564867,40566876,138,148,307,171
"20",40678409,40696369,1100,1014,1076,678
"20",40706229,40711491,190,168,240,172
"20",40941982,40948236,296,255,410,286
"20",40957076,40964134,391,435,532,383
"20",40990484,40992297,85,86,184,143
"20",41133333,41144644,450,464,900,567
"20",41232281,41235012,72,80,171,158
"20",41329504,41332025,87,110,160,102
"20",41339379,41378775,2360,2286,1887,1250
"20",41386133,41388913,94,107,133,99
"20",41617167,41620144,90,77,147,111
"20",43511950,43516699,214,190,278,215
"20",43730779,43733464,109,102,194,107
"20",43749710,43756076,228,235,502,377
"20",43766201,43768312,131,132,292,195
"20",43936180,43943298,336,334,727,504
"20",43952315,43956402,168,192,390,265
"20",44079293,44081902,101,87,191,149
"20",44186096,44189373,158,150,354,226
"20",44214078,44219901,179,159,335,235
"20",44382964,44384992,71,69,100,94
"20",44386302,44387556,56,45,72,65
"20",44388381,44391869,210,219,299,224
"20",44433160,44434373,65,72,87,83
"20",44494715,44497951,80,73,290,204
"20",44571468,44573788,68,71,156,159
"20",44609273,44611503,65,66,189,130
"20",44641534,44652658,501,497,870,568
"20",44682030,44685807,196,165,323,192
"20",44688384,44707940,1151,1100,1893,1340
"20",44714003,44725215,832,779,942,656
"20",44726100,44733820,331,305,600,439
"20",44738736,44763203,1494,1383,1645,1152
"20",44883549,44887078,91,99,198,134
"20",44958019,44960786,73,79,200,177
"20",44965402,44969792,117,95,271,173
"20",45052858,45054319,21,24,123,108
"20",45104678,45106271,57,42,126,101
"20",45123894,45125181,75,98,106,68
"20",45280233,45295455,717,591,847,584
"20",45296625,45314668,866,811,909,603
"20",45316038,45319812,283,285,352,247
"20",45335423,45348952,741,666,1456,960
"20",45357507,45361515,155,143,423,277
"20",45417887,45420319,95,106,191,136
"20",45435713,45437500,64,47,152,106
"20",45443768,45451292,329,318,527,373
"20",45467799,45472447,336,291,417,261
"20",45628926,45632645,157,141,169,159
"20",45777904,45784545,200,203,591,408
"20",45856743,45858104,34,62,121,76
"20",45992972,45995812,136,140,261,202
"20",46117791,46124230,349,343,470,315
"20",46185211,46228368,2241,2153,3319,2286
"20",46246886,46259254,617,607,840,597
"20",46346927,46354307,282,290,541,359
"20",46405682,46407877,130,116,214,155
"20",46561916,46569489,241,270,399,259
"20",46571755,46577603,329,308,405,319
"20",46746935,46748386,54,75,108,81
"20",46751455,46754027,90,120,125,123
"20",46814547,46816537,115,90,115,88
"20",47113303,47114442,81,93,118,98
"20",47144647,47154734,540,510,489,376
"20",47272952,47279316,130,90,338,264
"20",47335563,47337076,33,23,122,118
"20",47351066,47353115,33,26,145,132
"20",47662507,47671560,339,361,461,279
"20",47725366,47728740,158,148,219,138
"20",47780763,47787077,261,236,323,204
"20",47809507,47811894,148,128,272,205
"20",47854533,47858724,123,131,322,223
"20",47875597,47880242,156,163,340,216
"20",48024668,48026114,63,54,159,123
"20",48282542,48285164,99,99,157,121
"20",48329557,48330704,49,69,98,73
"20",48530953,48532439,54,51,120,84
"20",48537876,48539939,68,71,110,115
"20",48614058,48633543,969,960,1110,674
"20",48634763,48641133,334,344,533,334
"20",48654462,48660308,356,374,401,276
"20",48667130,48674862,558,570,740,510
"20",48697673,48700766,121,116,214,150
"20",48746992,48754767,546,517,610,369
"20",48818523,48833313,799,753,1056,811
"20",48853464,48854881,62,63,136,107
"20",49186756,49188782,52,39,127,98
"20",49322310,49325836,175,177,312,189
"20",49331730,49334302,158,136,204,153
"20",49342347,49349468,288,247,473,360
"20",49443724,49469390,1533,1391,2325,1515
"20",49477400,49486558,448,419,675,446
"20",49504941,49520316,736,678,1349,899
"20",49532434,49537887,149,141,342,268
"20",49539135,49544638,305,298,519,333
"20",49590505,49596496,265,246,527,353
"20",49602600,49619021,866,830,1343,860
"20",49711914,49715574,90,115,279,176
"20",49765249,49772838,313,268,558,472
"20",49853278,49855076,89,64,162,116
"20",49859190,49861361,49,43,141,103
"20",49882287,49894423,555,550,874,560
"20",49983473,49992102,308,255,677,448
"20",50014393,50020687,300,268,468,292
"20",50027059,50035927,361,329,822,530
"20",50085340,50086944,57,73,160,151
"20",50110098,50113710,80,78,274,189
"20",50119593,50122329,109,116,245,180
"20",50137099,50144747,325,350,712,456
"20",50170648,50173297,134,135,243,165
"20",50230238,50253606,1176,1129,1791,1232
"20",50263714,50290170,1464,1430,1800,1192
"20",50291020,50299424,541,474,760,511
"20",50308416,50314409,327,338,521,430
"20",50319874,50326670,235,246,618,412
"20",50327529,50335503,281,250,576,395
"20",50337707,50348168,721,666,808,547
"20",50376393,50383907,377,349,495,324
"20",50415239,50418090,138,141,174,146
"20",50422201,50424452,106,96,197,158
"20",50434779,50436786,85,93,177,132
"20",50437956,50442079,136,149,293,257
"20",50474901,50476220,39,48,65,65
"20",50482148,50485014,67,72,231,139
"20",50509756,50513090,66,58,280,211
"20",50540636,50542695,40,39,191,157
"20",50559986,50563538,73,65,286,185
"20",50566061,50588567,614,593,1594,1018
"20",50606395,50612238,340,333,299,211
"20",50645241,50646711,83,86,177,157
"20",50723910,50725583,69,72,188,122
"20",50841618,50846038,197,188,294,179
"20",50928696,50932283,66,52,201,141
"20",50979243,50982749,115,109,258,193
"20",50987633,50989903,86,99,186,127
"20",50992631,50997788,169,212,356,235
"20",51008156,51031376,1336,1288,1319,855
"20",51126429,51130008,110,152,239,177
"20",51174627,51177719,149,114,160,119
"20",51273269,51278278,260,223,361,243
"20",51302804,51309525,265,249,324,256
"20",51344835,51346989,109,93,249,180
"20",51354334,51356189,78,74,131,98
"20",51358486,51362487,145,124,322,245
"20",51365711,51367650,64,76,230,159
"20",51454682,51459108,145,127,301,231
"20",51486632,51489491,83,76,214,139
"20",51562201,51564984,105,99,196,133
"20",51639167,51641472,94,74,167,116
"20",51749710,51752903,79,85,271,203
"20",51768812,51770493,88,90,121,76
"20",53201834,53203263,50,53,100,69
"20",53330860,53333122,109,92,240,168
"20",53398648,53401347,184,170,326,293
"20",53869671,53870972,17,18,88,80
"20",53898422,53902518,70,62,317,269
"20",53926154,53927826,26,26,128,83
"20",53947632,53950358,104,135,227,158
"20",54084332,54086893,62,64,215,174
"20",54267027,54269359,70,61,212,169
"20",54473510,54477616,211,165,217,152
"20",56245769,56251122,204,199,402,251
"20",56357061,56363148,255,245,481,311
"20",56573789,56576231,201,178,217,154
"20",56577445,56580641,183,164,197,123
"20",56625149,56632078,346,337,504,293
"20",56632962,56638232,130,130,531,400
"20",56687738,56692020,205,188,291,180
"20",56701792,56704817,131,120,161,100
"20",56764672,56768102,164,148,228,145
"20",56769586,56770882,100,117,129,127
"20",56787529,56790051,71,82,184,150
"20",56803568,56810433,363,341,581,380
"20",56869836,56875688,307,295,413,299
"20",56992549,57012971,1023,920,1570,1071
"20",57023434,57036906,559,596,1010,758
"20",57043049,57052476,408,405,713,447
"20",57053521,57057928,133,114,334,255
"20",57060083,57077576,963,919,1436,1041
"20",57079913,57113300,2236,2221,2494,1574
"20",57122308,57136557,841,756,973,716
"20",57155398,57191468,2173,2199,2819,1761
"20",57193077,57208401,979,887,1224,838
"20",57209744,57218457,694,709,799,508
"20",57219341,57240041,1232,1226,1732,1206
"20",57240671,57245050,286,261,327,216
"20",57250840,57253676,130,132,175,138
"20",57255025,57297504,2737,2490,3187,2244
"20",57299319,57330276,1799,1575,2198,1495
"20",57384565,57417502,2427,2391,2950,1833
"20",57420523,57423406,289,288,255,169
"20",57424226,57474029,4559,4177,4601,2889
"20",57498562,57504560,344,284,423,311
"20",57507444,57510128,79,92,193,114
"20",57521774,57525308,167,148,201,126
"20",57528658,57530385,107,97,126,108
"20",57545109,57550369,243,263,379,299
"20",57570097,57605030,2301,2229,2750,1754
"20",57607711,57613710,390,375,350,199
"20",57614452,57625841,719,638,962,601
"20",57683446,57732072,2382,2304,4305,2908
"20",57768831,57776695,370,301,636,448
"20",57782506,57796550,782,716,1050,682
"20",57799737,57811871,696,657,864,547
"20",57880558,57885973,242,287,413,271
"20",57890034,57915673,1385,1232,1800,1257
"20",57928292,57944383,798,759,1169,794
"20",57962648,57978002,709,625,1064,686
"20",57978828,57983546,191,192,311,214
"20",57984525,58002079,515,530,1318,996
"20",58013697,58028531,664,613,1453,1064
"20",58037574,58041993,216,213,409,259
"20",58052533,58060329,349,353,684,479
"20",58064462,58066739,127,98,335,254
"20",58067924,58080103,571,548,1154,729
"20",58101441,58104508,203,209,463,372
"20",58109117,58114931,243,194,505,346
"20",58124890,58133371,626,583,1040,701
"20",58134690,58146088,640,604,808,514
"20",58173797,58183030,639,584,658,450
"20",58230715,58235407,146,170,319,234
"20",58306128,58307544,32,25,148,123
"20",58388812,58391489,61,64,182,115
"20",58507491,58516644,463,469,697,459
"20",58522821,58525661,78,67,304,233
"20",58603756,58649437,2317,2131,3842,2461
"20",58650829,58653343,59,48,202,143
"20",58721347,58724017,242,195,256,163
"20",58759723,58773360,683,564,768,557
"20",58774251,58798708,1806,1627,1620,1001
"20",58803103,58807226,293,261,276,186
"20",58807733,58830124,1391,1328,1690,1103
"20",58833494,58845169,642,550,729,474
"20",58869012,58878390,314,291,647,409
"20",59010149,59011615,83,88,165,134
"20",59157363,59161690,235,195,238,138
"20",59214219,59226552,794,696,871,560
"20",59402072,59409411,391,412,473,325
"20",59489807,59499576,506,463,631,415
"20",59512907,59521530,454,407,524,326
"20",59571245,59592523,1313,1299,1252,842
"20",59749455,59762625,788,771,676,450
"20",59783069,59789488,361,364,432,267
"20",59816552,59839676,1227,1213,1406,881
"20",59931270,59934577,154,147,177,84
"20",59938309,59942094,136,137,315,199
"20",59985152,59989178,114,97,262,168
"20",60036921,60038805,104,88,132,81
"20",60100751,60106741,330,296,414,282
"20",60110875,60114736,250,209,260,142
"20",60199960,60204949,221,212,384,245
"20",60248501,60253685,211,194,429,277
"20",60254736,60261119,312,289,560,374
"20",60693415,60696671,89,88,218,152
"20",61049361,61077979,1490,1408,1647,1087
"20",61102573,61139312,2067,1883,2547,1619
"20",61183110,61187065,115,120,287,202
"20",61201762,61207124,273,233,407,252
"20",61243677,61264390,1322,1305,1698,1190
"20",61265630,61272857,330,354,515,353
"20",61292848,61298836,299,313,530,328
"20",61330469,61337882,371,335,567,349
"20",61352630,61357202,197,202,380,215
"20",61411770,61415415,154,152,275,165
"20",61433660,61440158,311,327,887,613
"20",61479970,61491565,317,307,835,540
"20",61498334,61503270,228,224,556,338
"20",61527801,61533837,284,285,554,352
"20",61553603,61564797,569,553,1254,888
"20",61586299,61591226,199,182,460,353
"20",61678309,61688680,467,486,591,413
"20",61710130,61713322,160,144,182,118
"20",61715798,61725919,485,421,532,334
"20",61894086,61898853,383,373,357,220
"20",61921989,61942948,1435,1300,1370,811
"20",61948822,61954971,360,343,348,234
"20",62062538,62064652,210,226,223,136
"20",62069086,62070455,77,81,154,99
"20",62084955,62095249,485,461,682,418
"20",62096114,62105593,550,540,516,348
"20",62112246,62127719,880,806,881,550
"20",62141387,62166546,1333,1320,1705,1040
"20",62201915,62212895,813,758,729,515
"20",62213829,62229493,2078,2034,1316,821
"20",62230407,62247509,1006,994,999,619
"20",62349897,62383782,4859,4859,4734,2933
"20",62385711,62398892,859,786,938,560
"20",62498992,62509543,1028,1052,1204,698
"20",62510759,62521329,1283,1206,1131,713
"20",62600853,62613041,1083,999,1370,897
"20",62613938,62619588,417,468,557,356
"20",62680318,62719410,4319,4143,3990,2550
"20",62721079,62730588,1037,931,1247,840
"20",62732104,62747622,1884,1766,1965,1202
"20",62860300,62862819,118,129,153,90
"20",62872138,62877782,302,323,377,283
"20",62884067,62891175,334,356,507,357
"20",62899853,62902188,147,124,198,144
"20",62905803,62908349,70,49,146,93
"20",62926444,62928476,65,75,131,92
"20",63014371,63039550,2671,2711,2007,1215
"20",63041785,63075460,2754,2646,2395,1532
"20",63079655,63108509,2132,2090,1717,1043
"20",63112527,63134451,2020,1768,1662,962
"20",63135642,63145079,609,640,671,481
"20",63148735,63185112,4070,4018,3202,2050
"20",63186385,63194235,582,596,576,319
"20",63206168,63209209,98,120,242,142
"20",63215034,63227422,1354,1279,1267,755
"20",63228568,63271085,5331,5019,4367,2838
"20",63280671,63300093,1627,1580,1327,822
"20",63304825,63334474,3261,3270,2322,1401
"20",63341454,63384847,4370,4289,2839,1787
"20",63390778,63431770,4238,4211,2427,1537
"20",63432894,63442582,949,932,807,556
"20",63443602,63491650,5392,5288,4162,2465
"20",63492923,63509820,1887,1864,1667,976
"20",63517238,63524072,641,571,492,285
"20",63528464,63571163,4477,4537,3290,1994
"20",63572026,63584504,843,811,851,593
"20",63585503,63596915,722,665,733,463
"20",63627139,63629857,113,101,131,67
"20",63641470,63646882,495,515,431,313
"20",63648094,63668929,1438,1346,1319,770
"20",63677129,63709775,2385,2369,2053,1266
"20",63730219,63743388,1083,1036,900,498
"20",63744657,63758700,902,894,812,483
"20",63777377,63779233,106,106,189,157
"20",63785737,63796451,615,598,688,437
"20",63799073,63805848,409,372,352,247
"20",63816158,63848868,2681,2673,2460,1576
"20",63850108,63866166,1095,1091,1217,756
"20",63890765,63899081,335,321,486,290
"20",63942619,63964827,1618,1586,1628,942
"20",63966398,63982896,1372,1229,1278,785
"20",64022717,64060692,4138,4043,3440,2199
"20",64061608,64093538,4162,3899,3246,2050
"20",64095337,64117423,2759,2786,1864,1159
"20",64119212,64123237,358,396,324,256
"20",64129023,64131931,317,294,373,247
"20",64136567,64173467,2756,2702,3011,1960
"20",64176508,64178476,122,127,101,70
"20",64196266,64235046,3257,3041,2719,1799
"20",64242097,64249902,523,481,476,381
"21",14382622,14384231,63,70,179,112
"21",14888351,14890379,36,48,162,123
"21",15207896,15210774,48,37,204,146
"21",15220704,15223250,20,24,194,144
"21",16308304,16310123,12,11,109,100
"21",17847396,17849494,47,61,213,177
"21",17911023,17912847,32,27,142,92
"21",17921298,17922912,34,19,128,78
"21",17923995,17925443,44,48,110,71
"21",25573001,25574250,6,5,84,75
"21",25837598,25839375,70,55,85,79
"21",26403873,26406829,90,80,252,177
"21",26842499,26847175,220,212,345,214
"21",31235883,31238163,72,81,192,153
"21",31354199,31355649,36,48,143,117
"21",31553067,31555908,123,104,200,105
"21",31863106,31870834,300,278,363,230
"21",31931588,31932883,73,73,97,53
"21",32408263,32418883,354,338,677,476
"21",32478577,32479726,31,35,93,68
"21",32519568,32522822,144,144,264,212
"21",32569292,32571097,74,44,141,93
"21",33017385,33038048,1268,1217,1328,849
"21",33045790,33049182,128,126,214,161
"21",33066206,33079603,698,642,941,568
"21",33138766,33143273,227,204,242,198
"21",33196997,33200981,120,138,279,216
"21",33379940,33381876,56,70,127,106
"21",33382498,33383940,62,84,183,134
"21",33428358,33429816,54,67,90,68
"21",34126891,34131350,106,100,317,255
"21",34601475,34603496,55,48,100,76
"21",34740691,34747065,261,237,455,325
"21",34834234,34838202,140,145,352,241
"21",34839162,34848197,449,491,799,541
"21",34967469,34968900,41,65,139,98
"21",34985576,34993146,380,383,534,368
"21",35044171,35052564,262,261,731,540
"21",35217109,35218669,26,20,127,105
"21",35225911,35227774,56,73,188,121
"21",35256566,35257941,18,10,94,87
"21",35563947,35567161,49,43,188,121
"21",35663593,35666713,83,92,136,123
"21",35778594,35780161,20,27,106,100
"21",35922064,35925908,91,106,279,217
"21",36027474,36031197,219,178,243,171
"21",36155537,36158560,148,144,242,174
"21",36428818,36431159,107,107,201,153
"21",36691320,36709734,1083,1050,794,492
"21",36773301,36775870,77,84,146,117
"21",37060019,37062456,61,44,177,133
"21",37198985,37201449,70,58,184,109
"21",37206947,37209554,115,101,242,136
"21",37533040,37535646,121,102,219,144
"21",37551185,37553324,116,81,178,121
"21",37561594,37566129,138,134,252,185
"21",37673152,37677448,281,293,421,257
"21",37700413,37701839,145,128,181,124
"21",37710802,37712538,52,45,92,68
"21",38168879,38172483,106,94,302,212
"21",38244321,38245511,25,30,146,116
"21",38289758,38291208,40,42,108,73
"21",38322556,38325539,124,91,265,243
"21",38341583,38345508,97,62,223,166
"21",38437234,38443383,302,273,475,338
"21",38595244,38599732,135,134,234,182
"21",38795314,38799383,159,137,341,264
"21",38838075,38842218,127,140,335,247
"21",38850521,38854465,97,92,355,265
"21",38999377,39001442,82,68,232,156
"21",39113426,39119408,211,200,467,311
"21",39136564,39138544,68,56,181,153
"21",39182230,39184974,56,50,161,113
"21",39441415,39443749,99,72,168,98
"21",39527081,39529759,101,100,170,112
"21",40840735,40842383,76,67,114,83
"21",41064253,41071824,250,239,372,262
"21",41118752,41125737,267,255,413,281
"21",41133965,41151245,666,676,1159,755
"21",41280308,41284760,123,122,212,189
"21",41366587,41369812,122,120,208,140
"21",41464607,41473895,430,429,628,411
"21",41475164,41483343,367,366,637,478
"21",41597436,41603948,314,282,598,427
"21",41604809,41624049,717,675,1253,848
"21",41630220,41637552,265,283,614,379
"21",41639588,41643836,63,83,295,238
"21",41656939,41661284,159,166,308,227
"21",41676407,41686319,358,379,837,536
"21",41725616,41731430,261,241,418,261
"21",41749643,41753348,181,155,262,204
"21",41758363,41763043,231,251,447,317
"21",41782911,41787021,171,170,333,252
"21",41947729,41949271,76,98,196,139
"21",41957053,41959676,104,99,229,152
"21",41969855,41971671,115,73,120,65
"21",42018523,42033641,870,883,1013,724
"21",42037973,42066702,1914,1930,1708,1168
"21",42097290,42130916,2312,2291,2355,1474
"21",42140413,42164835,1202,1222,1319,887
"21",42201310,42202618,102,97,139,77
"21",42226340,42229964,145,150,319,214
"21",42255265,42269774,620,652,858,532
"21",42337945,42339486,99,100,135,79
"21",42409203,42417230,384,394,626,368
"21",42473751,42476983,190,226,316,202
"21",42512271,42519790,312,316,527,348
"21",42648846,42667724,916,933,1044,627
"21",42720078,42725934,263,248,477,332
"21",42817593,42818679,32,27,49,32
"21",42973292,42975753,93,93,144,104
"21",43281043,43283551,172,162,169,135
"21",43295260,43309874,953,886,887,525
"21",43311234,43335758,1486,1423,1458,865
"21",43357862,43377015,1287,1131,962,599
"21",43644522,43647050,62,59,163,140
"21",43715458,43724083,483,480,402,251
"21",43725782,43729801,263,266,373,216
"21",43806149,43820805,989,956,912,576
"21",43823735,43827481,287,293,248,143
"21",43876539,43885981,408,435,329,210
"21",43991204,43996198,271,276,187,151
"21",44253478,44263891,565,533,510,318
"21",44279667,44308274,2007,2031,1551,868
"21",44504871,44523011,898,919,926,585
"21",44554443,44556055,86,66,95,68
"21",44809046,44811314,147,273,99,62
"21",44812708,44820762,1084,1809,554,423
"21",44833050,44848842,755,783,738,478
"21",44868194,44875583,205,218,449,325
"21",44880934,44884694,203,166,252,210
"21",44885712,44921689,2435,2465,1971,1152
"21",44924666,44937781,936,967,1048,659
"21",44941423,44950733,437,470,502,327
"21",44979040,45004931,1682,1686,1165,710
"21",45010077,45018108,379,396,564,394
"21",45075118,45077200,88,72,155,103
"21",45080234,45081959,44,47,132,87
"21",45102497,45106401,144,137,276,248
"21",45125353,45132048,216,168,417,268
"21",45222788,45229675,228,251,613,417
"21",45248327,45249783,92,72,108,87
"21",45251117,45259176,621,499,522,316
"21",45287978,45295793,370,385,468,282
"21",45299549,45311958,842,800,997,578
"21",45315869,45337930,1532,1508,1854,1197
"21",45355309,45368955,946,926,842,580
"21",45370619,45394821,2063,1955,1215,721
"21",45402178,45437150,2501,2549,2066,1253
"21",45438390,45445620,434,437,315,213
"21",45453514,45461687,524,535,479,295
"21",45528323,45547641,990,909,689,457
"21",45549168,45553494,281,284,326,211
"21",45554608,45563033,494,529,433,278
"21",45591301,45597210,278,252,354,225
"21",45606824,45609084,194,221,268,199
"21",45610750,45620815,657,623,793,564
"21",45739786,45742408,134,115,199,131
"21",45747392,45751913,297,283,405,268
"21",45786856,45793815,446,415,499,324
"21",45816924,45831765,934,918,1061,707
"21",45874617,45882280,461,458,614,392
"21",45886054,45923675,2439,2299,2776,1702
"21",45925967,45952428,1654,1673,1634,976
"21",45970060,45980146,759,746,823,570
"21",45981135,45987655,448,442,402,216
"21",46048976,46062182,725,658,933,583
"21",46077219,46085048,513,477,437,266
"21",46115026,46140148,1472,1541,1416,838
"21",46143607,46160523,883,927,913,583
"21",46188475,46192368,262,263,327,245
"21",46226237,46230916,242,212,394,259
"22",17056468,17059572,122,93,162,133
"22",17083952,17085632,61,57,77,59
"22",17556685,17558802,69,61,86,87
"22",17575195,17576988,34,68,134,101
"22",17769616,17776523,419,420,458,256
"22",17829864,17833615,157,134,206,157
"22",17909867,17912152,48,44,177,130
"22",17930574,17931975,24,23,123,77
"22",18031494,18036139,78,105,308,232
"22",18053935,18059392,131,92,317,221
"22",18060494,18066111,110,128,385,279
"22",18156950,18158531,95,97,130,100
"22",18954343,18960721,261,264,167,132
"22",19120162,19123271,137,129,190,121
"22",19289631,19292889,124,145,210,137
"22",19520926,19528544,447,393,460,341
"22",19576647,19577952,97,79,95,83
"22",19632117,19634414,95,122,121,84
"22",19706847,19722286,1009,1013,812,482
"22",19727807,19777129,3194,3065,2104,1329
"22",19868626,19894243,1500,1332,1255,773
"22",20008277,20024772,1072,1085,857,605
"22",20084013,20085338,33,41,72,39
"22",20146898,20161587,654,651,426,302
"22",20165583,20188727,1463,1343,993,617
"22",20201577,20218576,1017,1053,942,557
"22",20225749,20265511,2203,2239,1639,1043
"22",20432190,20442843,665,643,527,327
"22",20530266,20532690,99,114,226,146
"22",20565732,20570060,173,167,323,230
"22",20748625,20752140,142,143,243,181
"22",20961658,20970238,580,596,551,340
"22",21011963,21018648,307,269,330,181
"22",21072912,21075733,80,94,191,106
"22",21641002,21644371,209,218,268,199
"22",21646196,21647500,77,78,103,83
"22",21713007,21715020,74,84,145,109
"22",21942613,21944820,82,91,153,100
"22",22060513,22062033,99,105,172,95
"22",22085702,22089266,191,191,295,170
"22",22109453,22112223,105,104,246,153
"22",22346524,22350052,165,188,269,194
"22",22357040,22358664,105,87,108,68
"22",22396889,22398915,125,127,191,157
"22",22408646,22411057,155,163,160,112
"22",22431376,22432873,78,84,119,77
"22",22720175,22722390,91,97,159,114
"22",23059740,23081148,1284,1266,1364,814
"22",23145040,23146882,65,78,118,61
"22",23181859,23183853,101,98,153,118
"22",23278796,23292086,584,627,649,398
"22",23304741,23306767,81,88,151,120
"22",23382312,23389780,391,347,231,148
"22",23589853,23592342,95,95,122,88
"22",23772518,23784407,681,702,589,362
"22",23856738,23859407,116,121,168,110
"22",24001390,24002536,82,83,102,67
"22",24139736,24162166,1020,980,997,631
"22",24174332,24192769,1031,1059,713,473
"22",24400225,24404270,131,102,231,222
"22",24521632,24526388,218,206,239,175
"22",24582317,24596334,891,857,863,557
"22",24891542,24895392,134,163,209,136
"22",24966087,24968791,80,72,235,175
"22",24995655,24997650,114,123,191,156
"22",25083658,25087153,121,112,165,100
"22",25109903,25120678,500,542,483,354
"22",25153676,25155469,122,112,214,183
"22",25235745,25237909,97,85,87,61
"22",25398462,25407557,431,399,469,304
"22",25447229,25449027,66,50,132,89
"22",25486403,25489616,86,90,197,138
"22",25745558,25749736,77,83,223,164
"22",25776963,25778335,65,66,138,92
"22",26330117,26331442,53,56,77,58
"22",26364371,26365565,86,70,121,89
"22",26415953,26418745,100,86,209,167
"22",26584263,26587590,144,122,199,130
"22",26657057,26659292,139,142,208,152
"22",27105626,27109405,87,96,252,181
"22",27134011,27136181,64,54,171,118
"22",27211928,27213758,54,61,150,96
"22",27330070,27333900,125,110,218,141
"22",27381640,27383329,71,78,139,87
"22",27456809,27460363,164,155,248,195
"22",27717877,27720015,82,101,165,118
"22",27918618,27920473,42,67,150,91
"22",28115610,28117467,55,61,164,113
"22",29199631,29211944,737,672,740,456
"22",29242937,29247485,156,214,189,136
"22",29342316,29345014,109,137,194,171
"22",29358037,29360114,81,77,103,85
"22",29394682,29396392,93,82,175,108
"22",29700418,29731567,2058,2017,1670,1049
"22",29780532,29782491,45,42,152,127
"22",30207134,30219633,299,319,699,452
"22",30225886,30226963,49,75,106,75
"22",30237582,30269733,1776,1618,1930,1266
"22",30277725,30280177,103,103,165,95
"22",30282229,30299495,787,804,999,642
"22",30309956,30316364,146,136,487,306
"22",30483358,30493322,371,405,396,254
"22",30591223,30594173,90,90,129,81
"22",30606844,30611502,193,152,288,203
"22",30647593,30650017,119,107,196,147
"22",30705059,30707031,76,65,162,147
"22",30806148,30808312,89,93,149,110
"22",31288684,31292769,197,180,276,150
"22",31969865,31971300,85,80,105,55
"22",31977165,31978777,79,79,136,99
"22",32558052,32559341,59,47,148,130
"22",32794619,32797981,152,143,127,105
"22",32984919,32987980,160,139,287,234
"22",32994083,32997592,120,130,171,120
"22",33000082,33001865,78,92,94,76
"22",35191262,35192994,54,60,147,106
"22",35425650,35427280,78,81,163,101
"22",35430003,35433158,106,100,193,138
"22",35534460,35536846,57,78,163,125
"22",35537786,35557188,1101,1005,1234,762
"22",35559868,35562278,97,105,200,138
"22",35585359,35591255,325,249,411,252
"22",35627245,35635235,220,186,537,310
"22",35838936,35840833,23,27,134,101
"22",35914550,35916266,52,28,175,140
"22",36026834,36029456,69,62,145,115
"22",36179793,36181698,87,90,163,131
"22",36439656,36441273,53,42,146,121
"22",36451763,36453511,48,51,99,82
"22",36545794,36549821,188,162,299,202
"22",36555435,36562888,279,277,451,283
"22",36605438,36609043,175,206,258,161
"22",36655400,36665324,451,425,662,433
"22",36775927,36777126,102,113,147,118
"22",36976273,36983947,308,277,347,232
"22",37073513,37093181,1156,1058,1284,774
"22",37094775,37117866,1216,1180,1269,848
"22",37126277,37150508,1544,1490,1361,896
"22",37195949,37200996,236,255,385,296
"22",37228130,37245557,925,873,1038,640
"22",37271638,37280094,406,388,513,363
"22",37302280,37321229,1144,1142,1422,875
"22",37328388,37333300,258,242,375,242
"22",37453525,37458147,254,251,388,249
"22",37461751,37463683,116,100,144,77
"22",37477788,37506269,1652,1579,1482,952
"22",37511580,37516289,201,213,287,173
"22",37517828,37527909,497,448,551,343
"22",37544317,37547917,194,199,308,192
