"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr11",28835071,28837133,2063,"*",1.01364494742032,7.84809852109497e-06,9.56145306339694e-05,"Intron (ENST00000662190.1/ENST00000662190.1, intron 2 of 2)",11,28902247,29064322,162076,1,"105376603","ENST00000511073.2",-65114
"chr2",201795984,201798634,2651,"*",1.07085881715757,7.85239983707677e-06,9.56500161525293e-05,"Intron (ENST00000451080.5/65061, intron 1 of 13)",2,201790472,201807938,17467,1,"65061","ENST00000493754.5",5512
"chrX",13868564,13869167,604,"*",1.49764389636943,7.85277546610547e-06,9.56500161525293e-05,"Intron (ENST00000454189.6/2824, intron 1 of 6)",23,13779853,13889057,109205,2,"2824","ENST00000493085.5",19890
"chr5",138843411,138846003,2593,"*",1.11350490538447,7.85477262587837e-06,9.56671779044472e-05,"Intron (ENST00000627109.2/1495, intron 7 of 18)",5,138827627,138887732,60106,1,"1495","ENST00000517534.5",15784
"chr12",90036220,90037329,1110,"*",1.60191924321844,7.864987726327e-06,9.57844199736769e-05,"Intron (ENST00000651272.1/105369890, intron 5 of 6)",12,89947693,89949726,2034,1,"105369891","ENST00000547094.1",88527
"chr3",149677898,149679619,1722,"*",1.21268034841326,7.87168810290824e-06,9.58577517681279e-05,"Intron (ENST00000465804.5/25937, intron 1 of 7)",3,149656978,149670909,13932,2,"25937","ENST00000475579.1",-6989
"chr12",75447174,75448944,1771,"*",1.35664018106285,7.87218783465145e-06,9.58577517681279e-05,"Distal Intergenic",12,75480753,75499293,18541,1,"11010","ENST00000536703.5",-31809
"chr8",140866969,140869650,2682,"*",1.19404615940978,7.87338058442601e-06,9.58587953382151e-05,"Intron (ENST00000522684.5/5747, intron 4 of 31)",8,140659071,140846290,187220,2,"5747","ENST00000524202.5",-20679
"chr20",41058188,41058976,789,"*",1.33962052105924,7.88244674056144e-06,9.59539368399533e-05,"Intron (ENST00000361337.3/7150, intron 2 of 20)",20,41076183,41124473,48291,1,"7150","ENST00000681392.1",-17207
"chr8",56068999,56071570,2572,"*",1.11723272754873,7.88925072775617e-06,9.60158901779933e-05,"Promoter (2-3kb)",8,56073835,56073901,67,2,"26795","ENST00000459159.1",2331
"chr7",135994556,135995880,1325,"*",1.33756839882932,7.88957093387681e-06,9.60158901779933e-05,"Intron (ENST00000687312.1/105375523, intron 1 of 1)",7,135980929,135996598,15670,1,"105375523","ENST00000687312.1",13627
"chr11",101862545,101864812,2268,"*",1.04831650704681,7.88989745906041e-06,9.60158901779933e-05,"Intron (ENST00000526713.1/7225, intron 1 of 1)",11,101504705,101872562,367858,2,"7225","ENST00000526713.1",7750
"chr1",53024812,53025883,1072,"*",1.39357837557463,7.89964892215194e-06,9.61201764751554e-05,"Intron (ENST00000371514.8/6342, intron 12 of 15)",1,53014974,53051610,36637,1,"6342","ENST00000488965.1",9838
"chr2",147203828,147204530,703,"*",1.60669026471046,7.90627583617644e-06,9.61864188327412e-05,"Distal Intergenic",2,146846633,146868047,21415,1,"105373669","ENST00000662656.1",357195
"chr5",66453252,66456207,2956,"*",1.02880743618863,7.93512773703923e-06,9.65013347383539e-05,"Distal Intergenic",5,66350148,66440397,90250,2,"105379003","ENST00000701590.1",-12855
"chr5",32390335,32392217,1883,"*",1.07112529314834,7.93962063772972e-06,9.65487550372747e-05,"Promoter (<=1kb)",5,32355648,32390317,34670,2,"51663","ENST00000507465.1",-18
"chr15",87547081,87548384,1304,"*",1.20866196318493,7.95718607552209e-06,9.67124050640876e-05,"Intron (ENST00000665121.1/105370956, intron 1 of 4)",15,87576929,87579866,2938,1,"145978","ENST00000560153.2",-28545
"chr13",48154795,48156805,2011,"*",1.38676055491305,7.96144934774989e-06,9.6756327367913e-05,"Distal Intergenic",13,48076968,48095131,18164,2,"29079","ENST00000378586.5",-59664
"chr5",83321194,83323237,2044,"*",1.36237004148991,7.96296908586036e-06,9.67675662709024e-05,"Intron (ENST00000282268.7/7518, intron 7 of 7)",5,83471618,83483604,11987,1,"1462","ENST00000503923.1",-148381
"chr7",81111396,81113047,1652,"*",1.38570076876867,7.97193181593786e-06,9.68620088303611e-05,"Distal Intergenic",7,80744868,80922359,177492,2,"10512","ENST00000419255.6",-189037
"chr3",188609291,188612518,3228,"*",1.05993489383178,7.9876073226834e-06,9.70234796861719e-05,"Promoter (<=1kb)",3,188609221,188746624,137404,1,"4026","ENST00000415906.1",70
"chr17",67151730,67152520,791,"*",1.21020671321418,7.99368536335859e-06,9.70828073419547e-05,"Intron (ENST00000358691.10/9931, intron 17 of 32)",17,67176321,67188361,12041,2,"9931","ENST00000578938.1",35841
"chr1",241972040,241974763,2724,"*",1.05642245775715,8.00537762924038e-06,9.72102915117068e-05,"Distal Intergenic",1,241957767,241959062,1296,1,"441925","ENST00000419583.2",14273
"chr8",81512144,81514753,2610,"*",1.12034004792759,8.02226139828683e-06,9.73934989269509e-05,"Intron (ENST00000524085.2/ENST00000524085.2, intron 3 of 3)",8,81521618,81533275,11658,1,"101927118","ENST00000523380.5",-6865
"chr10",3090272,3091899,1628,"*",1.10266524475405,8.03016856638284e-06,9.74822187251334e-05,"Intron (ENST00000607886.5/5214, intron 2 of 3)",10,3104724,3137718,32995,1,"5214","ENST00000415005.6",-12825
"chr7",90755254,90758250,2997,"*",1.03222922760246,8.03675005157711e-06,9.7554833356128e-05,"Intron (ENST00000449528.5/5218, intron 7 of 7)",7,90726504,90790614,64111,1,"5218","ENST00000478540.1",28750
"chr3",171446746,171448614,1869,"*",1.24161584668006,8.04860999230002e-06,9.76682058449929e-05,"Intron (ENST00000436636.7/23043, intron 1 of 32)",3,171459248,171469702,10455,1,"102724479","ENST00000657847.1",-10634
"chr5",109190846,109193376,2531,"*",1.23622682823663,8.05737299029021e-06,9.77322268629839e-05,"3' UTR",5,109177517,109187667,10151,1,"2241","ENST00000513777.1",13329
"chr6",52317842,52319650,1809,"*",1.12134433242949,8.09461158558507e-06,9.81400000997007e-05,"Distal Intergenic",6,52264586,52284881,20296,2,"4172","ENST00000419835.8",-32961
"chr6",56484608,56485421,814,"*",1.58168738939593,8.09759148860341e-06,9.81688109469217e-05,"Promoter (2-3kb)",6,56476181,56482592,6412,2,"667","ENST00000517840.1",-2016
"chr7",134964575,134967372,2798,"*",1.205446437982,8.09849453358756e-06,9.81724411876983e-05,"Promoter (<=1kb)",7,134965211,134968723,3513,1,"800","ENST00000480638.1",0
"chr9",104960776,104962418,1643,"*",1.09091318816775,8.10694539228622e-06,9.82529160453347e-05,"Distal Intergenic",9,104970593,104991144,20552,2,"107987106","ENST00000661986.1",28726
"chr1",75265614,75267109,1496,"*",1.26298227775425,8.10767996891311e-06,9.82544973209055e-05,"Intron (ENST00000370859.8/204962, intron 6 of 23)",1,75134388,75161533,27146,1,"431707","ENST00000696555.1",131226
"chr14",50342738,50345202,2465,"*",1.10241440949238,8.10979837612141e-06,9.82655261032755e-05,"Promoter (<=1kb)",14,50341038,50342609,1572,2,"8814","ENST00000529347.1",-129
"chr12",106287471,106289205,1735,"*",1.06459518134894,8.11477734390144e-06,9.83185310711301e-05,"Intron (ENST00000552828.5/10970, intron 1 of 2)",12,106301929,106311128,9200,1,"255394","ENST00000553143.5",-12724
"chr1",978112,986822,8711,"*",-1.17857478939554,8.12320464357591e-06,9.83986459562378e-05,"Promoter (<=1kb)",1,975198,982093,6896,2,"84808","ENST00000433179.4",0
"chr2",177164626,177167078,2453,"*",1.1670060259937,8.12417451130975e-06,9.84030654894231e-05,"Promoter (<=1kb)",2,177032722,177164656,131935,2,"105373760","ENST00000653899.1",0
"chr2",180706905,180708249,1345,"*",1.30170099605518,8.13226521174078e-06,9.84937281527722e-05,"Intron (ENST00000629145.1/101669767, intron 1 of 4)",2,180692104,180916939,224836,1,"101669767","ENST00000629145.1",14801
"chr5",54533421,54535274,1854,"*",1.19722448625728,8.13378380094941e-06,9.8504785279629e-05,"Intron (ENST00000326277.5/112574, intron 1 of 1)",5,54517865,54521004,3140,1,"112574","ENST00000343017.11",15556
"chr11",129517453,129518749,1297,"*",-1.1740952630959,8.14452653347253e-06,9.86055171979038e-05,"Distal Intergenic",11,129612116,129617269,5154,2,"101929557","ENST00000631195.1",98520
"chr18",62186763,62189532,2770,"*",1.11028120732831,8.15066102881452e-06,9.86650984691528e-05,"Promoter (<=1kb)",18,62041164,62187056,145893,2,"23556","ENST00000640252.2",0
"chr11",28342816,28343791,976,"*",1.36165679900121,8.15695487315007e-06,9.87192443889793e-05,"Intron (ENST00000532947.2/196074, intron 3 of 7)",11,28327581,28330629,3049,1,"196074","ENST00000468295.1",15235
"chr12",24227034,24228801,1768,"*",1.41152325528605,8.15769634459635e-06,9.87208721701543e-05,"Exon (ENST00000670751.1/101928471, exon 2 of 2)",12,24223287,24260056,36770,1,"101928471","ENST00000660859.1",3747
"chr3",150449237,150450020,784,"*",1.55901166944214,8.18728779110326e-06,9.90568640023797e-05,"Intron (ENST00000361875.8/9819, intron 2 of 3)",3,150456951,150459128,2178,1,"9819","ENST00000460316.1",-6931
"chr7",4809100,4811446,2347,"*",-1.10284639948438,8.19177322990845e-06,9.91037605607304e-05,"Exon (ENST00000384168.1/ENST00000384168.1, exon 1 of 1)",7,4805245,4815333,10089,2,"55698","ENST00000469399.1",3887
"chr17",17300850,17302179,1330,"*",-1.02745626361647,8.19911859584018e-06,9.91852468590871e-05,"Promoter (1-2kb)",17,17303335,17347661,44327,1,"56953","ENST00000616989.1",-1156
"chr10",4770920,4772185,1266,"*",1.5478766146764,8.20460744423832e-06,9.92221263862102e-05,"Intron (ENST00000670284.1/105376375, intron 1 of 3)",10,4746530,4766572,20043,2,"105376375","ENST00000701197.1",-4348
"chr15",44087724,44088816,1093,"*",1.19024610946947,8.208392581609e-06,9.92555167588252e-05,"Intron (ENST00000417257.6/84978, intron 1 of 13)",15,43873275,44194446,321172,2,"84978","ENST00000484674.5",105630
"chr2",191377170,191378032,863,"*",1.35191424810677,8.21885037095877e-06,9.93722062581467e-05,"Promoter (<=1kb)",2,191377522,191383339,5818,1,"4430","ENST00000496992.1",0
"chr1",28065875,28068853,2979,"*",1.2113920600105,8.23585366433746e-06,9.95555867139477e-05,"Intron (ENST00000373871.8/2140, intron 1 of 17)",1,27973468,28058087,84620,2,"2140","ENST00000373864.5",-7788
"chr20",14234702,14235822,1121,"*",1.46590290010184,8.23685193982168e-06,9.9560254440569e-05,"Intron (ENST00000217246.8/140733, intron 3 of 16)",20,14322988,14337608,14621,2,"23767","ENST00000378053.3",101786
"chr18",73880079,73881972,1894,"*",1.33566753238395,8.24371062397367e-06,9.96357519830718e-05,"Distal Intergenic",18,73683507,73691289,7783,2,"105372190","ENST00000701111.1",-188790
"chr2",172962300,172963226,927,"*",1.36542737719427,8.24660892202945e-06,9.96633755478883e-05,"Promoter (1-2kb)",2,172965141,172967316,2176,1,"11069","ENST00000473182.2",-1915
"chr4",105057917,105059633,1717,"*",1.38262081895782,8.26371139724049e-06,9.98478077560493e-05,"Intron (ENST00000671069.1/ENST00000671069.1, intron 4 of 6)",4,105145875,105242771,96897,1,"54790","ENST00000305737.6",-86242
"chr14",32827973,32829257,1285,"*",1.41002521102487,8.27749147817213e-06,9.99864670119282e-05,"Intron (ENST00000280979.9/9472, intron 13 of 13)",14,32735851,32774001,38151,1,"9472","ENST00000554740.1",92122
"chr7",134643248,134644368,1121,"*",1.28743083252183,8.27848602872386e-06,9.99891846236293e-05,"Promoter (2-3kb)",7,134646811,134679808,32998,1,"669","ENST00000418040.5",-2443
"chr7",106611110,106613714,2605,"*",1.15225500940916,8.29165555894578e-06,0.00010010364596086,"Intron (ENST00000490856.5/102724339, intron 1 of 4)",7,106624072,106628696,4625,1,"105375440","ENST00000652725.1",-10358
"chr3",32427199,32429119,1921,"*",-1.00712823027274,8.30240474267794e-06,0.0001002111034785,"Intron (ENST00000349718.8/112616, intron 1 of 3)",3,32449515,32483067,33553,1,"112616","ENST00000487007.1",-20396
"chr6",16639114,16641364,2251,"*",1.01611522720447,8.31817321895824e-06,0.00010039398064688,"Intron (ENST00000244769.8/6310, intron 4 of 8)",6,16432564,16750092,317529,2,"6310","ENST00000483591.6",108728
"chr6",25388201,25390002,1802,"*",1.21159129980665,8.32088557572432e-06,0.00010041926500435,"Exon (ENST00000646922.1/ENST00000646922.1, exon 4 of 5)",6,25081109,25452184,371076,2,"8418","ENST00000643807.1",62182
"chr9",72557001,72558666,1666,"*",1.18733840870808,8.34195692124541e-06,0.00010066609166463,"Intron (ENST00000643676.1/117531, intron 1 of 2)",9,72577341,72652886,75546,1,"117531","ENST00000651743.1",-18675
"chr15",56039418,56041320,1903,"*",1.13609569355564,8.36373119196194e-06,0.00010089142325273,"Distal Intergenic",15,55826997,55993660,166664,2,"4734","ENST00000648451.1",-45758
"chr6",105594092,105596869,2778,"*",1.0743347955765,8.36500186163047e-06,0.00010089926785708,"Distal Intergenic",6,105612667,105632196,19530,2,"105377922","ENST00000423489.1",35327
"chr6",166894506,166896291,1786,"*",-1.18686996557388,8.37001546695446e-06,0.00010095225551522,"Intron (ENST00000512860.5/6196, intron 1 of 5)",6,166903698,166904835,1138,1,"100861523","ENST00000455390.1",-7407
"chr5",124947887,124950901,3015,"*",1.13037884946573,8.37301133253846e-06,0.0001009809007994,"Intron (ENST00000642446.1/107986391, intron 3 of 5)",5,124993408,124996096,2689,2,"105379158","ENST00000656272.1",45195
"chr8",1331109,1334427,3319,"*",-1.00651686181337,8.40909788644531e-06,0.00010136230843918,"Intron (ENST00000637795.2/9228, intron 3 of 14)",8,1296034,1302607,6574,2,"286083","ENST00000617093.1",-28502
"chr19",44141017,44143391,2375,"*",1.06377684959973,8.40989173169506e-06,0.00010136230843918,"Promoter (<=1kb)",19,44141554,44160313,18760,1,"10780","ENST00000426739.7",0
"chr16",46821373,46823360,1988,"*",1.22872897375027,8.41044969042276e-06,0.00010136230843918,"Intron (ENST00000285697.9/388272, intron 2 of 3)",16,46803003,46830759,27757,2,"388272","ENST00000564250.1",7399
"chr2",203593738,203595421,1684,"*",1.31425919172503,8.41273818205637e-06,0.00010136230843918,"Distal Intergenic",2,203490046,203535335,45290,2,"65059","ENST00000420371.2",-58403
"chr5",53007246,53010078,2833,"*",1.14371621801259,8.4172548155705e-06,0.00010139419415482,"Intron (ENST00000503810.6/3673, intron 1 of 28)",5,52989440,53090657,101218,1,"3673","ENST00000510722.1",17806
"chr12",122500290,122501832,1543,"*",1.21382270973368,8.42458680310941e-06,0.00010146748523339,"Promoter (<=1kb)",12,122471599,122501073,29475,2,"55596","ENST00000672018.1",0
"chr5",61991534,61993879,2346,"*",1.10425038892514,8.4293529149019e-06,0.00010151737170264,"Distal Intergenic",5,61902617,61917275,14659,2,"105378998","ENST00000701665.1",-74259
"chr14",61698349,61699454,1106,"*",1.49274224031206,8.44480937222387e-06,0.00010168093132553,"Promoter (<=1kb)",14,61698895,61727632,28738,1,"3091","ENST00000557206.1",0
"chr6",88454772,88457716,2945,"*",1.11667397545706,8.44767210752394e-06,0.00010170787104361,"Distal Intergenic",6,88303275,88442928,139654,2,"105377885","ENST00000655924.1",-11844
"chr3",11238135,11239227,1093,"*",1.48905660678565,8.45407304317424e-06,0.00010176986974369,"Intron (ENST00000438284.2/3269, intron 1 of 1)",3,11226031,11259075,33045,1,"3269","ENST00000413416.1",12104
"chr7",116708120,116709845,1726,"*",1.35361517640841,8.45490563652989e-06,0.00010177235992106,"Intron (ENST00000318493.11/4233, intron 2 of 20)",7,116699085,116763080,63996,1,"4233","ENST00000436117.2",9035
"chr3",101643679,101644463,785,"*",1.54275829466113,8.47333126297351e-06,0.00010197151041556,"Distal Intergenic",3,101655841,101659923,4083,2,"27107","ENST00000471673.1",15460
"chr2",168191845,168193928,2084,"*",1.05320315931469,8.48074178728983e-06,0.00010203049397098,"Intron (ENST00000355999.5/27347, intron 1 of 17)",2,167954024,168247435,293412,2,"27347","ENST00000697205.1",53507
"chr2",61017000,61019150,2151,"*",1.04394971154662,8.48427637876024e-06,0.0001020565391498,"Promoter (<=1kb)",2,60940222,61018259,78038,2,"150962","ENST00000602599.1",0
"chr15",87527112,87529236,2125,"*",1.11787712852606,8.49207698860278e-06,0.00010213664584865,"Intron (ENST00000665121.1/105370956, intron 1 of 4)",15,87326302,87501798,175497,2,"105370956","ENST00000656130.1",-25314
"chr2",150477255,150479917,2663,"*",1.14767901459174,8.50655537493215e-06,0.00010229565241817,"Promoter (2-3kb)",2,150470219,150475104,4886,2,"390","ENST00000466334.1",-2151
"chr2",241410580,241412391,1812,"*",1.01666557723147,8.51187490223473e-06,0.00010235205481842,"Promoter (<=1kb)",2,241410941,241432241,21301,1,"9855","ENST00000471447.5",0
"chr1",173590680,173591528,849,"*",1.42791063020874,8.52075159105723e-06,0.00010244364595856,"Intron (ENST00000431459.1/730159, intron 1 of 2)",1,173597906,173601752,3847,2,"284525","ENST00000476568.1",10224
"chr8",129898767,129901219,2453,"*",1.22660064541768,8.52317033376086e-06,0.00010245757863522,"Intron (ENST00000521014.1/ENST00000521014.1, intron 1 of 1)",8,129850554,129862326,11773,2,"51571","ENST00000517801.5",-36441
"chr2",37767977,37769727,1751,"*",1.15414903867025,8.542856771748e-06,0.00010265629402592,"Distal Intergenic",2,37646484,37738468,91985,2,"10602","ENST00000453555.1",-29509
"chr3",146313567,146314310,744,"*",1.40885471846657,8.5661201551244e-06,0.0001028826327448,"Distal Intergenic",3,146192339,146251179,58841,2,"57088","ENST00000383083.6",-62388
"chr2",179239262,179241014,1753,"*",1.39802300660477,8.57452644903392e-06,0.00010296078658568,"Intron (ENST00000428443.8/91404, intron 1 of 17)",2,179151332,179264203,112872,2,"91404","ENST00000435047.5",23189
"chr3",172242946,172244398,1453,"*",1.07796935622973,8.58662250768904e-06,0.0001030908110846,"Intron (ENST00000415807.7/64778, intron 4 of 25)",3,172306936,172310927,3992,1,"64778","ENST00000483344.1",-62538
"chr9",117718177,117719052,876,"*",1.56991241053808,8.58786337698448e-06,0.00010309809853481,"3' UTR",9,117708197,117708979,783,1,"7099","ENST00000490685.1",9980
"chrX",46637466,46638540,1075,"*",1.5925689881198,8.58954816851145e-06,0.00010311071384364,"Promoter (1-2kb)",23,46606261,46635634,29374,2,"84679","ENST00000464933.5",-1832
"chr2",55167382,55169434,2053,"*",1.11130479123005,8.60098464912262e-06,0.00010324037994513,"Distal Intergenic",2,55175861,55209652,33792,2,"130162","ENST00000411884.2",40218
"chr10",4671071,4672565,1495,"*",1.30580270398294,8.60427116449163e-06,0.00010326458703872,"Exon (ENST00000653457.1/105376373, exon 3 of 6)",10,4651161,4678132,26972,2,"100216001","ENST00000449712.1",5567
"chr1",83899802,83901989,2188,"*",1.36179510392326,8.61099864069584e-06,0.00010333007775682,"Intron (ENST00000260505.13/79739, intron 18 of 20)",1,83902009,83907535,5527,2,"79739","ENST00000464289.1",5546
"chr6",119612543,119614358,1816,"*",1.21592547734407,8.61620295790564e-06,0.00010338490078115,"Intron (ENST00000701940.1/105377975, intron 3 of 3)",6,119349926,119557190,207265,1,"105377975","ENST00000690557.1",262617
"chr6",11589293,11591169,1877,"*",1.28592445360893,8.62746882209586e-06,0.00010349717263385,"Distal Intergenic",6,11537749,11583524,45776,1,"100113407","ENST00000379426.2",51544
"chr8",102052388,102054353,1966,"*",1.03070897849067,8.64273876482951e-06,0.00010366506241929,"Intron (ENST00000311028.4/83988, intron 1 of 6)",8,101719408,102020406,300999,2,"83988","ENST00000518661.5",-31982
"chr14",51547239,51547757,519,"*",1.38430525595552,8.64663776456749e-06,0.00010369927020916,"Exon (ENST00000557625.1/100874185, exon 3 of 4)",14,51554660,51579297,24638,1,"122786","ENST00000555952.5",-6903
"chr5",60810244,60811724,1481,"*",1.33600183273498,8.64802207180244e-06,0.00010370548918884,"Intron (ENST00000508821.6/79993, intron 1 of 8)",5,60754458,60787465,33008,2,"79993","ENST00000504455.5",-22779
"chr2",131528493,131531216,2724,"*",-1.09399657450209,8.65253221487552e-06,0.00010375192436511,"Promoter (<=1kb)",2,131529181,131532941,3761,1,"90557","ENST00000434330.1",0
"chr17",36977899,36979632,1734,"*",1.17304397224127,8.65719811654837e-06,0.00010380022024813,"Intron (ENST00000679508.1/26574, intron 4 of 8)",17,36988658,37021154,32497,1,"26574","ENST00000610798.4",-9026
"chr22",23381187,23390120,8934,"*",-1.26724740449765,8.66959804607366e-06,0.00010394123354,"Promoter (<=1kb)",22,23370095,23387731,17637,2,"649264","ENST00000415114.1",0
"chr12",101017832,101019353,1522,"*",1.4299306455475,8.6792433469021e-06,0.00010404873608784,"Intron (ENST00000549155.6/121601, intron 10 of 10)",12,101042380,101086813,44434,1,"121601","ENST00000548940.1",-23027
"chr11",3919495,3920842,1348,"*",1.3219479295693,8.69579416476613e-06,0.00010420921322785,"Intron (ENST00000525403.6/6786, intron 1 of 12)",11,3903463,4059356,155894,1,"6786","ENST00000528656.5",16032
"chr16",29135301,29137137,1837,"*",-1.30307657149122,8.6985050215627e-06,0.0001042340196885,"Promoter (2-3kb)",16,29139379,29331304,191926,1,"440352","ENST00000641956.1",-2242
"chr4",95105295,95108426,3132,"*",1.23328874779651,8.70128460771132e-06,0.000104259646016,"Promoter (<=1kb)",4,95104355,95155016,50662,1,"658","ENST00000394931.1",940
"chr10",62003554,62006072,2519,"*",1.15154732208363,8.70624837930134e-06,0.00010430375424657,"Intron (ENST00000644638.1/84159, intron 4 of 4)",10,62046662,62057268,10607,1,"84159","ENST00000647323.1",-40590
"chr10",60796497,60798229,1733,"*",1.35303566967753,8.70858498752319e-06,0.00010432285963505,"Distal Intergenic",10,60780153,60794852,14700,1,"983","ENST00000373809.2",16344
"chrX",97548049,97548641,593,"*",1.49203988560635,8.71800190875593e-06,0.00010442149056996,"Intron (ENST00000324765.13/1730, intron 26 of 26)",23,97431286,97564505,133220,2,"10824","ENST00000439759.6",15864
"chr18",12628746,12630902,2157,"*",1.34895613134345,8.73139896431371e-06,0.00010453576625328,"Intron (ENST00000409402.9/56907, intron 2 of 16)",18,12449506,12636340,186835,2,"56907","ENST00000440472.6",5438
"chr3",150970399,150971360,962,"*",1.38921947532174,8.74891541984679e-06,0.0001047146477637,"Promoter (1-2kb)",3,150940481,150972549,32069,2,"7401","ENST00000644099.1",1189
"chr22",49670675,49672258,1584,"*",-1.28114959359851,8.7541258020632e-06,0.00010476159157358,"Distal Intergenic",22,49619644,49657542,37899,2,"348645","ENST00000400023.5",-13133
"chr10",63083479,63085095,1617,"*",1.14403963301267,8.75901876734927e-06,0.00010481243433015,"Distal Intergenic",10,63123929,63125587,1659,2,"105378328","ENST00000433019.2",40492
"chr2",64063018,64065190,2173,"*",1.10294058363769,8.7647456994685e-06,0.00010487324831089,"Distal Intergenic",2,63892150,64019428,127279,2,"51542","ENST00000272322.9",-43590
"chr8",96977808,96979924,2117,"*",1.1100020769218,8.76603808898302e-06,0.00010488099639419,"Intron (ENST00000220763.10/10404, intron 5 of 7)",8,97029469,97149654,120186,1,"10404","ENST00000522617.3",-49545
"chr2",203014277,203016936,2660,"*",1.06370158480137,8.77145224931178e-06,0.0001049380545119,"Promoter (<=1kb)",2,202899557,203014798,115242,2,"55759","ENST00000477723.1",0
"chr10",61464442,61466658,2217,"*",1.10030374600887,8.77330798664303e-06,0.00010495253585521,"Intron (ENST00000389640.4/101928781, intron 1 of 2)",10,61406642,61453381,46740,2,"219623","ENST00000399298.8",-11061
"chr8",128295039,128297471,2433,"*",1.05123056601162,8.78102428414399e-06,0.00010503711809182,"Distal Intergenic",8,128406261,128415381,9121,2,"101927774","ENST00000517583.1",117910
"chr3",141893843,141895125,1283,"*",1.36836481869576,8.79410961855671e-06,0.00010517043815515,"Intron (ENST00000475483.5/483, intron 1 of 4)",3,141903728,141922180,18453,1,"483","ENST00000482635.1",-8603
"chr11",34997137,34998692,1556,"*",1.36828356604948,8.80314085399414e-06,0.00010525522636167,"Intron (ENST00000477173.3/8050, intron 2 of 2)",11,34984633,35020591,35959,1,"8050","ENST00000477173.3",12504
"chr7",6251828,6253154,1327,"*",1.35150601329454,8.8293690101683e-06,0.00010553779103835,"Intron (ENST00000396741.3/9265, intron 1 of 12)",7,6161779,6272624,110846,2,"9265","ENST00000350796.8",19470
"chr2",133817657,133820385,2729,"*",1.04600518510967,8.84354667679959e-06,0.0001056761919953,"Distal Intergenic",2,132673049,133568463,895415,2,"344148","ENST00000409213.5",-249194
"chr9",111728338,111729189,852,"*",1.4648705317794,8.84673370321355e-06,0.00010568557906397,"Intron (ENST00000682961.1/158401, intron 12 of 27)",9,111723834,111738415,14582,2,"158401","ENST00000682074.1",9226
"chr1",1249964,1251497,1534,"*",-1.05874009538815,8.84693140862653e-06,0.00010568557906397,"Exon (ENST00000565563.1/ENST00000565563.1, exon 1 of 1)",1,1242453,1246722,4270,2,"388581","ENST00000330388.2",-3242
"chr15",40998611,41002562,3952,"*",1.00484477487177,8.85426698934757e-06,0.00010574860000678,"Promoter (<=1kb)",15,40999274,41004865,5592,1,"105376713","ENST00000561388.1",0
"chr11",118399918,118402548,2631,"*",1.08832948391965,8.85480760854852e-06,0.00010574860000678,"Promoter (<=1kb)",11,118401346,118433278,31933,1,"10632","ENST00000690793.1",0
"chr13",106498576,106500777,2202,"*",1.28160276798032,8.86237169231451e-06,0.00010583116328168,"Intron (ENST00000646480.1/ENST00000646480.1, intron 2 of 2)",13,106489810,106516447,26638,2,"1948","ENST00000643990.1",15670
"chr15",29859588,29860526,939,"*",1.10243608734584,8.86407669473277e-06,0.000105843752589,"Intron (ENST00000356107.11/7082, intron 2 of 28)",15,29699367,29822503,123137,2,"7082","ENST00000346128.10",-37085
"chr3",119637709,119639253,1545,"*",1.25812763334377,8.88131736174265e-06,0.00010601848530646,"Intron (ENST00000495362.1/ENST00000495362.1, intron 1 of 1)",3,119648400,119654727,6328,2,"64091","ENST00000476092.1",15474
"chr17",9436575,9439320,2746,"*",1.10430669106125,8.89744823881147e-06,0.00010615816155753,"Promoter (<=1kb)",17,9250474,9437889,187416,2,"9482","ENST00000570583.5",0
"chr8",51841194,51842322,1129,"*",1.38554159060986,8.90273099119478e-06,0.00010620395203629,"Intron (ENST00000544451.2/115294, intron 1 of 3)",8,51826929,51845745,18817,2,"115294","ENST00000519554.5",3423
"chr14",75147463,75148697,1235,"*",1.21312563060826,8.91601940976947e-06,0.00010634687422278,"Promoter (<=1kb)",14,75133938,75147781,13844,2,"10972","ENST00000556969.5",0
"chr1",94284529,94287222,2694,"*",1.05310237686637,8.93983460725743e-06,0.00010659966273441,"Promoter (<=1kb)",1,94287335,94335546,48212,1,"107985092","ENST00000654057.3",-113
"chr12",92133551,92135601,2051,"*",1.28139927534388,8.95734388225251e-06,0.0001067927866683,"Promoter (1-2kb)",12,91993192,92137021,143830,2,"256021","ENST00000552277.3",1420
"chr2",216507274,216508684,1411,"*",1.18826813610206,8.99077791718572e-06,0.00010715997906644,"Intron (ENST00000600880.5/6168, intron 3 of 3)",2,216499140,216529484,30345,1,"101928156","ENST00000441179.2",8134
"chr18",58572290,58572959,670,"*",1.59388127540325,8.99403036547182e-06,0.00010719088948429,"Intron (ENST00000361673.4/115701, intron 4 of 12)",18,58538140,58579024,40885,2,"115701","ENST00000587842.1",6065
"chr14",80210705,80213896,3192,"*",1.06149065547806,9.0036400415255e-06,0.00010729755528677,"Promoter (<=1kb)",14,80211419,80455469,244051,1,"100628307","ENST00000553979.1",0
"chr1",172652417,172653638,1222,"*",1.37233323210072,9.00498934397606e-06,0.00010730577271968,"Distal Intergenic",1,172659103,172666876,7774,1,"356","ENST00000367721.3",-5465
