"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr2",240635105,240639928,4824,"*",-1.00169224863069,9.77486346710281e-09,9.7510083437616e-08,"Distal Intergenic",2,240625480,240633159,7680,1,"2859","ENST00000407714.2",9625
"chr1",158018271,158020238,1968,"*",1.26345119398457,9.78678800922287e-09,9.75298827743844e-08,"Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158025550,158031166,5617,1,"100505785","ENST00000419415.1",-5312
"chr21",46077219,46085048,7830,"*",-1.05022773793483,1.00521966979509e-08,1.00071636849374e-07,"Distal Intergenic",21,46098112,46132848,34737,1,"1292","ENST00000300527.9",-13064
"chr20",39773509,39776732,3224,"*",1.13717659085792,1.01423068853546e-08,1.00864824595967e-07,"Intron (ENST00000668185.1/105372614, intron 5 of 5)",20,39785721,39813229,27509,1,"105372614","ENST00000444436.1",-8989
"chr17",72415124,72417508,2385,"*",1.17821268455552,1.0159208944543e-08,1.00980969935655e-07,"Intron (ENST00000648631.1/100499467, intron 3 of 5)",17,72404660,72421224,16565,2,"100499467","ENST00000580948.1",3716
"chr19",1079723,1092289,12567,"*",-1.21231204877977,1.01723091614182e-08,1.0105922560005e-07,"Promoter (<=1kb)",19,1081415,1082956,1542,1,"23526","ENST00000586937.2",0
"chr9",131269364,131285379,16016,"*",-1.00927368441989,1.0186468004054e-08,1.01147912646316e-07,"Promoter (<=1kb)",9,131258076,131270493,12418,2,"286336","ENST00000372269.7",0
"chr6",138722754,138724440,1687,"*",1.06589247308665,1.02016351917276e-08,1.01246515996751e-07,"Distal Intergenic",6,138696368,138697288,921,1,"441172","ENST00000447494.1",26386
"chr2",28716112,28718721,2610,"*",1.27870774196455,1.02606479437726e-08,1.01779941866062e-07,"Intron (ENST00000663311.1/100505774, intron 1 of 1)",2,28708239,28736117,27879,2,"100505774","ENST00000659356.1",17396
"chr6",170023623,170034607,10985,"*",-1.11190529673414,1.02795528917428e-08,1.01862940059489e-07,"Distal Intergenic",6,170147195,170150941,3747,1,"101929614","ENST00000687232.1",-112588
"chr5",82105035,82107074,2040,"*",1.65640050251055,1.02912406291147e-08,1.01926513874321e-07,"Intron (ENST00000282185.8/83734, intron 3 of 7)",5,82111392,82276297,164906,1,"83734","ENST00000508814.5",-4318
"chr5",16870398,16872380,1983,"*",1.36149190124187,1.03239026701727e-08,1.02152643646821e-07,"Intron (ENST00000513610.6/4651, intron 2 of 40)",5,16702977,16916527,213551,2,"4651","ENST00000513882.5",44147
"chr1",20714747,20734401,19655,"*",-1.09544714763812,1.03477176589416e-08,1.02328606394025e-07,"Promoter (<=1kb)",1,20719731,20732703,12973,2,"400745","ENST00000444387.7",0
"chr19",5101849,5115890,14042,"*",-1.03724413780716,1.03568187661968e-08,1.02366246015789e-07,"Promoter (<=1kb)",19,5112358,5119682,7325,1,"23030","ENST00000592159.1",0
"chr8",118017851,118020830,2980,"*",1.18477178523817,1.04624012235339e-08,1.03330799609281e-07,"Promoter (<=1kb)",8,117799414,118017235,217822,2,"2131","ENST00000684189.1",-616
"chr4",944585,975400,30816,"*",-1.2232697924087,1.04650962413993e-08,1.03330799609281e-07,"Promoter (<=1kb)",4,958887,973569,14683,2,"1609","ENST00000273814.8",0
"chr17",17534230,17578441,44212,"*",-1.13447916088845,1.04992817925708e-08,1.03584135293789e-07,"Promoter (<=1kb)",17,17505563,17577465,71903,2,"10400","ENST00000395782.5",0
"chr15",88114032,88117023,2992,"*",1.17484105013509,1.05014692585644e-08,1.03584135293789e-07,"Intron (ENST00000629765.3/4916, intron 13 of 19)",15,88072601,88126361,53761,2,"4916","ENST00000557897.1",9338
"chr2",216005750,216007055,1306,"*",1.58027256733424,1.05567699592579e-08,1.04023462600577e-07,"Intron (ENST00000263268.11/55686, intron 1 of 4)",2,215942584,216013551,70968,2,"55686","ENST00000263268.11",6496
"chr3",149575497,149576657,1161,"*",1.32694345884711,1.0652700951462e-08,1.04808482185554e-07,"Promoter (<=1kb)",3,149520841,149576252,55412,2,"25937","ENST00000472417.1",0
"chr8",125341194,125343320,2127,"*",1.14068439512218,1.07065993419323e-08,1.05189346754832e-07,"Intron (ENST00000517532.5/286053, intron 5 of 6)",8,125363026,125367116,4091,1,"286053","ENST00000521460.1",-19706
"chr15",65869458,65871498,2041,"*",1.14079521355239,1.07077346719862e-08,1.05189346754832e-07,"Promoter (<=1kb)",15,65869464,65887736,18273,1,"8766","ENST00000566233.5",0
"chr8",101538095,101540814,2720,"*",1.21327746089599,1.07161106145508e-08,1.05218164810112e-07,"Intron (ENST00000646743.1/79977, intron 1 of 15)",8,101492758,101666893,174136,1,"79977","ENST00000395927.1",45337
"chr9",124617472,124619070,1599,"*",1.2182504947406,1.07675881060522e-08,1.05616327171135e-07,"Intron (ENST00000487099.7/2649, intron 2 of 9)",9,124538092,124595808,57717,2,"2649","ENST00000475178.1",-21664
"chr5",56675583,56677031,1449,"*",1.1950177662636,1.07971123872979e-08,1.05842467956903e-07,"Distal Intergenic",5,56511567,56606232,94666,2,"101928448","ENST00000648716.1",-69351
"chr17",76129555,76159412,29858,"*",-1.09171353167511,1.08015925763705e-08,1.05842467956903e-07,"Promoter (<=1kb)",17,76138432,76145682,7251,1,"100507218","ENST00000662723.1",0
"chr16",1153831,1190867,37037,"*",-1.27059897956556,1.08424758753879e-08,1.06189253342895e-07,"Promoter (<=1kb)",16,1153738,1221765,68028,1,"8912","ENST00000565831.6",93
"chr7",1229650,1271354,41705,"*",-1.15810511950467,1.08513234037145e-08,1.06222093855196e-07,"Promoter (<=1kb)",7,1232872,1237326,4455,1,"340260","ENST00000316333.9",0
"chr17",63472703,63504880,32178,"*",-1.1322223575079,1.09039790455771e-08,1.06683515631651e-07,"Promoter (<=1kb)",17,63477061,63478898,1838,1,"1636","ENST00000583336.5",0
"chr4",70721739,70723944,2206,"*",1.31413512239798,1.10433259843195e-08,1.07937624496891e-07,"Promoter (<=1kb)",4,70721964,70808619,86656,1,"22902","ENST00000381006.8",0
"chr11",96122184,96124360,2177,"*",1.17563450353139,1.11100078439537e-08,1.08534503106193e-07,"Intron (ENST00000648443.1/ENST00000648443.1, intron 1 of 3)",11,95978755,96093520,114766,2,"84441","ENST00000618849.1",-28664
"chr6",132333860,132335132,1273,"*",1.46499563643136,1.11270702552615e-08,1.0864628749746e-07,"Intron (ENST00000367963.8/26002, intron 4 of 11)",6,132315697,132325147,9451,2,"26002","ENST00000489128.1",-8713
"chr17",81297958,81318900,20943,"*",-1.17197983931678,1.1306274431536e-08,1.10229048706447e-07,"Promoter (<=1kb)",17,81303771,81309278,5508,2,"284185","ENST00000332012.7",0
"chr9",136704971,136724469,19499,"*",-1.07661865602159,1.13460639756112e-08,1.10561217157506e-07,"Promoter (<=1kb)",9,136712572,136724742,12171,1,"138311","ENST00000371692.9",0
"chr2",54238968,54240802,1835,"*",1.5122103154957,1.1474790786297e-08,1.1159060878847e-07,"Intron (ENST00000607452.6/98, intron 6 of 6)",2,54253178,54256229,3052,2,"388951","ENST00000317802.9",15427
"chr2",19648412,19651753,3342,"*",1.15776551153795,1.15310162644335e-08,1.11968426640027e-07,"Distal Intergenic",2,19711715,19717576,5862,1,"105373461","ENST00000432822.1",-59962
"chr1",1954015,1978984,24970,"*",-1.10428032827309,1.16091020462092e-08,1.12670065190443e-07,"Promoter (<=1kb)",1,1946348,1960106,13759,2,"85452","ENST00000493316.5",0
"chr8",61789361,61790566,1206,"*",1.08130943139912,1.16835183448861e-08,1.13335403994823e-07,"Intron (ENST00000520862.5/101929628, intron 1 of 3)",8,61785047,61852765,67719,1,"101929628","ENST00000520862.5",4314
"chr12",75977682,75979661,1980,"*",1.25516679833326,1.18884462948198e-08,1.15265462496365e-07,"Intron (ENST00000552856.1/105369844, intron 1 of 4)",12,75563202,75984015,420814,2,"105369844","ENST00000552856.1",4354
"chr8",144450646,144472499,21854,"*",-1.14429769522147,1.20137991747583e-08,1.16422445837394e-07,"Promoter (<=1kb)",8,144449582,144457641,8060,2,"50626","ENST00000528663.1",0
"chr16",772666,806480,33815,"*",-1.28430543034225,1.2022724627585e-08,1.1645056875005e-07,"Promoter (<=1kb)",16,784974,787981,3008,2,"113000","ENST00000561734.5",0
"chr17",43467799,43469751,1953,"*",1.09643668862923,1.22198980440604e-08,1.18241886329239e-07,"Distal Intergenic",17,43483865,43492292,8428,1,"1659","ENST00000592258.5",-14114
"chr20",38072703,38075222,2520,"*",1.32156540661466,1.23094734904725e-08,1.18989525495653e-07,"Intron (ENST00000462548.6/58490, intron 5 of 5)",20,38066181,38070617,4437,1,"58490","ENST00000622494.1",6522
"chr1",59375243,59376608,1366,"*",1.47382829235363,1.23290757757571e-08,1.19119451260726e-07,"Intron (ENST00000413489.5/55277, intron 4 of 4)",1,59393208,59626023,232816,1,"55277","ENST00000475949.5",-16600
"chr9",115261613,115264348,2736,"*",1.36621069803065,1.24490538624441e-08,1.20098581997321e-07,"Intron (ENST00000374016.5/50514, intron 2 of 7)",9,115252538,115254251,1714,2,"105376233","ENST00000444701.1",-7362
"chr16",56370476,56373497,3022,"*",1.04385978023436,1.25546832653922e-08,1.21057202777969e-07,"Promoter (2-3kb)",16,56362916,56367603,4688,2,"267","ENST00000563285.1",-2873
"chr17",82291433,82318409,26977,"*",-1.12630726548156,1.2961348081357e-08,1.248538826392e-07,"Promoter (<=1kb)",17,82290046,82292814,2769,2,"101929511","ENST00000581489.1",0
"chr4",74319660,74321562,1903,"*",1.18827206031249,1.29956187457928e-08,1.25121661958372e-07,"Distal Intergenic",4,74309097,74314984,5888,1,"255324","ENST00000446430.2",10563
"chr22",50694322,50706967,12646,"*",-1.13126404252431,1.3083280755739e-08,1.25777755768623e-07,"Promoter (<=1kb)",22,50697564,50703919,6356,1,"85358","ENST00000673995.1",0
"chr19",41965071,41982453,17383,"*",-1.03899929570407,1.31082834004454e-08,1.25955488559051e-07,"Promoter (2-3kb)",19,41984254,41985342,1089,2,"478","ENST00000485672.2",2889
"chr6",35369865,35371744,1880,"*",1.11225173926377,1.3191241680226e-08,1.26689654944764e-07,"Intron (ENST00000360694.8/5467, intron 2 of 7)",6,35342614,35428178,85565,1,"5467","ENST00000311565.4",27251
"chr11",67660726,67669248,8523,"*",-1.144776904284,1.32767622892413e-08,1.27384439373649e-07,"Promoter (<=1kb)",11,67663067,67665301,2235,2,"222","ENST00000531248.1",0
"chr9",137240365,137257207,16843,"*",-1.17310555977521,1.36701819220392e-08,1.30899270479834e-07,"Promoter (<=1kb)",9,137250219,137253497,3279,2,"100129722","ENST00000612170.1",0
"chr16",67987066,67995836,8771,"*",-1.0307201393881,1.36800242724343e-08,1.30920618719372e-07,"Promoter (<=1kb)",16,67987746,68053655,65910,1,"54920","ENST00000571081.6",0
"chr13",50080424,50084090,3667,"*",1.22859930704573,1.37891350593792e-08,1.31712128509377e-07,"Promoter (<=1kb)",13,50082169,50107202,25034,1,"10301","ENST00000655550.1",0
"chr5",178268423,178282973,14551,"*",-1.06811966329056,1.38654260136187e-08,1.32244835284307e-07,"Promoter (2-3kb)",5,178263208,178265834,2627,2,"91522","ENST00000646779.1",-2589
"chr6",167563964,167573700,9737,"*",-1.09364402646193,1.39456823547718e-08,1.32813732494976e-07,"Distal Intergenic",6,167666840,167679270,12431,2,"401286","ENST00000609107.1",105570
"chr17",82319541,82337329,17789,"*",-1.25377769058965,1.39761902801539e-08,1.33038742829254e-07,"Promoter (<=1kb)",17,82321024,82333766,12743,2,"6398","ENST00000269389.8",0
"chr5",177425556,177438870,13315,"*",-1.04975850843896,1.3994224103731e-08,1.33098758705704e-07,"Promoter (<=1kb)",5,177426496,177433189,6694,1,"2870","ENST00000511244.5",0
"chr3",190191008,190194817,3810,"*",1.14108953638932,1.43209079706629e-08,1.35851871342898e-07,"Distal Intergenic",3,189956831,190122437,165607,2,"55214","ENST00000427335.6",-68571
"chr8",121544744,121547054,2311,"*",1.12470172192579,1.44051383090201e-08,1.36583883731381e-07,"Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-92239
"chr8",127830451,127833604,3154,"*",1.04948821173029,1.46755705817585e-08,1.39079806890754e-07,"Intron (ENST00000667305.1/5820, intron 1 of 8)",8,127854396,127932696,78301,1,"5820","ENST00000520913.2",-20792
"chr7",1691001,1701182,10182,"*",-1.05155542520635,1.4714864296399e-08,1.39247416271308e-07,"Promoter (<=1kb)",7,1691906,1692450,545,2,"401296","ENST00000450458.1",0
"chr1",153677620,153694081,16462,"*",-1.0164430759085,1.49656350829779e-08,1.41343733785643e-07,"Promoter (<=1kb)",1,153689705,153689793,89,2,"102466879","ENST00000620823.1",0
"chrX",13007536,13011363,3828,"*",1.08984844301139,1.50754175216437e-08,1.42241604170785e-07,"Distal Intergenic",23,13038349,13043188,4840,2,"171484","ENST00000438997.1",31825
"chr11",2507290,2543973,36684,"*",-1.165805437746,1.52141884923552e-08,1.43410973243639e-07,"Exon (ENST00000496887.6/3784, exon 3 of 7)",11,2461887,2527973,66087,1,"3784","ENST00000380776.4",45403
"chr2",190715829,190719799,3971,"*",1.04755259064819,1.52711195272687e-08,1.43737367975017e-07,"Intron (ENST00000676095.2/ENST00000676095.2, intron 3 of 8)",2,190659857,190683827,23971,1,"4664","ENST00000484774.1",55972
"chr7",78768720,78772143,3424,"*",1.07022955482085,1.53846461698845e-08,1.44610338901412e-07,"Promoter (<=1kb)",7,78017081,78771323,754243,2,"9863","ENST00000629359.2",0
"chr1",203661349,203664330,2982,"*",1.08718906610502,1.54054008645611e-08,1.4471944359308e-07,"Intron (ENST00000367218.7/493, intron 1 of 21)",1,203682809,203740319,57511,1,"493","ENST00000341360.6",-18479
"chr1",120178115,120180104,1990,"*",1.34991847865949,1.54645834021643e-08,1.4513436452138e-07,"Promoter (1-2kb)",1,120150898,120176520,25623,2,"9554","ENST00000578049.4",-1595
"chr7",130421067,130422550,1484,"*",1.34918027935782,1.56051988532322e-08,1.46241061284314e-07,"Promoter (2-3kb)",7,130402769,130418458,15690,2,"95681","ENST00000675494.1",-2609
"chr14",61147109,61149323,2215,"*",1.40358654472799,1.57021277759579e-08,1.47078118358815e-07,"Distal Intergenic",14,61187559,61530584,343026,1,"5583","ENST00000555185.5",-38236
"chr19",49524229,49526263,2035,"*",-1.09079998601588,1.57111331464032e-08,1.4709120441618e-07,"Promoter (1-2kb)",19,49528003,49543633,15631,1,"57333","ENST00000270645.8",-1740
"chr11",68996392,69015972,19581,"*",-1.12118765749266,1.57233395303227e-08,1.47134231916616e-07,"Promoter (<=1kb)",11,69012283,69014066,1784,1,"101928200","ENST00000569432.1",0
"chrX",65705825,65707681,1857,"*",1.30054827487948,1.58050436830683e-08,1.47827242150344e-07,"Intron (ENST00000609672.5/4478, intron 1 of 3)",23,65727341,65729635,2295,1,"4478","ENST00000697141.1",-19660
"chr18",9102616,9105228,2613,"*",1.32689004890464,1.6001059849553e-08,1.49443715010342e-07,"Promoter (<=1kb)",18,9102736,9254346,151611,1,"23253","ENST00000578850.1",0
"chr19",50421055,50444019,22965,"*",-1.00640493304319,1.62871815359156e-08,1.51969150885066e-07,"Promoter (<=1kb)",19,50432892,50466321,33430,1,"4606","ENST00000357701.6",0
"chr9",134208422,134246392,37971,"*",-1.11486421504336,1.64562985646135e-08,1.53251262114486e-07,"Exon (ENST00000687412.1/ENST00000687412.1, exon 1 of 1)",9,134164439,134164564,126,2,"100151684","ENST00000408749.1",-43858
"chr19",670015,683807,13793,"*",-1.111297482829,1.66064909445926e-08,1.54501101747743e-07,"Promoter (<=1kb)",19,676392,683385,6994,1,"10272","ENST00000166139.9",0
"chr2",234240791,234242546,1756,"*",1.19885493916237,1.6621997893947e-08,1.54570988592438e-07,"Distal Intergenic",2,234050837,234056278,5442,1,"6694","ENST00000492481.1",189954
"chr14",103084057,103114327,30271,"*",-1.18928888700406,1.66693432930675e-08,1.54936737444651e-07,"Promoter (<=1kb)",14,103084210,103090027,5818,1,"107984640","ENST00000634353.1",0
"chr10",126662185,126665210,3026,"*",1.04947763413574,1.67133959577025e-08,1.55271544473937e-07,"Intron (ENST00000488181.3/118611, intron 1 of 9)",10,126424997,126670693,245697,2,"118611","ENST00000488181.3",5483
"chr15",45111818,45124174,12357,"*",-1.0241715153505,1.69376558087183e-08,1.57022936278002e-07,"Promoter (<=1kb)",15,45114326,45117738,3413,1,"405753","ENST00000350243.10",0
"chr17",44756000,44784759,28760,"*",-1.12833884171033,1.69425254785038e-08,1.57022936278002e-07,"Promoter (<=1kb)",17,44758988,44781846,22859,1,"4185","ENST00000200557.11",0
"chr6",158487631,158489740,2110,"*",1.1746146579043,1.70878254480537e-08,1.58293689212852e-07,"Exon (ENST00000367097.8/56995, exon 9 of 14)",6,158461650,158498693,37044,1,"56995","ENST00000613390.1",25981
"chr11",96337884,96343855,5972,"*",1.0238719795723,1.71311580027478e-08,1.5854316786363e-07,"Promoter (<=1kb)",11,96341438,96341526,89,1,"100422991","ENST00000582890.3",0
"chr9",115233976,115235622,1647,"*",1.35775098885901,1.71700312109506e-08,1.58750938977192e-07,"Intron (ENST00000649121.1/50514, intron 6 of 6)",9,115252538,115254251,1714,2,"105376233","ENST00000444701.1",18629
"chr1",3211754,3239596,27843,"*",-1.05329834296053,1.72220395410048e-08,1.591398352547e-07,"Promoter (<=1kb)",1,3237931,3433925,195995,1,"63976","ENST00000512462.5",0
"chr16",89031902,89059528,27627,"*",-1.25187109708775,1.72285561055235e-08,1.591398352547e-07,"Exon (ENST00000537498.2/ENST00000537498.2, exon 1 of 2)",16,89088375,89114473,26099,1,"197322","ENST00000537895.5",-28847
"chr1",246141455,246143362,1908,"*",1.56540334652842,1.73080274620574e-08,1.59797562045824e-07,"Intron (ENST00000630181.2/64754, intron 5 of 11)",1,246108637,246113804,5168,1,"101928089","ENST00000651181.1",32818
"chr5",67300429,67304026,3598,"*",1.21600256777217,1.73254377630231e-08,1.59853574181805e-07,"Distal Intergenic",5,67179613,67196799,17187,2,"4064","ENST00000256447.5",-103630
"chr5",907329,917197,9869,"*",-1.08685780702014,1.73964422171321e-08,1.60384080774352e-07,"Promoter (<=1kb)",5,914559,919357,4799,1,"9319","ENST00000510412.5",0
"chr10",124525036,124552603,27568,"*",-1.11018700016598,1.76193832041255e-08,1.62284676267441e-07,"Promoter (<=1kb)",10,124545984,124613380,67397,1,"64077","ENST00000493240.1",0
"chr7",44227807,44253177,25371,"*",-1.26859452831139,1.78172226563912e-08,1.63794753027109e-07,"Promoter (<=1kb)",7,44217599,44241740,24142,2,"816","ENST00000700234.1",0
"chr3",186790304,186791903,1600,"*",1.268025009103,1.78605857351789e-08,1.64075789065568e-07,"Promoter (<=1kb)",3,186789903,186791850,1948,2,"5984","ENST00000417876.1",0
"chr16",89628629,89634415,5787,"*",-1.06378660504332,1.78647667709626e-08,1.64075789065568e-07,"Promoter (<=1kb)",16,89630289,89638456,8168,1,"1800","ENST00000261615.5",0
"chr11",815821,858652,42832,"*",-1.25181629926421,1.80803851211886e-08,1.65741150093854e-07,"Promoter (<=1kb)",11,826144,828711,2568,1,"283229","ENST00000528315.1",0
"chr19",38437738,38444746,7009,"*",-1.09279737340759,1.81392222337707e-08,1.66201698315398e-07,"Exon (ENST00000359596.8/6261, exon 2 of 106)",19,38433830,38535392,101563,1,"6261","ENST00000599547.6",3908
"chr17",81644140,81649122,4983,"*",-1.10567748326105,1.82172476366916e-08,1.66837540767484e-07,"Promoter (<=1kb)",17,81608811,81648465,39655,2,"55666","ENST00000570300.1",0
"chr21",43991204,43996198,4995,"*",-1.1130490123701,1.82930830637689e-08,1.6745273431432e-07,"Distal Intergenic",21,44012309,44106552,94244,1,"7109","ENST00000291574.9",-16111
"chr1",234978283,234982423,4141,"*",1.02547435011089,1.84186642351418e-08,1.68363137426949e-07,"Promoter (<=1kb)",1,234978814,234980804,1991,2,"107985366","ENST00000549744.2",0
"chr5",176842699,176859075,16377,"*",-1.12955511593164,1.86471561997292e-08,1.70290727826813e-07,"Intron (ENST00000509580.2/90249, intron 1 of 15)",5,176862624,176874400,11777,1,"90249","ENST00000513890.1",-3549
"chr15",58731697,58733271,1575,"*",1.37186120412943,1.86738901009736e-08,1.70454351899019e-07,"Exon (ENST00000620775.1/ENST00000620775.1, exon 1 of 2)",15,58665152,58748966,83815,2,"102","ENST00000497846.5",15695
"chr5",95759780,95761169,1390,"*",1.648595113253,1.87605591738917e-08,1.71164648659202e-07,"Intron (ENST00000379982.8/22836, intron 6 of 11)",5,95767755,95793246,25492,1,"22836","ENST00000504179.5",-6586
"chr9",108056201,108058077,1877,"*",1.40287712405721,1.88560606804332e-08,1.71873748767004e-07,"Distal Intergenic",9,107488989,107490482,1494,2,"9314","ENST00000420475.1",-565719
"chr10",76428236,76430735,2500,"*",1.08512753891727,1.89375474925552e-08,1.72535158187356e-07,"Intron (ENST00000611255.5/83938, intron 6 of 6)",10,76403221,76557356,154136,1,"83938","ENST00000483375.1",25015
"chr6",121694176,121695751,1576,"*",1.35625876207103,1.91339363604009e-08,1.74078301955591e-07,"Distal Intergenic",6,121857813,121870910,13098,1,"105377979","ENST00000701253.1",-162062
"chr19",17959770,17976141,16372,"*",-1.00916467828676,1.93177376234239e-08,1.75585247519349e-07,"Promoter (<=1kb)",19,17967107,18000085,32979,1,"3780","ENST00000684775.1",0
"chr21",45438390,45445620,7231,"*",-1.13353203292054,1.95749971986495e-08,1.77728650169615e-07,"Intron (ENST00000651438.1/80781, intron 2 of 41)",21,45455522,45513720,58199,1,"80781","ENST00000355480.10",-9902
"chr10",52465034,52468273,3240,"*",1.13289802559019,1.97355597682653e-08,1.7896227814253e-07,"Promoter (2-3kb)",10,52451314,52470533,19220,2,"101928687","ENST00000422763.1",2260
"chr2",150620166,150622260,2095,"*",1.62907174273771,1.97565440974775e-08,1.79068573387966e-07,"Intron (ENST00000440668.5/101929282, intron 1 of 2)",2,150628856,150635343,6488,1,"101929282","ENST00000655103.1",-6596
"chr11",2557364,2593950,36587,"*",-1.20989862108596,1.97799280238828e-08,1.79196508193874e-07,"Exon (ENST00000496887.6/3784, exon 4 of 7)",11,2461887,2527973,66087,1,"3784","ENST00000380776.4",95477
"chr17",81320141,81356475,36335,"*",-1.13476894648589,1.97900414220119e-08,1.79204154946958e-07,"Promoter (<=1kb)",17,81311270,81330674,19405,2,"284186","ENST00000650606.1",0
"chr7",83467581,83469798,2218,"*",1.37303487882822,2.00866233216394e-08,1.8163455971808e-07,"Exon (ENST00000643230.2/9723, exon 3 of 17)",7,83407140,83462160,55021,2,"9723","ENST00000644381.1",-5421
"chr10",103907231,103909307,2077,"*",1.35833583940856,2.04906381679752e-08,1.85114723224983e-07,"Intron (ENST00000698239.1/79991, intron 4 of 11)",10,103882745,103900153,17409,2,"79991","ENST00000472951.1",-7078
"chr17",81176627,81209646,33020,"*",-1.17889031636708,2.05290722324123e-08,1.85375316893613e-07,"Promoter (<=1kb)",17,81189597,81194028,4432,2,"22994","ENST00000570817.5",0
"chr5",167294624,167297154,2531,"*",1.24205602929701,2.05695689394872e-08,1.85654283990245e-07,"Exon (ENST00000523497.1/ENST00000523497.1, exon 3 of 3)",5,167164934,167168401,3468,2,"101927908","ENST00000518330.1",-126223
"chr12",50785757,50787943,2187,"*",1.31949875361298,2.06800555961654e-08,1.86477385653295e-07,"Intron (ENST00000552510.5/466, intron 2 of 4)",12,50764509,50814368,49860,1,"466","ENST00000552487.1",21248
"chr3",60741882,60744325,2444,"*",1.19357404627775,2.09655450020733e-08,1.88781954740301e-07,"Intron (ENST00000492590.6/2272, intron 4 of 9)",3,60617805,60617870,66,2,"103504735","ENST00000626714.1",-124012
"chr4",23373329,23374476,1148,"*",1.46062779703253,2.11177493790831e-08,1.89981130174878e-07,"Distal Intergenic",4,23560923,23768652,207730,1,"105374528","ENST00000514290.1",-186447
"chr8",62191576,62195873,4298,"*",1.03961069623799,2.11915761665233e-08,1.90556624198788e-07,"Exon (ENST00000649904.1/ENST00000649904.1, exon 2 of 4)",8,62248591,62946335,697745,1,"286183","ENST00000674732.1",-52718
"chr1",2845322,2848815,3494,"*",-1.07798486130446,2.15467183895313e-08,1.93570030959483e-07,"Distal Intergenic",1,2636986,2801693,164708,2,"100287898","ENST00000401095.9",-43629
"chr4",102640582,102642134,1553,"*",1.60695044809891,2.1697602324089e-08,1.94834995695129e-07,"Intron (ENST00000647097.2/4126, intron 13 of 16)",4,102635906,102650838,14933,2,"4126","ENST00000508141.1",8704
"chr5",31530419,31532918,2500,"*",1.18649509407497,2.17623456492268e-08,1.95325639942665e-07,"Promoter (<=1kb)",5,31400494,31532093,131600,2,"29102","ENST00000344624.8",0
"chr10",74055740,74056863,1124,"*",1.38880764784372,2.17783385652639e-08,1.95372603083071e-07,"Intron (ENST00000623461.3/7414, intron 4 of 22)",10,74043091,74063890,20800,1,"7414","ENST00000461383.1",12649
"chr16",68993945,68995671,1727,"*",1.32639768154258,2.17877893884602e-08,1.95372603083071e-07,"Intron (ENST00000261778.2/79613, intron 15 of 17)",16,68973872,69083543,109672,1,"79613","ENST00000568361.5",20073
"chr8",143707904,143714649,6746,"*",-1.01457280978372,2.19234371376295e-08,1.96429880031924e-07,"Promoter (<=1kb)",8,143706694,143708109,1416,2,"100130274","ENST00000542437.1",0
"chr21",35256566,35257941,1376,"*",1.61579567751935,2.1926016712817e-08,1.96429880031924e-07,"Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-207222
"chr9",134368396,134388326,19931,"*",-1.13774240706917,2.19736345519078e-08,1.96765297263564e-07,"Promoter (<=1kb)",9,134379411,134379472,62,1,"100616236","ENST00000585099.1",0
"chr19",47464205,47481199,16995,"*",-1.01126241736806,2.19889048773124e-08,1.96810878700501e-07,"Promoter (<=1kb)",19,47475150,47476187,1038,2,"11133","ENST00000600551.1",0
"chr7",45084483,45090167,5685,"*",-1.0528342413151,2.20620719013127e-08,1.97374380410957e-07,"Promoter (<=1kb)",7,45080437,45088969,8533,2,"23148","ENST00000490531.3",0
"chr5",142976907,142978530,1624,"*",1.46397712310417,2.21829976944086e-08,1.98364428504163e-07,"Intron (ENST00000645722.2/23092, intron 11 of 22)",5,142969331,143054526,85196,1,"23092","ENST00000645625.1",7576
"chr13",30576312,30578329,2018,"*",1.14065424696753,2.25691541254888e-08,2.0144480919117e-07,"Intron (ENST00000405805.5/3146, intron 1 of 4)",13,30458747,30617597,158851,2,"3146","ENST00000405805.5",39268
"chr15",51981560,51982667,1108,"*",1.46078577265094,2.26223367920533e-08,2.01826320812536e-07,"Intron (ENST00000560802.1/5597, intron 1 of 2)",15,51971822,52067359,95538,1,"5597","ENST00000691380.1",9738
"chr5",36501868,36504307,2440,"*",1.03310705071268,2.29682704719273e-08,2.04818068742514e-07,"Distal Intergenic",5,36596588,36688331,91744,1,"6507","ENST00000680318.1",-92281
"chr2",240909299,240923532,14234,"*",-1.11244386588809,2.32122945338432e-08,2.06898704574823e-07,"Promoter (2-3kb)",2,240906336,240993311,86976,1,"728763","ENST00000690015.1",2963
"chr3",42051694,42053910,2217,"*",1.04771182119378,2.3230972506585e-08,2.06940752450753e-07,"Exon (ENST00000434712.1/ENST00000434712.1, exon 1 of 1)",3,42087200,42202906,115707,1,"22906","ENST00000484786.5",-33290
"chr19",50710246,50728547,18302,"*",-1.05654899507066,2.32384199850299e-08,2.06940752450753e-07,"Promoter (<=1kb)",19,50659255,50719802,60548,2,"50944","ENST00000293441.6",0
"chr2",42116903,42118690,1788,"*",1.32812480516687,2.32565988950958e-08,2.07007286574073e-07,"Distal Intergenic",2,42169353,42330744,161392,1,"27436","ENST00000402711.6",-50663
